mineral_name,element,count,chem
Ishikawaite,Y,0.333333333333333,"(U^4+^,Fe^2+^,Y^3+^)Nb^5+^O_4_"
Isoclasite,Ca,2,Ca_2_P^5+^O_4_(OH)·2H_2_O
Isoclasite,H,5,Ca_2_P^5+^O_4_(OH)·2H_2_O
Isoclasite,O,7,Ca_2_P^5+^O_4_(OH)·2H_2_O
Isoclasite,P,1,Ca_2_P^5+^O_4_(OH)·2H_2_O
Isocubanite,Cu,1,Cu^1+^Fe^2+^Fe^3+^S^2-^_3_
Isocubanite,Fe,2,Cu^1+^Fe^2+^Fe^3+^S^2-^_3_
Isocubanite,S,3,Cu^1+^Fe^2+^Fe^3+^S^2-^_3_
Isoferroplatinum,Fe,1,Pt_3_Fe
Isoferroplatinum,Pt,3,Pt_3_Fe
Isokite,Ca,1,CaMgP^5+^O_4_F
Isokite,F,1,CaMgP^5+^O_4_F
Isokite,Mg,1,CaMgP^5+^O_4_F
Isokite,O,4,CaMgP^5+^O_4_F
Isokite,P,1,CaMgP^5+^O_4_F
Isolueshite,Na,1,NaNb^5+^O_3_
Isolueshite,Nb,1,NaNb^5+^O_3_
Isolueshite,O,3,NaNb^5+^O_3_
Isomertieite,As,2,Pd_11_Sb_2_As_2_
Isomertieite,Pd,11,Pd_11_Sb_2_As_2_
Isomertieite,Sb,2,Pd_11_Sb_2_As_2_
Isovite,C,6,"(Cr,Fe)_23_C_6_"
Isovite,Cr,11.5,"(Cr,Fe)_23_C_6_"
Isovite,Fe,11.5,"(Cr,Fe)_23_C_6_"
Itelmenite,Cu,1,Na_2_Cu^2+^Mg_2_(S^6+^O_4_)_4_
Itelmenite,Mg,2,Na_2_Cu^2+^Mg_2_(S^6+^O_4_)_4_
Itelmenite,Na,2,Na_2_Cu^2+^Mg_2_(S^6+^O_4_)_4_
Itelmenite,O,16,Na_2_Cu^2+^Mg_2_(S^6+^O_4_)_4_
Itelmenite,S,4,Na_2_Cu^2+^Mg_2_(S^6+^O_4_)_4_
Itoite,Ge,1,Pb^2+^_3_GeO_2_(S^6+^O_4_)_2_(OH)_2_
Itoite,H,2,Pb^2+^_3_GeO_2_(S^6+^O_4_)_2_(OH)_2_
Itoite,O,12,Pb^2+^_3_GeO_2_(S^6+^O_4_)_2_(OH)_2_
Itoite,Pb,3,Pb^2+^_3_GeO_2_(S^6+^O_4_)_2_(OH)_2_
Itoite,S,2,Pb^2+^_3_GeO_2_(S^6+^O_4_)_2_(OH)_2_
Ivanyukite-Cu,Cu,1,Cu^2+^Ti^4+^_4_(SiO_4_)_3_O_2_(OH)_2_·7H_2_O
Ivanyukite-Cu,H,16,Cu^2+^Ti^4+^_4_(SiO_4_)_3_O_2_(OH)_2_·7H_2_O
Ivanyukite-Cu,O,23,Cu^2+^Ti^4+^_4_(SiO_4_)_3_O_2_(OH)_2_·7H_2_O
Ivanyukite-Cu,Si,3,Cu^2+^Ti^4+^_4_(SiO_4_)_3_O_2_(OH)_2_·7H_2_O
Ivanyukite-Cu,Ti,4,Cu^2+^Ti^4+^_4_(SiO_4_)_3_O_2_(OH)_2_·7H_2_O
Ivanyukite-K,H,20,K_2_Ti^4+^_4_(SiO_4_)_3_O_2_(OH)_2_·9H_2_O
Ivanyukite-K,K,2,K_2_Ti^4+^_4_(SiO_4_)_3_O_2_(OH)_2_·9H_2_O
Ivanyukite-K,O,25,K_2_Ti^4+^_4_(SiO_4_)_3_O_2_(OH)_2_·9H_2_O
Ivanyukite-K,Si,3,K_2_Ti^4+^_4_(SiO_4_)_3_O_2_(OH)_2_·9H_2_O
Ivanyukite-K,Ti,4,K_2_Ti^4+^_4_(SiO_4_)_3_O_2_(OH)_2_·9H_2_O
Ivanyukite-Na,H,14,Na_2_Ti^4+^_4_(SiO_4_)_3_O_2_(OH)_2_·6H_2_O
Ivanyukite-Na,Na,2,Na_2_Ti^4+^_4_(SiO_4_)_3_O_2_(OH)_2_·6H_2_O
Ivanyukite-Na,O,22,Na_2_Ti^4+^_4_(SiO_4_)_3_O_2_(OH)_2_·6H_2_O
Ivanyukite-Na,Si,3,Na_2_Ti^4+^_4_(SiO_4_)_3_O_2_(OH)_2_·6H_2_O
Ivanyukite-Na,Ti,4,Na_2_Ti^4+^_4_(SiO_4_)_3_O_2_(OH)_2_·6H_2_O
Ivsite,H,1,Na_3_H(S^6+^O_4_)_2_
Ivsite,Na,3,Na_3_H(S^6+^O_4_)_2_
Ivsite,O,8,Na_3_H(S^6+^O_4_)_2_
Ivsite,S,2,Na_3_H(S^6+^O_4_)_2_
Iwashiroite-(Y),O,4,Y^3+^Ta^5+^O_4_
Iwashiroite-(Y),Ta,1,Y^3+^Ta^5+^O_4_
Iwashiroite-(Y),Y,1,Y^3+^Ta^5+^O_4_
Iwateite,Ba,1,Na_2_BaMn^2+^(P^5+^O_4_)_2_
Iwateite,Mn,1,Na_2_BaMn^2+^(P^5+^O_4_)_2_
Iwateite,Na,2,Na_2_BaMn^2+^(P^5+^O_4_)_2_
Iwateite,O,8,Na_2_BaMn^2+^(P^5+^O_4_)_2_
Iwateite,P,2,Na_2_BaMn^2+^(P^5+^O_4_)_2_
Ixiolite,Mn,0.333333333333333,"(Ta^5+^,Mn^2+^,Nb^5+^)O_2_"
Ixiolite,Nb,0.333333333333333,"(Ta^5+^,Mn^2+^,Nb^5+^)O_2_"
Ixiolite,O,2,"(Ta^5+^,Mn^2+^,Nb^5+^)O_2_"
Ixiolite,Ta,0.333333333333333,"(Ta^5+^,Mn^2+^,Nb^5+^)O_2_"
Izoklakeite,Bi,9.5,"Pb_26.4_(Cu,Fe)_2_(Sb,Bi)_19.6_S_57_"
Izoklakeite,Cu,1,"Pb_26.4_(Cu,Fe)_2_(Sb,Bi)_19.6_S_57_"
Izoklakeite,Fe,1,"Pb_26.4_(Cu,Fe)_2_(Sb,Bi)_19.6_S_57_"
Izoklakeite,Pb,26.4,"Pb_26.4_(Cu,Fe)_2_(Sb,Bi)_19.6_S_57_"
Izoklakeite,S,57,"Pb_26.4_(Cu,Fe)_2_(Sb,Bi)_19.6_S_57_"
Izoklakeite,Sb,9.5,"Pb_26.4_(Cu,Fe)_2_(Sb,Bi)_19.6_S_57_"
Jachymovite,H,40,(U^6+^O_2_)_8_(S^6+^O_4_)(OH)_14_·13H_2_O
Jachymovite,O,47,(U^6+^O_2_)_8_(S^6+^O_4_)(OH)_14_·13H_2_O
Jachymovite,S,1,(U^6+^O_2_)_8_(S^6+^O_4_)(OH)_14_·13H_2_O
Jachymovite,U,8,(U^6+^O_2_)_8_(S^6+^O_4_)(OH)_14_·13H_2_O
Jacobsite,Fe,2,Mn^2+^Fe^3+^_2_O_4_
Jacobsite,Mn,1,Mn^2+^Fe^3+^_2_O_4_
Jacobsite,O,4,Mn^2+^Fe^3+^_2_O_4_
Jacutingaite,Hg,1,Pt_2_HgSe_3_
Jacutingaite,Pt,2,Pt_2_HgSe_3_
Jacutingaite,Se,3,Pt_2_HgSe_3_
Jadarite,B,3,LiNaB_3_SiO_7_(OH)
Jadarite,H,1,LiNaB_3_SiO_7_(OH)
Jadarite,Li,1,LiNaB_3_SiO_7_(OH)
Jadarite,Na,1,LiNaB_3_SiO_7_(OH)
Jadarite,O,8,LiNaB_3_SiO_7_(OH)
Jadarite,Si,1,LiNaB_3_SiO_7_(OH)
Jadeite,Al,1,NaAlSi_2_O_6_
Jadeite,Na,1,NaAlSi_2_O_6_
Jadeite,O,6,NaAlSi_2_O_6_
Jadeite,Si,2,NaAlSi_2_O_6_
Jaffeite,Ca,6,Ca_6_Si_2_O_7_(OH)_6_
Jaffeite,H,6,Ca_6_Si_2_O_7_(OH)_6_
Jaffeite,O,13,Ca_6_Si_2_O_7_(OH)_6_
Jaffeite,Si,2,Ca_6_Si_2_O_7_(OH)_6_
Jagoite,Cl,3,"Pb^2+^_9_Fe^3+^_2_[Si_2_(Si,Fe^3+^)_3_][Pb^2+^_2_Si_8_(Si,Fe^3+^)_2_]O_41_Cl_3_"
Jagoite,Fe,4.5,"Pb^2+^_9_Fe^3+^_2_[Si_2_(Si,Fe^3+^)_3_][Pb^2+^_2_Si_8_(Si,Fe^3+^)_2_]O_41_Cl_3_"
Jagoite,O,41,"Pb^2+^_9_Fe^3+^_2_[Si_2_(Si,Fe^3+^)_3_][Pb^2+^_2_Si_8_(Si,Fe^3+^)_2_]O_41_Cl_3_"
Jagoite,Pb,11,"Pb^2+^_9_Fe^3+^_2_[Si_2_(Si,Fe^3+^)_3_][Pb^2+^_2_Si_8_(Si,Fe^3+^)_2_]O_41_Cl_3_"
Jagoite,Si,12.5,"Pb^2+^_9_Fe^3+^_2_[Si_2_(Si,Fe^3+^)_3_][Pb^2+^_2_Si_8_(Si,Fe^3+^)_2_]O_41_Cl_3_"
Jagueite,Cu,2,Cu^1+^_2_Pd^2+^_3_Se^2-^_4_
Jagueite,Pd,3,Cu^1+^_2_Pd^2+^_3_Se^2-^_4_
Jagueite,Se,4,Cu^1+^_2_Pd^2+^_3_Se^2-^_4_
Jahnsite-(CaMnFe),Ca,1,CaMn^2+^Fe^2+^_2_Fe^3+^_2_(P^5+^O_4_)_4_(OH)_2_·8H_2_O
Jahnsite-(CaMnFe),Fe,4,CaMn^2+^Fe^2+^_2_Fe^3+^_2_(P^5+^O_4_)_4_(OH)_2_·8H_2_O
Jahnsite-(CaMnFe),H,18,CaMn^2+^Fe^2+^_2_Fe^3+^_2_(P^5+^O_4_)_4_(OH)_2_·8H_2_O
Jahnsite-(CaMnFe),Mn,1,CaMn^2+^Fe^2+^_2_Fe^3+^_2_(P^5+^O_4_)_4_(OH)_2_·8H_2_O
Jahnsite-(CaMnFe),O,26,CaMn^2+^Fe^2+^_2_Fe^3+^_2_(P^5+^O_4_)_4_(OH)_2_·8H_2_O
Jahnsite-(CaMnFe),P,4,CaMn^2+^Fe^2+^_2_Fe^3+^_2_(P^5+^O_4_)_4_(OH)_2_·8H_2_O
Jahnsite-(CaMnMg),Ca,1,CaMn^2+^Mg_2_Fe^3+^_2_(P^5+^O_4_)_4_(OH)_2_·8H_2_O
Jahnsite-(CaMnMg),Fe,2,CaMn^2+^Mg_2_Fe^3+^_2_(P^5+^O_4_)_4_(OH)_2_·8H_2_O
Jahnsite-(CaMnMg),H,18,CaMn^2+^Mg_2_Fe^3+^_2_(P^5+^O_4_)_4_(OH)_2_·8H_2_O
Jahnsite-(CaMnMg),Mg,2,CaMn^2+^Mg_2_Fe^3+^_2_(P^5+^O_4_)_4_(OH)_2_·8H_2_O
Jahnsite-(CaMnMg),Mn,1,CaMn^2+^Mg_2_Fe^3+^_2_(P^5+^O_4_)_4_(OH)_2_·8H_2_O
Jahnsite-(CaMnMg),O,26,CaMn^2+^Mg_2_Fe^3+^_2_(P^5+^O_4_)_4_(OH)_2_·8H_2_O
Jahnsite-(CaMnMg),P,4,CaMn^2+^Mg_2_Fe^3+^_2_(P^5+^O_4_)_4_(OH)_2_·8H_2_O
Jahnsite-(CaMnMn),Ca,1,CaMn^2+^Mn^2+^_2_Fe^3+^_2_(P^5+^O_4_)_4_(OH)_2_·8H_2_O
Jahnsite-(CaMnMn),Fe,2,CaMn^2+^Mn^2+^_2_Fe^3+^_2_(P^5+^O_4_)_4_(OH)_2_·8H_2_O
Jahnsite-(CaMnMn),H,18,CaMn^2+^Mn^2+^_2_Fe^3+^_2_(P^5+^O_4_)_4_(OH)_2_·8H_2_O
Jahnsite-(CaMnMn),Mn,3,CaMn^2+^Mn^2+^_2_Fe^3+^_2_(P^5+^O_4_)_4_(OH)_2_·8H_2_O
Jahnsite-(CaMnMn),O,26,CaMn^2+^Mn^2+^_2_Fe^3+^_2_(P^5+^O_4_)_4_(OH)_2_·8H_2_O
Jahnsite-(CaMnMn),P,4,CaMn^2+^Mn^2+^_2_Fe^3+^_2_(P^5+^O_4_)_4_(OH)_2_·8H_2_O
Jahnsite-(MnMnFe),Fe,4,Mn^2+^Mn^2+^Fe^2+^_2_Fe^3+^_2_(PO_4_)_4_(OH)_2_·8H_2_O
Jahnsite-(MnMnFe),H,18,Mn^2+^Mn^2+^Fe^2+^_2_Fe^3+^_2_(PO_4_)_4_(OH)_2_·8H_2_O
Jahnsite-(MnMnFe),Mn,2,Mn^2+^Mn^2+^Fe^2+^_2_Fe^3+^_2_(PO_4_)_4_(OH)_2_·8H_2_O
Jahnsite-(MnMnFe),O,26,Mn^2+^Mn^2+^Fe^2+^_2_Fe^3+^_2_(PO_4_)_4_(OH)_2_·8H_2_O
Jahnsite-(MnMnFe),P,4,Mn^2+^Mn^2+^Fe^2+^_2_Fe^3+^_2_(PO_4_)_4_(OH)_2_·8H_2_O
Jahnsite-(MnMnMg),Fe,2,Mn^2+^Mn^2+^Mg_2_Fe^3+^_2_(PO_4_)_4_(OH)_2_·8H_2_O
Jahnsite-(MnMnMg),H,18,Mn^2+^Mn^2+^Mg_2_Fe^3+^_2_(PO_4_)_4_(OH)_2_·8H_2_O
Jahnsite-(MnMnMg),Mg,2,Mn^2+^Mn^2+^Mg_2_Fe^3+^_2_(PO_4_)_4_(OH)_2_·8H_2_O
Jahnsite-(MnMnMg),Mn,2,Mn^2+^Mn^2+^Mg_2_Fe^3+^_2_(PO_4_)_4_(OH)_2_·8H_2_O
Jahnsite-(MnMnMg),O,26,Mn^2+^Mn^2+^Mg_2_Fe^3+^_2_(PO_4_)_4_(OH)_2_·8H_2_O
Jahnsite-(MnMnMg),P,4,Mn^2+^Mn^2+^Mg_2_Fe^3+^_2_(PO_4_)_4_(OH)_2_·8H_2_O
Jahnsite-(MnMnMn),Fe,2,Mn^2+^Mn^2+^Mn^2+^_2_Fe^3+^_2_(P^5+^O_4_)_4_(OH)_2_·8H_2_O
Jahnsite-(MnMnMn),H,18,Mn^2+^Mn^2+^Mn^2+^_2_Fe^3+^_2_(P^5+^O_4_)_4_(OH)_2_·8H_2_O
Jahnsite-(MnMnMn),Mn,4,Mn^2+^Mn^2+^Mn^2+^_2_Fe^3+^_2_(P^5+^O_4_)_4_(OH)_2_·8H_2_O
Jahnsite-(MnMnMn),O,26,Mn^2+^Mn^2+^Mn^2+^_2_Fe^3+^_2_(P^5+^O_4_)_4_(OH)_2_·8H_2_O
Jahnsite-(MnMnMn),P,4,Mn^2+^Mn^2+^Mn^2+^_2_Fe^3+^_2_(P^5+^O_4_)_4_(OH)_2_·8H_2_O
Jahnsite-(NaFeMg),Fe,3,NaFe^3+^Mg_2_Fe^3+^_2_(P^5+^O_4_)_4_(OH)_2_·8H_2_O
Jahnsite-(NaFeMg),H,18,NaFe^3+^Mg_2_Fe^3+^_2_(P^5+^O_4_)_4_(OH)_2_·8H_2_O
Jahnsite-(NaFeMg),Mg,2,NaFe^3+^Mg_2_Fe^3+^_2_(P^5+^O_4_)_4_(OH)_2_·8H_2_O
Jahnsite-(NaFeMg),Na,1,NaFe^3+^Mg_2_Fe^3+^_2_(P^5+^O_4_)_4_(OH)_2_·8H_2_O
Jahnsite-(NaFeMg),O,26,NaFe^3+^Mg_2_Fe^3+^_2_(P^5+^O_4_)_4_(OH)_2_·8H_2_O
Jahnsite-(NaFeMg),P,4,NaFe^3+^Mg_2_Fe^3+^_2_(P^5+^O_4_)_4_(OH)_2_·8H_2_O
Jahnsite-(NaMnMg),Ca,0.5,"(Na,Ca)(Mn^2+^,Fe^3+^)(Mg,Fe^3+^)_2_Fe^3+^_2_(PO_4_)_4_(OH)_2_(H_2_O)_8_"
Jahnsite-(NaMnMg),Fe,3.5,"(Na,Ca)(Mn^2+^,Fe^3+^)(Mg,Fe^3+^)_2_Fe^3+^_2_(PO_4_)_4_(OH)_2_(H_2_O)_8_"
Jahnsite-(NaMnMg),H,18,"(Na,Ca)(Mn^2+^,Fe^3+^)(Mg,Fe^3+^)_2_Fe^3+^_2_(PO_4_)_4_(OH)_2_(H_2_O)_8_"
Jahnsite-(NaMnMg),Mg,1,"(Na,Ca)(Mn^2+^,Fe^3+^)(Mg,Fe^3+^)_2_Fe^3+^_2_(PO_4_)_4_(OH)_2_(H_2_O)_8_"
Jahnsite-(NaMnMg),Mn,0.5,"(Na,Ca)(Mn^2+^,Fe^3+^)(Mg,Fe^3+^)_2_Fe^3+^_2_(PO_4_)_4_(OH)_2_(H_2_O)_8_"
Jahnsite-(NaMnMg),Na,0.5,"(Na,Ca)(Mn^2+^,Fe^3+^)(Mg,Fe^3+^)_2_Fe^3+^_2_(PO_4_)_4_(OH)_2_(H_2_O)_8_"
Jahnsite-(NaMnMg),O,26,"(Na,Ca)(Mn^2+^,Fe^3+^)(Mg,Fe^3+^)_2_Fe^3+^_2_(PO_4_)_4_(OH)_2_(H_2_O)_8_"
Jahnsite-(NaMnMg),P,4,"(Na,Ca)(Mn^2+^,Fe^3+^)(Mg,Fe^3+^)_2_Fe^3+^_2_(PO_4_)_4_(OH)_2_(H_2_O)_8_"
Jaipurite,Co,1,CoS
Jaipurite,S,1,CoS
Jakobssonite,Al,1,CaAlF_5_
Jakobssonite,Ca,1,CaAlF_5_
Jakobssonite,F,5,CaAlF_5_
Jalpaite,Ag,3,Ag^1+^_3_Cu^1+^S^2-^_2_
Jalpaite,Cu,1,Ag^1+^_3_Cu^1+^S^2-^_2_
Jalpaite,S,2,Ag^1+^_3_Cu^1+^S^2-^_2_
Jamesite,As,4,"Pb^2+^_2_Zn^2+^Fe^3+^_2_(Fe^3+^,Zn^2+^)_4_(As^5+^O_4_)_4_(OH)_8_(OH,O)_2_"
Jamesite,Fe,4,"Pb^2+^_2_Zn^2+^Fe^3+^_2_(Fe^3+^,Zn^2+^)_4_(As^5+^O_4_)_4_(OH)_8_(OH,O)_2_"
Jamesite,H,8.5,"Pb^2+^_2_Zn^2+^Fe^3+^_2_(Fe^3+^,Zn^2+^)_4_(As^5+^O_4_)_4_(OH)_8_(OH,O)_2_"
Jamesite,O,25.5,"Pb^2+^_2_Zn^2+^Fe^3+^_2_(Fe^3+^,Zn^2+^)_4_(As^5+^O_4_)_4_(OH)_8_(OH,O)_2_"
Jamesite,Pb,2,"Pb^2+^_2_Zn^2+^Fe^3+^_2_(Fe^3+^,Zn^2+^)_4_(As^5+^O_4_)_4_(OH)_8_(OH,O)_2_"
Jamesite,Zn,3,"Pb^2+^_2_Zn^2+^Fe^3+^_2_(Fe^3+^,Zn^2+^)_4_(As^5+^O_4_)_4_(OH)_8_(OH,O)_2_"
Jamesonite,Fe,1,Pb^2+^_4_Fe^2+^Sb^3+^_6_S^2-^_14_
Jamesonite,Pb,4,Pb^2+^_4_Fe^2+^Sb^3+^_6_S^2-^_14_
Jamesonite,S,14,Pb^2+^_4_Fe^2+^Sb^3+^_6_S^2-^_14_
Jamesonite,Sb,6,Pb^2+^_4_Fe^2+^Sb^3+^_6_S^2-^_14_
Janchevite,Cl,2,Pb^2+^_7_V^5+^(O_8.5_[box]_0.5_)Cl_2_
Janchevite,O,8.5,Pb^2+^_7_V^5+^(O_8.5_[box]_0.5_)Cl_2_
Janchevite,Pb,7,Pb^2+^_7_V^5+^(O_8.5_[box]_0.5_)Cl_2_
Janchevite,V,1,Pb^2+^_7_V^5+^(O_8.5_[box]_0.5_)Cl_2_
Janggunite,Fe,2,"(Mn^4+^,Mn^2+^,Fe^3+^)_6_O_8_(OH)_6_"
Janggunite,H,6,"(Mn^4+^,Mn^2+^,Fe^3+^)_6_O_8_(OH)_6_"
Janggunite,Mn,4,"(Mn^4+^,Mn^2+^,Fe^3+^)_6_O_8_(OH)_6_"
Janggunite,O,14,"(Mn^4+^,Mn^2+^,Fe^3+^)_6_O_8_(OH)_6_"
Janhaugite,F,1.33333333333333,"Na_3_Mn^2+^_3_Ti^4+^_2_(Si_2_O_7_)_2_(O,OH,F)_4_"
Janhaugite,H,0.666666666666668,"Na_3_Mn^2+^_3_Ti^4+^_2_(Si_2_O_7_)_2_(O,OH,F)_4_"
Janhaugite,Mn,3,"Na_3_Mn^2+^_3_Ti^4+^_2_(Si_2_O_7_)_2_(O,OH,F)_4_"
Janhaugite,Na,3,"Na_3_Mn^2+^_3_Ti^4+^_2_(Si_2_O_7_)_2_(O,OH,F)_4_"
Janhaugite,O,15.999999999999998,"Na_3_Mn^2+^_3_Ti^4+^_2_(Si_2_O_7_)_2_(O,OH,F)_4_"
Janhaugite,Si,4,"Na_3_Mn^2+^_3_Ti^4+^_2_(Si_2_O_7_)_2_(O,OH,F)_4_"
Janhaugite,Ti,2,"Na_3_Mn^2+^_3_Ti^4+^_2_(Si_2_O_7_)_2_(O,OH,F)_4_"
Jankovicite,As,2,"Tl_5_Sb_9_(As,Sb)_4_S_22_"
Jankovicite,S,22,"Tl_5_Sb_9_(As,Sb)_4_S_22_"
Jankovicite,Sb,11,"Tl_5_Sb_9_(As,Sb)_4_S_22_"
Jankovicite,Tl,5,"Tl_5_Sb_9_(As,Sb)_4_S_22_"
Jarlite,Al,12,"Na_2_(Sr,Na)_14_(Mg,[box])_2_Al_12_F_64_(OH)_4__"
Jarlite,F,64,"Na_2_(Sr,Na)_14_(Mg,[box])_2_Al_12_F_64_(OH)_4__"
Jarlite,H,4,"Na_2_(Sr,Na)_14_(Mg,[box])_2_Al_12_F_64_(OH)_4__"
Jarlite,Mg,2,"Na_2_(Sr,Na)_14_(Mg,[box])_2_Al_12_F_64_(OH)_4__"
Jarlite,Na,9,"Na_2_(Sr,Na)_14_(Mg,[box])_2_Al_12_F_64_(OH)_4__"
Jarlite,O,4,"Na_2_(Sr,Na)_14_(Mg,[box])_2_Al_12_F_64_(OH)_4__"
Jarlite,Sr,7,"Na_2_(Sr,Na)_14_(Mg,[box])_2_Al_12_F_64_(OH)_4__"
Jarosewichite,As,1,Mn^3+^Mn^2+^_3_As^5+^O_4_(OH)_6_
Jarosewichite,H,6,Mn^3+^Mn^2+^_3_As^5+^O_4_(OH)_6_
Jarosewichite,Mn,4,Mn^3+^Mn^2+^_3_As^5+^O_4_(OH)_6_
Jarosewichite,O,10,Mn^3+^Mn^2+^_3_As^5+^O_4_(OH)_6_
Jarosite,Fe,3,KFe^3+^_3_(S^6+^O_4_)_2_(OH)_6_
Jarosite,H,6,KFe^3+^_3_(S^6+^O_4_)_2_(OH)_6_
Jarosite,K,1,KFe^3+^_3_(S^6+^O_4_)_2_(OH)_6_
Jarosite,O,14,KFe^3+^_3_(S^6+^O_4_)_2_(OH)_6_
Jarosite,S,2,KFe^3+^_3_(S^6+^O_4_)_2_(OH)_6_
Jaskolskiite,Bi,0.5,"Cu_0.15_Pb_2.15_(Sb,Bi)_1.85_S_5_"
Jaskolskiite,Cu,0.15,"Cu_0.15_Pb_2.15_(Sb,Bi)_1.85_S_5_"
Jaskolskiite,Pb,2.15,"Cu_0.15_Pb_2.15_(Sb,Bi)_1.85_S_5_"
Jaskolskiite,S,5,"Cu_0.15_Pb_2.15_(Sb,Bi)_1.85_S_5_"
Jaskolskiite,Sb,0.5,"Cu_0.15_Pb_2.15_(Sb,Bi)_1.85_S_5_"
Jasmundite,Ca,11,Ca_11_O_2_(SiO_4_)_4_S^2-^
Jasmundite,O,18,Ca_11_O_2_(SiO_4_)_4_S^2-^
Jasmundite,S,1,Ca_11_O_2_(SiO_4_)_4_S^2-^
Jasmundite,Si,4,Ca_11_O_2_(SiO_4_)_4_S^2-^
Jasrouxite,Ag,16,Ag_16_Pb_4_(Sb_25_As_15_)S_72_
Jasrouxite,As,15,Ag_16_Pb_4_(Sb_25_As_15_)S_72_
Jasrouxite,Pb,4,Ag_16_Pb_4_(Sb_25_As_15_)S_72_
Jasrouxite,S,72,Ag_16_Pb_4_(Sb_25_As_15_)S_72_
Jasrouxite,Sb,25,Ag_16_Pb_4_(Sb_25_As_15_)S_72_
Jaszczakite,Au,1,[Bi_3_S_3_][AuS_2_]
Jaszczakite,Bi,3,[Bi_3_S_3_][AuS_2_]
Jaszczakite,S,5,[Bi_3_S_3_][AuS_2_]
Jeanbandyite,Fe,1,Fe^3+^Sn^4+^(OH)_5_O
Jeanbandyite,H,5,Fe^3+^Sn^4+^(OH)_5_O
Jeanbandyite,O,6,Fe^3+^Sn^4+^(OH)_5_O
Jeanbandyite,Sn,1,Fe^3+^Sn^4+^(OH)_5_O
Jeankempite,As,4,Ca_5_(As^5+^O_4_)_2_(As^5+^O_3_OH)_2_(H_2_O)_7_
Jeankempite,Ca,5,Ca_5_(As^5+^O_4_)_2_(As^5+^O_3_OH)_2_(H_2_O)_7_
Jeankempite,H,16,Ca_5_(As^5+^O_4_)_2_(As^5+^O_3_OH)_2_(H_2_O)_7_
Jeankempite,O,23,Ca_5_(As^5+^O_4_)_2_(As^5+^O_3_OH)_2_(H_2_O)_7_
Jedwabite,Fe,7,Fe_7_Ta_3_
Jedwabite,Ta,3,Fe_7_Ta_3_
Jeffreyite,Al,0.5,"(Ca,Na)_2_(Be,Al)Si_2_(O,OH)_7_"
Jeffreyite,Be,0.5,"(Ca,Na)_2_(Be,Al)Si_2_(O,OH)_7_"
Jeffreyite,Ca,1,"(Ca,Na)_2_(Be,Al)Si_2_(O,OH)_7_"
Jeffreyite,H,1.75,"(Ca,Na)_2_(Be,Al)Si_2_(O,OH)_7_"
Jeffreyite,Na,1,"(Ca,Na)_2_(Be,Al)Si_2_(O,OH)_7_"
Jeffreyite,O,5.25,"(Ca,Na)_2_(Be,Al)Si_2_(O,OH)_7_"
Jeffreyite,Si,2,"(Ca,Na)_2_(Be,Al)Si_2_(O,OH)_7_"
Jennite,Ca,9,Ca_9_(Si_3_O_9_)_2_(OH)_6_·8H_2_O
Jennite,H,22,Ca_9_(Si_3_O_9_)_2_(OH)_6_·8H_2_O
Jennite,O,32,Ca_9_(Si_3_O_9_)_2_(OH)_6_·8H_2_O
Jennite,Si,6,Ca_9_(Si_3_O_9_)_2_(OH)_6_·8H_2_O
Jensenite,Cu,3,Cu^2+^_3_Te^6+^O_6_·2H_2_O
Jensenite,H,4,Cu^2+^_3_Te^6+^O_6_·2H_2_O
Jensenite,O,8,Cu^2+^_3_Te^6+^O_6_·2H_2_O
Jensenite,Te,1,Cu^2+^_3_Te^6+^O_6_·2H_2_O
Jentschite,As,2,PbTlAs_2_SbS_6_
Jentschite,Pb,1,PbTlAs_2_SbS_6_
Jentschite,S,6,PbTlAs_2_SbS_6_
Jentschite,Sb,1,PbTlAs_2_SbS_6_
Jentschite,Tl,1,PbTlAs_2_SbS_6_
Jeppeite,Ba,1,"(K,Ba)_2_(Ti^4+^,Fe^3+^)_6_O_13_"
Jeppeite,Fe,3,"(K,Ba)_2_(Ti^4+^,Fe^3+^)_6_O_13_"
Jeppeite,K,1,"(K,Ba)_2_(Ti^4+^,Fe^3+^)_6_O_13_"
Jeppeite,O,13,"(K,Ba)_2_(Ti^4+^,Fe^3+^)_6_O_13_"
Jeppeite,Ti,3,"(K,Ba)_2_(Ti^4+^,Fe^3+^)_6_O_13_"
Jeremejevite,Al,6,Al_6_(BO_3_)_5_F_3_
Jeremejevite,B,5,Al_6_(BO_3_)_5_F_3_
Jeremejevite,F,3,Al_6_(BO_3_)_5_F_3_
Jeremejevite,O,15,Al_6_(BO_3_)_5_F_3_
Jerrygibbsite,H,2,Mn^2+^_9_(SiO_4_)_4_(OH)_2_
Jerrygibbsite,Mn,9,Mn^2+^_9_(SiO_4_)_4_(OH)_2_
Jerrygibbsite,O,18,Mn^2+^_9_(SiO_4_)_4_(OH)_2_
Jerrygibbsite,Si,4,Mn^2+^_9_(SiO_4_)_4_(OH)_2_
Jervisite,Na,1,NaSc^3+^Si_2_O_6_
Jervisite,O,6,NaSc^3+^Si_2_O_6_
Jervisite,Sc,1,NaSc^3+^Si_2_O_6_
Jervisite,Si,2,NaSc^3+^Si_2_O_6_
Jezekite,C,3,Na_8_(U^6+^O_2_)(C^4+^O_3_)_3_(S^6+^O_4_)_2_·3H_2_O
