mineral_name,element,count
Eakerite,Al,2
Eakerite,Ca,2
Eakerite,H,6
Eakerite,O,22
Eakerite,Si,6
Eakerite,Sn,1
Earlandite,C,12
Earlandite,Ca,3
Earlandite,H,18
Earlandite,O,18
Earlshannonite,Fe,2
Earlshannonite,H,10
Earlshannonite,Mn,1
Earlshannonite,O,14
Earlshannonite,P,2
Eastonite,Al,3
Eastonite,H,2
Eastonite,K,1
Eastonite,Mg,2
Eastonite,O,12
Eastonite,Si,2
Ecandrewsite,O,3
Ecandrewsite,Ti,1
Ecandrewsite,Zn,1
Ecdemite,As,2
Ecdemite,Cl,4
Ecdemite,O,7
Ecdemite,Pb,6
Eckerite,Ag,2
Eckerite,As,1
Eckerite,Cu,1
Eckerite,S,3
Eckermannite,Al,1
Eckermannite,H,2
Eckermannite,Mg,4
Eckermannite,Na,3
Eckermannite,O,24
Eckermannite,Si,8
Eckhardite,Ca,0.5
Eckhardite,Cu,1
Eckhardite,H,2
Eckhardite,O,6
Eckhardite,Pb,0.5
Eckhardite,Te,1
Eclarite,Bi,12
Eclarite,Cu,0.5
Eclarite,Fe,0.5
Eclarite,Pb,9
Eclarite,S,28
Ecrinsite,Ag,1
Ecrinsite,As,11
Ecrinsite,Pb,4
Ecrinsite,S,36
Ecrinsite,Sb,9
Ecrinsite,Tl,3
Eddavidite,Br,2
Eddavidite,Cu,12
Eddavidite,O,15
Eddavidite,Pb,2
Edenharterite,As,3
Edenharterite,Pb,1
Edenharterite,S,6
Edenharterite,Tl,1
Edenite,Al,1
Edenite,Ca,2
Edenite,H,2
Edenite,Mg,5
Edenite,Na,1
Edenite,O,24
Edenite,Si,7
Edgarbaileyite,Hg,6
Edgarbaileyite,O,7
Edgarbaileyite,Si,2
Edgarite,Fe,1
Edgarite,Nb,3
Edgarite,S,6
Edgrewite,Ca,9
Edgrewite,F,2
Edgrewite,O,16
Edgrewite,Si,4
Edingtonite,Al,2
Edingtonite,Ba,1
Edingtonite,H,8
Edingtonite,O,14
Edingtonite,Si,3
Edoylerite,Cr,1
Edoylerite,Hg,3
Edoylerite,O,4
Edoylerite,S,2
Edtollite,As,4
Edtollite,Cu,5
Edtollite,Fe,1
Edtollite,K,2
Edtollite,Na,1
Edtollite,O,18
Edwardsite,Cd,2
Edwardsite,Cu,3
Edwardsite,H,14
Edwardsite,O,18
Edwardsite,S,2
Effenbergerite,Ba,1
Effenbergerite,Cu,1
Effenbergerite,O,10
Effenbergerite,Si,4
Efremovite,H,8
Efremovite,Mg,2
Efremovite,N,2
Efremovite,O,12
Efremovite,S,3
Eglestonite,Cl,3
Eglestonite,H,1
Eglestonite,Hg,6
Eglestonite,O,2
Ehrleite,Be,1
Ehrleite,Ca,2
Ehrleite,H,9
Ehrleite,O,16
Ehrleite,P,3
Ehrleite,Zn,1
Eifelite,K,1
Eifelite,Mg,4
Eifelite,Na,3
Eifelite,O,30
Eifelite,Si,12
Eirikite,Al,3
Eirikite,Be,2
Eirikite,F,2
Eirikite,K,1
Eirikite,Na,6
Eirikite,O,39
Eirikite,Si,15
Eitelite,C,2
Eitelite,Mg,1
Eitelite,Na,2
Eitelite,O,6
Ekanite,Ca,2
Ekanite,O,20
Ekanite,Si,8
Ekanite,Th,1
Ekaterinite,B,4
Ekaterinite,Ca,2
Ekaterinite,Cl,2
Ekaterinite,H,4
Ekaterinite,O,9
Ekatite,As,6.25
Ekatite,Fe,6
Ekatite,H,6.166666666666667
Ekatite,O,24.916666666666668
Ekatite,Zn,6
Ekebergite,Fe,1
Ekebergite,Nb,2
Ekebergite,O,8
Ekebergite,Th,1
Elasmochloite,Bi,1
Elasmochloite,Cu,6
Elasmochloite,Na,3
Elasmochloite,O,24
Elasmochloite,S,5
Elbaite,Al,7.5
Elbaite,B,3
Elbaite,H,4
Elbaite,Li,1.5
Elbaite,Na,1
Elbaite,O,31
Elbaite,Si,6
Elbrusite,Ca,3
Elbrusite,Fe,3
Elbrusite,O,12
Elbrusite,U,0.5
Elbrusite,Zr,1.5
Eldragonite,Bi,1
Eldragonite,Cu,6
Eldragonite,Se,6
Eleomelanite,Cu,4
Eleomelanite,K,2
Eleomelanite,O,18
Eleomelanite,Pb,1
Eleomelanite,S,4
Eleonorite,Fe,6
Eleonorite,H,16
Eleonorite,O,27
Eleonorite,P,4
Eliseevite,H,5.5
Eliseevite,Li,1
Eliseevite,Na,1.5
Eliseevite,O,16
Eliseevite,Si,4
Eliseevite,Ti,2
Ellenbergerite,Al,3
Ellenbergerite,H,10
Ellenbergerite,Mg,9.666666666666666
Ellenbergerite,O,38
Ellenbergerite,Si,8
Ellenbergerite,Ti,0.666666666666666
Ellenbergerite,Zr,0.666666666666666
Ellingsenite,Ca,6
Ellingsenite,H,25
Ellingsenite,Na,5
Ellingsenite,O,57
Ellingsenite,Si,18
Ellisite,As,1
Ellisite,S,3
Ellisite,Tl,3
Elpasolite,Al,1
Elpasolite,F,6
Elpasolite,K,2
Elpasolite,Na,1
Elpidite,H,6
Elpidite,Na,2
Elpidite,O,18
Elpidite,Si,6
Elpidite,Zr,1
Eltyubyuite,Ca,12
Eltyubyuite,Cl,6
Eltyubyuite,Fe,10
Eltyubyuite,O,32
Eltyubyuite,Si,4
Elyite,Cu,1
Elyite,H,6
Elyite,O,11
Elyite,Pb,4
Elyite,S,1
Embreyite,Cr,2
Embreyite,H,2
Embreyite,O,17
Embreyite,P,2
Embreyite,Pb,5
Emeleusite,Fe,1
Emeleusite,Li,1
Emeleusite,Na,2
Emeleusite,O,15
Emeleusite,Si,6
Emilite,Bi,21.3
Emilite,Cu,10.7
Emilite,Pb,10.7
Emilite,S,48
Emmerichite,Ba,2
Emmerichite,F,2
Emmerichite,Fe,1
Emmerichite,Na,3
Emmerichite,O,16
Emmerichite,Si,4
Emmerichite,Ti,2
Emmonsite,Fe,2
Emmonsite,H,4
Emmonsite,O,11
Emmonsite,Te,3
Emplectite,Bi,1
Emplectite,Cu,1
Emplectite,S,2
Empressite,Ag,1
Empressite,Te,1
Enargite,As,1
Enargite,Cu,3
Enargite,S,4
Engelhauptite,Cl,1
Engelhauptite,Cu,3
Engelhauptite,H,2
Engelhauptite,K,1
Engelhauptite,O,9
Engelhauptite,V,2
Englishite,Al,15
Englishite,Ca,10
Englishite,H,59
Englishite,K,3
Englishite,Na,2
Englishite,O,117
Englishite,P,21
Enneasartorite,As,70
Enneasartorite,Pb,32
Enneasartorite,S,140
Enneasartorite,Tl,6
Enstatite,Mg,2
Enstatite,O,6
Enstatite,Si,2
Eosphorite,Al,1
Eosphorite,H,4
Eosphorite,Mn,1
Eosphorite,O,7
Eosphorite,P,1
Ephesite,Al,4
Ephesite,H,2
Ephesite,Li,1
Ephesite,Na,1
Ephesite,O,12
Ephesite,Si,2
Epididymite,Be,2
Epididymite,H,2
Epididymite,Na,2
Epididymite,O,16
Epididymite,Si,6
Epidote,Al,2
Epidote,Ca,2
Epidote,Fe,1
Epidote,H,1
Epidote,O,13
Epidote,Si,3
Epidote-(Sr),Al,2
Epidote-(Sr),Ca,1
Epidote-(Sr),Fe,1
Epidote-(Sr),H,1
Epidote-(Sr),O,13
Epidote-(Sr),Si,3
Epidote-(Sr),Sr,1
Epistilbite,Al,6
Epistilbite,Ca,3
Epistilbite,H,32
Epistilbite,O,64
Epistilbite,Si,18
Epistolite,H,10
Epistolite,Na,4
Epistolite,Nb,2
Epistolite,O,22
Epistolite,Si,4
Epistolite,Ti,1
Epsomite,H,14
Epsomite,Mg,1
Epsomite,O,11
Epsomite,S,1
Ercitite,H,5
Ercitite,Mn,1
Ercitite,Na,1
Ercitite,O,7
Ercitite,P,1
Erdite,Fe,1
Erdite,H,4
Erdite,Na,1
Erdite,O,2
Erdite,S,2
Ericlaxmanite,As,2
Ericlaxmanite,Cu,4
Ericlaxmanite,O,9
Ericssonite,Ba,1
Ericssonite,Fe,1
Ericssonite,H,1
Ericssonite,Mn,2
Ericssonite,O,9
Ericssonite,Si,2
Erikapohlite,As,3
Erikapohlite,Ca,1
Erikapohlite,Cu,1.5
Erikapohlite,H,2
Erikapohlite,O,13
Erikapohlite,Zn,2
Erikjonssonite,As,1
Erikjonssonite,Cl,9
Erikjonssonite,Mo,1
Erikjonssonite,O,37
Erikjonssonite,Pb,32
Erikjonssonite,Si,1
Erikjonssonite,V,1
Eringaite,Ca,3
Eringaite,O,12
Eringaite,Sc,2
Eringaite,Si,3
Eriochalcite,Cl,2
Eriochalcite,Cu,1
Eriochalcite,H,4
Eriochalcite,O,2
Erionite-Ca,Al,10
Erionite-Ca,Ca,5
Erionite-Ca,H,60
Erionite-Ca,O,102
Erionite-Ca,Si,26
Erionite-K,Al,10
Erionite-K,H,60
Erionite-K,K,10
Erionite-K,O,102
Erionite-K,Si,26
Erionite-Na,Al,10
Erionite-Na,H,60
Erionite-Na,Na,10
Erionite-Na,O,102
Erionite-Na,Si,26
Erlichmanite,Os,1
Erlichmanite,S,2
Ernienickelite,H,6
Ernienickelite,Mn,3
Ernienickelite,Ni,1
Ernienickelite,O,10
Erniggliite,As,2
Erniggliite,S,6
Erniggliite,Sn,1
Erniggliite,Tl,2
Ernstburkeite,C,2
Ernstburkeite,H,30
Ernstburkeite,Mg,1
Ernstburkeite,O,18
Ernstburkeite,S,2
Ernstite,Al,1
Ernstite,Fe,0.5
Ernstite,H,0.5
Ernstite,Mn,0.5
Ernstite,O,5.5
Ernstite,P,1
Ershovite,Fe,0.666666666666666
Ershovite,H,9
Ershovite,K,3
Ershovite,Mn,0.666666666666666
Ershovite,Na,4
Ershovite,O,27
Ershovite,Si,8
Ershovite,Ti,0.666666666666666
Ertixiite,Na,2
Ertixiite,O,9
Ertixiite,Si,4
Erythrite,As,2
Erythrite,Co,3
Erythrite,H,16
Erythrite,O,16
Erzwiesite,Ag,8
Erzwiesite,Bi,16
Erzwiesite,Pb,12
Erzwiesite,S,40
Escheite,Ca,2
Escheite,H,27
Escheite,Mn,1
Escheite,Na,1
Escheite,O,51
Escheite,Si,12
Escheite,Ti,5
Eskebornite,Cu,1
Eskebornite,Fe,1
Eskebornite,Se,2
Eskimoite,Ag,7
Eskimoite,Bi,15
Eskimoite,Pb,10
Eskimoite,S,36
Eskolaite,Cr,2
Eskolaite,O,3
Espadaite,As,12
Espadaite,Ca,3
Espadaite,H,36
Espadaite,Mg,2
Espadaite,Na,4
Espadaite,O,55
Esperite,Ca,2
Esperite,O,12
Esperite,Pb,1
Esperite,Si,3
Esperite,Zn,3
Esquireite,Ba,1
Esquireite,H,14
Esquireite,O,20
Esquireite,Si,6
Esseneite,Al,1
Esseneite,Ca,1
Esseneite,Fe,1
Esseneite,O,6
Esseneite,Si,1
Ettringite,Al,2
Ettringite,Ca,6
Ettringite,H,66
Ettringite,O,51
Ettringite,S,3
Eucairite,Ag,1
Eucairite,Cu,1
Eucairite,Se,1
Euchlorine,Cu,3
Euchlorine,K,1
Euchlorine,Na,1
Euchlorine,O,13
Euchlorine,S,3
Euchroite,As,1
Euchroite,Cu,2
Euchroite,H,7
Euchroite,O,8
Euclase,Al,1
Euclase,Be,1
Euclase,H,1
Euclase,O,5
Euclase,Si,1
Eucryptite,Al,1
Eucryptite,Li,1
Eucryptite,O,4
Eucryptite,Si,1
Eudialyte,Ca,6
Eudialyte,Cl,1
Eudialyte,Fe,3
Eudialyte,H,1.666666666666667
Eudialyte,Na,15
Eudialyte,O,75.33333333333333
Eudialyte,Si,26
Eudialyte,Zr,3
Eudidymite,Be,2
Eudidymite,H,2
Eudidymite,Na,2
Eudidymite,O,16
Eudidymite,Si,6
Eugenite,Ag,11
Eugenite,Hg,2
Eugsterite,Ca,1
Eugsterite,H,4
Eugsterite,Na,4
Eugsterite,O,14
Eugsterite,S,3
Eulytine,Bi,4
Eulytine,O,12
Eulytine,Si,3
Eurekadumpite,As,3
Eurekadumpite,Cl,1
Eurekadumpite,Cu,8
Eurekadumpite,H,32
Eurekadumpite,O,43
Eurekadumpite,Te,2
Eurekadumpite,Zn,8
Euxenite-(Y),Ca,0.2
Euxenite-(Y),Ce,0.2
Euxenite-(Y),Nb,0.666666666666666
Euxenite-(Y),O,6
Euxenite-(Y),Ta,0.666666666666666
Euxenite-(Y),Th,0.2
Euxenite-(Y),Ti,0.666666666666666
Euxenite-(Y),U,0.2
Euxenite-(Y),Y,0.2
Evansite,Al,3
Evansite,H,22
Evansite,O,18
Evansite,P,1
Evdokimovite,H,10
Evdokimovite,O,28
Evdokimovite,S,5
Evdokimovite,Tl,4
Evdokimovite,V,3
Eveite,As,1
Eveite,H,1
Eveite,Mn,2
Eveite,O,5
Evenkite,C,23
Evenkite,H,48
Eveslogite,Ba,9.6
Eveslogite,Ca,9.6
Eveslogite,Cl,4.66666666666666
Eveslogite,F,4.66666666666666
Eveslogite,Fe,3
Eveslogite,H,14.33333333333334
Eveslogite,K,9.6
Eveslogite,Mn,3
Eveslogite,Na,9.6
Eveslogite,Nb,3
Eveslogite,O,158.33333333333334
Eveslogite,Si,48
Eveslogite,Sr,9.6
Eveslogite,Ti,3
Ewaldite,Ba,1
Ewaldite,C,2
Ewaldite,Ca,0.2
Ewaldite,Ce,0.2
Ewaldite,H,5.2
Ewaldite,K,0.2
Ewaldite,Na,0.2
Ewaldite,O,8.6
Ewaldite,Y,0.2
Eylettersite,Al,3
Eylettersite,H,6
Eylettersite,O,14
Eylettersite,P,2
Eylettersite,Th,0.75
Eyselite,Fe,1
Eyselite,Ge,3
Eyselite,H,1
Eyselite,O,8
Eztlite,Cl,1
Eztlite,Fe,3
Eztlite,O,15
Eztlite,Pb,2
Eztlite,S,1
Eztlite,Te,3
Faheyite,Be,2
Faheyite,Fe,2
Faheyite,H,12
Faheyite,Mn,1
Faheyite,O,22
Faheyite,P,4
Fahleite,As,6
Fahleite,Ca,1
Fahleite,Fe,2
Fahleite,H,28
Fahleite,O,38
Fahleite,Zn,5
Fairbankite,O,3
Fairbankite,Pb,1
Fairbankite,Te,1
Fairchildite,C,2
Fairchildite,Ca,1
Fairchildite,K,2
Fairchildite,O,6
Fairfieldite,Ca,2
Fairfieldite,H,4
Fairfieldite,Mn,1
Fairfieldite,O,10
Fairfieldite,P,2
Faizievite,Ca,6
Faizievite,F,2
Faizievite,K,2
Faizievite,Li,6
Faizievite,Na,2
Faizievite,O,66
Faizievite,Si,24
Faizievite,Ti,4
Falcondoite,H,14
Falcondoite,Ni,4
Falcondoite,O,23
Falcondoite,Si,6
Falkmanite,Pb,3
Falkmanite,S,6
Falkmanite,Sb,2
Falottaite,C,2
Falottaite,H,6
Falottaite,Mn,1
Falottaite,O,7
Falsterite,Ca,2
Falsterite,Fe,4
Falsterite,H,32
Falsterite,Mg,1
Falsterite,Mn,2
Falsterite,O,50
Falsterite,P,8
Falsterite,Zn,4
Famatinite,Cu,3
Famatinite,S,4
Famatinite,Sb,1
Fanfaniite,Al,4
Fanfaniite,Ca,4
Fanfaniite,H,28
Fanfaniite,Mn,1
Fanfaniite,O,40
Fanfaniite,P,6
Fangite,As,1
Fangite,S,4
Fangite,Tl,3
Farringtonite,Mg,3
Farringtonite,O,8
Farringtonite,P,2
Fassinaite,C,1
Fassinaite,O,6
Fassinaite,Pb,2
Fassinaite,S,2
Faujasite-Ca,Al,6
Faujasite-Ca,Ca,0.666666666666666
Faujasite-Ca,H,30
Faujasite-Ca,Mg,0.666666666666666
Faujasite-Ca,Na,0.666666666666666
Faujasite-Ca,O,39
Faujasite-Ca,Si,6
Faujasite-Mg,Al,6
Faujasite-Mg,Ca,0.5
Faujasite-Mg,H,30
Faujasite-Mg,K,0.5
Faujasite-Mg,Mg,0.5
Faujasite-Mg,Na,0.5
Faujasite-Mg,O,39
Faujasite-Mg,Si,6
Faujasite-Na,Al,6
Faujasite-Na,Ca,0.666666666666666
Faujasite-Na,H,30
Faujasite-Na,Mg,0.666666666666666
Faujasite-Na,Na,0.666666666666666
Faujasite-Na,O,39
Faujasite-Na,Si,6
Faustite,Al,6
Faustite,H,16
Faustite,O,28
Faustite,P,4
Faustite,Zn,1
Favreauite,Bi,1
Favreauite,Cu,6
Favreauite,H,3
Favreauite,O,18
Favreauite,Pb,1
Favreauite,Se,4
Fayalite,Fe,2
Fayalite,O,4
Fayalite,Si,1
Fedorite,Ca,3.5
Fedorite,F,1
Fedorite,H,7.5
Fedorite,K,1
Fedorite,Na,4.5
Fedorite,O,42
Fedorite,Si,16
Fedotovite,Cu,3
Fedotovite,K,2
Fedotovite,O,13
Fedotovite,S,3
Feinglosite,As,2
Feinglosite,H,2
Feinglosite,O,9
Feinglosite,Pb,2
Feinglosite,Zn,1
Feitknechtite,H,1
Feitknechtite,Mn,1
Feitknechtite,O,2
Feklichevite,Ca,9
Feklichevite,Cl,1.25
Feklichevite,Fe,2
Feklichevite,H,1.458333333333335
Feklichevite,Na,11
Feklichevite,Nb,1
Feklichevite,O,75.29166666666667
Feklichevite,Si,25
Feklichevite,Zr,3
Felbertalite,Bi,8
Felbertalite,Cu,2
Felbertalite,Pb,6
Felbertalite,S,19
Felsobanyaite,Al,4
Felsobanyaite,H,18
Felsobanyaite,O,18
Felsobanyaite,S,1
Fenaksite,Fe,1
Fenaksite,K,1
Fenaksite,Na,1
Fenaksite,O,10
Fenaksite,Si,4
Fencooperite,Ba,6
Fencooperite,C,2
Fencooperite,Cl,3
Fencooperite,Fe,3
Fencooperite,H,2
Fencooperite,O,30
Fencooperite,Si,8
Feodosiyite,Cl,18
Feodosiyite,Cu,11
Feodosiyite,H,40
Feodosiyite,Mg,2
Feodosiyite,O,24
Ferberite,Fe,1
Ferberite,O,4
Ferberite,W,1
Ferchromide,Cr,1.5
Ferchromide,Fe,0.2
Ferdowsiite,Ag,8
Ferdowsiite,As,3
Ferdowsiite,S,16
Ferdowsiite,Sb,5
Fergusonite-(Ce),Ce,1
Fergusonite-(Ce),H,0.6
Fergusonite-(Ce),Nb,1
Fergusonite-(Ce),O,4.3
Fergusonite-(Ce)-beta,Ce,1
Fergusonite-(Ce)-beta,Nb,1
Fergusonite-(Ce)-beta,O,4
Fergusonite-(Nd)-beta,Nb,1
Fergusonite-(Nd)-beta,Nd,1
Fergusonite-(Nd)-beta,O,4
Fergusonite-(Y),Nb,1
Fergusonite-(Y),O,4
Fergusonite-(Y),Y,1
Fergusonite-(Y)-beta,Nb,1
Fergusonite-(Y)-beta,O,4
Fergusonite-(Y)-beta,Y,1
Fermiite,H,6
Fermiite,Na,4
Fermiite,O,17
Fermiite,S,3
Fermiite,U,1
Fernandinite,Fe,2.66666666666666
Fernandinite,H,8
Fernandinite,O,24
Fernandinite,Ti,2.66666666666666
Fernandinite,V,2.66666666666666
Feroxyhyte,Fe,1
Feroxyhyte,H,1
Feroxyhyte,O,2
Ferraioloite,Al,2
Ferraioloite,Fe,2
Ferraioloite,H,44
Ferraioloite,Mg,1
Ferraioloite,Mn,4
Ferraioloite,O,56
Ferraioloite,P,8
Ferraioloite,Zn,4
Ferrarisite,As,4
Ferrarisite,Ca,5
Ferrarisite,H,20
Ferrarisite,O,25
Ferri-fluoro-katophorite,Al,1
Ferri-fluoro-katophorite,Ca,1
Ferri-fluoro-katophorite,F,2
Ferri-fluoro-katophorite,Fe,1
Ferri-fluoro-katophorite,Mg,4
Ferri-fluoro-katophorite,Na,2
Ferri-fluoro-katophorite,O,22
Ferri-fluoro-katophorite,Si,7
Ferri-fluoro-leakeite,F,2
Ferri-fluoro-leakeite,Fe,2
Ferri-fluoro-leakeite,Li,1
Ferri-fluoro-leakeite,Mg,2
Ferri-fluoro-leakeite,Na,3
Ferri-fluoro-leakeite,O,22
Ferri-fluoro-leakeite,Si,8
Ferri-ghoseite,Fe,1
Ferri-ghoseite,H,2
Ferri-ghoseite,Mg,4
Ferri-ghoseite,Mn,1
Ferri-ghoseite,Na,1
Ferri-ghoseite,O,24
Ferri-ghoseite,Si,8
Ferri-kaersutite,Al,2
Ferri-kaersutite,Ca,2
Ferri-kaersutite,Fe,1
Ferri-kaersutite,Mg,3
Ferri-kaersutite,Na,1
Ferri-kaersutite,O,24
Ferri-kaersutite,Si,6
Ferri-kaersutite,Ti,1
Ferri-katophorite,Al,1
Ferri-katophorite,Ca,1
Ferri-katophorite,Fe,1
Ferri-katophorite,H,2
Ferri-katophorite,Mg,4
Ferri-katophorite,Na,2
Ferri-katophorite,O,24
Ferri-katophorite,Si,7
Ferri-leakeite,Fe,2
Ferri-leakeite,H,2
Ferri-leakeite,Li,1
Ferri-leakeite,Mg,2
Ferri-leakeite,Na,3
Ferri-leakeite,O,24
Ferri-leakeite,Si,8
Ferri-mottanaite-(Ce),B,4
Ferri-mottanaite-(Ce),Be,1.5
Ferri-mottanaite-(Ce),Ca,4
Ferri-mottanaite-(Ce),Ce,2
Ferri-mottanaite-(Ce),Fe,1
Ferri-mottanaite-(Ce),O,24
Ferri-mottanaite-(Ce),Si,4
Ferri-obertiite,Fe,1
Ferri-obertiite,Mg,3
Ferri-obertiite,Na,3
Ferri-obertiite,O,24
Ferri-obertiite,Si,8
Ferri-obertiite,Ti,1
Ferri-pedrizite,Fe,2
Ferri-pedrizite,H,2
Ferri-pedrizite,Li,3
Ferri-pedrizite,Mg,2
Ferri-pedrizite,Na,1
Ferri-pedrizite,O,24
Ferri-pedrizite,Si,8
Ferri-winchite,Ca,1
Ferri-winchite,Fe,1
Ferri-winchite,H,2
Ferri-winchite,Mg,4
Ferri-winchite,Na,1
Ferri-winchite,O,24
Ferri-winchite,Si,8
Ferriakasakaite-(La),Al,1
Ferriakasakaite-(La),Ca,1
Ferriakasakaite-(La),Fe,1
Ferriakasakaite-(La),H,1
Ferriakasakaite-(La),La,1
Ferriakasakaite-(La),Mn,1
Ferriakasakaite-(La),O,13
Ferriakasakaite-(La),Si,3
Ferriallanite-(Ce),Al,1
Ferriallanite-(Ce),Ca,1
Ferriallanite-(Ce),Ce,1
Ferriallanite-(Ce),Fe,2
Ferriallanite-(Ce),H,1
Ferriallanite-(Ce),O,13
Ferriallanite-(Ce),Si,3
Ferriallanite-(La),Al,1
Ferriallanite-(La),Ca,1
Ferriallanite-(La),Fe,2
Ferriallanite-(La),H,1
Ferriallanite-(La),La,1
Ferriallanite-(La),O,13
Ferriallanite-(La),Si,3
Ferricopiapite,Fe,4.67
Ferricopiapite,H,42
Ferricopiapite,O,46
Ferricopiapite,S,6
Ferrierite-Mg,Al,7
Ferrierite-Mg,Ca,0.5
Ferrierite-Mg,H,36
Ferrierite-Mg,K,1
Ferrierite-Mg,Mg,2
Ferrierite-Mg,Na,1
Ferrierite-Mg,O,90
Ferrierite-Mg,Si,29
Ferrierite-Na,Al,5
Ferrierite-Na,H,36
Ferrierite-Na,K,2.5
Ferrierite-Na,Na,2.5
Ferrierite-Na,O,90
Ferrierite-Na,Si,31
Ferrihollandite,Ba,1
Ferrihollandite,Fe,2
Ferrihollandite,Mn,6
Ferrihollandite,O,16
Ferrihydrite,Fe,10
Ferrihydrite,H,2
Ferrihydrite,O,16
Ferrilotharmeyerite,As,2
Ferrilotharmeyerite,Ca,1
Ferrilotharmeyerite,Fe,1
Ferrilotharmeyerite,H,3
Ferrilotharmeyerite,O,10
Ferrilotharmeyerite,Zn,1
Ferrimolybdite,Fe,2
Ferrimolybdite,H,14
Ferrimolybdite,Mo,3
Ferrimolybdite,O,19
Ferrinatrite,Fe,1
Ferrinatrite,H,6
Ferrinatrite,Na,3
Ferrinatrite,O,15
Ferrinatrite,S,3
Ferriperboeite-(Ce),Al,2
Ferriperboeite-(Ce),Ca,1
Ferriperboeite-(Ce),Ce,3
Ferriperboeite-(Ce),Fe,2
Ferriperboeite-(Ce),H,2
Ferriperboeite-(Ce),O,22
Ferriperboeite-(Ce),Si,5
Ferripyrophyllite,Fe,1
Ferripyrophyllite,H,1
Ferripyrophyllite,O,6
Ferripyrophyllite,Si,2
Ferrirockbridgeite,Fe,4.34
Ferrirockbridgeite,H,6
Ferrirockbridgeite,O,17
Ferrirockbridgeite,P,3
Ferrisepiolite,Fe,5
Ferrisepiolite,H,12.5
Ferrisepiolite,Mg,2
Ferrisepiolite,O,22.5
Ferrisepiolite,Si,3
Ferristrunzite,Fe,3
Ferristrunzite,H,13
Ferristrunzite,O,16
Ferristrunzite,P,2
Ferrisymplesite,As,2
Ferrisymplesite,Fe,3
Ferrisymplesite,H,13
Ferrisymplesite,O,16
Ferrivauxite,Al,2
Ferrivauxite,Fe,1
Ferrivauxite,H,13
Ferrivauxite,O,16
Ferrivauxite,P,2
Ferro-actinolite,Ca,2
Ferro-actinolite,Fe,3.75
Ferro-actinolite,H,2
Ferro-actinolite,Mg,1.25
Ferro-actinolite,O,24
Ferro-actinolite,Si,8
Ferro-anthophyllite,Fe,7
Ferro-anthophyllite,H,2
Ferro-anthophyllite,O,24
Ferro-anthophyllite,Si,8
Ferro-edenite,Al,1
Ferro-edenite,Ca,2
Ferro-edenite,Fe,5
Ferro-edenite,H,2
Ferro-edenite,Na,1
Ferro-edenite,O,24
Ferro-edenite,Si,7
Ferro-ferri-fluoro-leakeite,F,2
Ferro-ferri-fluoro-leakeite,Fe,4
Ferro-ferri-fluoro-leakeite,Li,1
Ferro-ferri-fluoro-leakeite,Na,3
Ferro-ferri-fluoro-leakeite,O,22
Ferro-ferri-fluoro-leakeite,Si,8
Ferro-ferri-hornblende,Al,1
Ferro-ferri-hornblende,Ca,2
Ferro-ferri-hornblende,Fe,5
Ferro-ferri-hornblende,H,2
Ferro-ferri-hornblende,O,24
Ferro-ferri-hornblende,Si,7
Ferro-ferri-katophorite,Al,1
Ferro-ferri-katophorite,Ca,1
Ferro-ferri-katophorite,Fe,5
Ferro-ferri-katophorite,H,2
Ferro-ferri-katophorite,Na,2
Ferro-ferri-katophorite,O,24
Ferro-ferri-katophorite,Si,7
Ferro-ferri-nyboite,Al,1
Ferro-ferri-nyboite,Fe,5
Ferro-ferri-nyboite,H,2
Ferro-ferri-nyboite,Na,3
Ferro-ferri-nyboite,O,24
Ferro-ferri-nyboite,Si,7
Ferro-ferri-obertiite,Fe,4
Ferro-ferri-obertiite,Na,3
Ferro-ferri-obertiite,O,24
Ferro-ferri-obertiite,Si,8
Ferro-ferri-obertiite,Ti,1
Ferro-ferri-pedrizite,Fe,4
Ferro-ferri-pedrizite,H,2
Ferro-ferri-pedrizite,Li,3
Ferro-ferri-pedrizite,Na,1
Ferro-ferri-pedrizite,O,24
Ferro-ferri-pedrizite,Si,8
Ferro-fluoro-pedrizite,Al,2
Ferro-fluoro-pedrizite,F,2
Ferro-fluoro-pedrizite,Fe,2
Ferro-fluoro-pedrizite,Li,3
Ferro-fluoro-pedrizite,Na,1
Ferro-fluoro-pedrizite,O,22
Ferro-fluoro-pedrizite,Si,8
Ferro-gedrite,Al,4
Ferro-gedrite,Fe,5
Ferro-gedrite,H,2
Ferro-gedrite,O,24
Ferro-gedrite,Si,6
Ferro-holmquistite,Al,2
Ferro-holmquistite,Fe,3
Ferro-holmquistite,H,2
Ferro-holmquistite,Li,2
Ferro-holmquistite,O,24
Ferro-holmquistite,Si,8
Ferro-hornblende,Al,2
Ferro-hornblende,Ca,2
Ferro-hornblende,Fe,4
Ferro-hornblende,H,2
Ferro-hornblende,O,24
Ferro-hornblende,Si,7
Ferro-katophorite,Al,2
Ferro-katophorite,Ca,1
Ferro-katophorite,Fe,4
Ferro-katophorite,H,2
Ferro-katophorite,Na,2
Ferro-katophorite,O,24
Ferro-katophorite,Si,7
Ferro-pargasite,Al,3
Ferro-pargasite,Ca,2
Ferro-pargasite,Fe,4
Ferro-pargasite,H,2
Ferro-pargasite,Na,1
Ferro-pargasite,O,24
Ferro-pargasite,Si,6
Ferro-pedrizite,Al,2
Ferro-pedrizite,Fe,2
Ferro-pedrizite,H,2
Ferro-pedrizite,Li,3
Ferro-pedrizite,Na,1
