mineral_name,element,count
Ramsdellite,O,2
Rancieite,H,1.2
Rancieite,Mn,1
Rancieite,O,2.6
Rankachite,Ca,0.5
Rankachite,Fe,1
Rankachite,H,5
Rankachite,O,11
Rankachite,V,1
Rankachite,W,1
Rankamaite,Al,3.66666666666666
Rankamaite,H,7.75
Rankamaite,K,1.5
Rankamaite,Na,1.5
Rankamaite,Nb,3.66666666666666
Rankamaite,O,23.25
Rankamaite,Ta,3.66666666666666
Rankinite,Ca,3
Rankinite,O,7
Rankinite,Si,2
Ransomite,Cu,1
Ransomite,Fe,2
Ransomite,H,12
Ransomite,O,22
Ransomite,S,4
Ranunculite,Al,1
Ranunculite,H,12
Ranunculite,O,13
Ranunculite,P,1
Ranunculite,U,1
Rapidcreekite,C,1
Rapidcreekite,Ca,2
Rapidcreekite,H,8
Rapidcreekite,O,11
Rapidcreekite,S,1
Rappoldite,As,2
Rappoldite,Co,2
Rappoldite,H,4
Rappoldite,O,10
Rappoldite,Pb,1
Raslakite,Ca,3
Raslakite,Cl,0.5
Raslakite,Fe,3
Raslakite,H,2
Raslakite,Na,16.5
Raslakite,Nb,0.5
Raslakite,O,74.5
Raslakite,Si,25.5
Raslakite,Zr,4.5
Raspite,O,4
Raspite,Pb,1
Raspite,W,1
Rastsvetaevite,Ca,12
Rastsvetaevite,Cl,2
Rastsvetaevite,Fe,3
Rastsvetaevite,H,1.5
Rastsvetaevite,K,8
Rastsvetaevite,Na,27
Rastsvetaevite,O,148.5
Rastsvetaevite,Si,52
Rastsvetaevite,Zr,6
Rasvumite,Fe,2
Rasvumite,K,1
Rasvumite,S,3
Rathite-IV,As,5
Rathite-IV,Pb,3
Rathite-IV,S,10
Rauchite,As,2
Rauchite,H,20
Rauchite,Ni,1
Rauchite,O,22
Rauchite,U,2
Rauenthalite,As,2
Rauenthalite,Ca,3
Rauenthalite,H,20
Rauenthalite,O,18
Rauvite,Ca,1
Rauvite,H,32
Rauvite,O,48
Rauvite,U,2
Rauvite,V,10
Ravatite,C,14
Ravatite,H,10
Rayite,Ag,1
Rayite,Pb,8
Rayite,S,21
Rayite,Sb,8
Rayite,Tl,1
Realgar,As,1
Realgar,S,1
Rebulite,As,8
Rebulite,S,22
Rebulite,Sb,5
Rebulite,Tl,5
Rectorite,Al,8
Rectorite,Ca,0.5
Rectorite,H,8
Rectorite,Na,0.5
Rectorite,O,26
Rectorite,Si,4
Redcanyonite,H,16
Redcanyonite,Mn,1
Redcanyonite,N,2
Redcanyonite,O,24
Redcanyonite,S,2
Redcanyonite,U,4
Reddingite,H,6
Reddingite,Mn,3
Reddingite,O,11
Reddingite,P,2
Redgillite,Cu,6
Redgillite,H,12
Redgillite,O,15
Redgillite,S,1
Redledgeite,Ba,1
Redledgeite,Cr,2
Redledgeite,O,16
Redledgeite,Ti,6
Reederite-(Y),C,9
Reederite-(Y),Cl,1
Reederite-(Y),F,1
Reederite-(Y),Mn,7.5
Reederite-(Y),Na,7.5
Reederite-(Y),O,30
Reederite-(Y),S,1
Reederite-(Y),Y,2
Reedmergnerite,B,1
Reedmergnerite,Na,1
Reedmergnerite,O,8
Reedmergnerite,Si,3
Reevesite,C,1
Reevesite,Fe,2
Reevesite,H,24
Reevesite,Ni,6
Reevesite,O,23
Refikite,C,20
Refikite,H,34
Refikite,O,2
Reichenbachite,Cu,5
Reichenbachite,H,4
Reichenbachite,O,12
Reichenbachite,P,2
Reinerite,As,2
Reinerite,O,6
Reinerite,Zn,3
Reinhardbraunsite,Ca,5
Reinhardbraunsite,H,2
Reinhardbraunsite,O,10
Reinhardbraunsite,Si,2
Remondite-(Ce),C,5
Remondite-(Ce),Ca,0.999999999999999
Remondite-(Ce),Ce,0.999999999999999
Remondite-(Ce),Na,3.999999999999999
Remondite-(Ce),O,15
Remondite-(La),C,5
Remondite-(La),Ca,0.999999999999999
Remondite-(La),La,0.999999999999999
Remondite-(La),Na,3.999999999999999
Remondite-(La),O,15
Renardite,H,18
Renardite,O,27
Renardite,P,2
Renardite,Pb,1
Renardite,U,4
Rengeite,O,22
Rengeite,Si,4
Rengeite,Sr,4
Rengeite,Ti,4
Rengeite,Zr,1
Renierite,As,1
Renierite,Cu,5.5
Renierite,Fe,4
Renierite,Ge,1
Renierite,S,16
Renierite,Zn,5.5
Reppiaite,H,4
Reppiaite,Mn,5
Reppiaite,O,12
Reppiaite,V,2
Retgersite,H,12
Retgersite,Ni,1
Retgersite,O,10
Retgersite,S,1
Retzian-(Ce),As,1
Retzian-(Ce),Ce,1
Retzian-(Ce),H,4
Retzian-(Ce),Mn,2
Retzian-(Ce),O,8
Retzian-(La),As,1
Retzian-(La),H,4
Retzian-(La),La,1
Retzian-(La),Mn,2
Retzian-(La),O,8
Retzian-(Nd),As,1
Retzian-(Nd),H,4
Retzian-(Nd),Mn,2
Retzian-(Nd),Nd,1
Retzian-(Nd),O,8
Revdite,H,82
Revdite,Na,16
Revdite,O,81
Revdite,Si,16
Reynoldsite,Cr,1
Reynoldsite,Mn,2
Reynoldsite,O,9
Reynoldsite,Pb,2
Rhabdophane-(Ce),Ce,1
Rhabdophane-(Ce),H,2
Rhabdophane-(Ce),O,5
Rhabdophane-(Ce),P,1
Rhabdophane-(La),H,2
Rhabdophane-(La),La,1
Rhabdophane-(La),O,5
Rhabdophane-(La),P,1
Rhabdophane-(Nd),H,2
Rhabdophane-(Nd),Nd,1
Rhabdophane-(Nd),O,5
Rhabdophane-(Nd),P,1
Rheniite,Re,1
Rheniite,S,2
Rhodarsenide,As,1
Rhodarsenide,Rh,2
Rhodesite,Ca,2
Rhodesite,H,11
Rhodesite,K,1
Rhodesite,O,24
Rhodesite,Si,8
Rhodium,Rh,1
Rhodizite,Al,4
Rhodizite,B,11
Rhodizite,Be,5
Rhodizite,K,1
Rhodizite,O,28
Rhodochrosite,C,1
Rhodochrosite,Mn,1
Rhodochrosite,O,3
Rhodonite,Ca,1
Rhodonite,Mn,4
Rhodonite,O,15
Rhodonite,Si,5
Rhodostannite,Cu,1
Rhodostannite,Fe,0.5
Rhodostannite,S,4
Rhodostannite,Sn,1.5
Rhomboclase,Fe,1
Rhomboclase,H,9
Rhomboclase,O,12
Rhomboclase,S,2
Rhonite,Al,6
Rhonite,Ca,4
Rhonite,Fe,2
Rhonite,Mg,8
Rhonite,O,40
Rhonite,Si,6
Rhonite,Ti,2
Ribbeite,H,2
Ribbeite,Mn,5
Ribbeite,O,10
Ribbeite,Si,2
Richardsollyite,As,1
Richardsollyite,Pb,1
Richardsollyite,S,3
Richardsollyite,Tl,1
Richellite,Ca,1
Richellite,F,1
Richellite,Fe,2
Richellite,H,0.5
Richellite,O,8.5
Richellite,P,2
Richelsdorfite,As,4
Richelsdorfite,Ca,2
Richelsdorfite,Cl,1
Richelsdorfite,Cu,5
Richelsdorfite,H,18
Richelsdorfite,O,28
Richelsdorfite,Sb,1
Richterite,Ca,1
Richterite,H,2
Richterite,Mg,5
Richterite,Na,2
Richterite,O,24
Richterite,Si,8
Rickturnerite,Cl,3
Rickturnerite,H,5
Rickturnerite,Mg,1
Rickturnerite,O,9
Rickturnerite,Pb,7
Riebeckite,Fe,5
Riebeckite,H,2
Riebeckite,Na,2
Riebeckite,O,24
Riebeckite,Si,8
Rietveldite,Fe,1
Rietveldite,H,10
Rietveldite,O,15
Rietveldite,S,2
Rietveldite,U,1
Rimkorolgite,Ba,1
Rimkorolgite,H,16
Rimkorolgite,Mg,5
Rimkorolgite,O,24
Rimkorolgite,P,4
Rinkite-(Ce),Ca,4
Rinkite-(Ce),F,3
Rinkite-(Ce),Na,2
Rinkite-(Ce),O,15
Rinkite-(Ce),REE,1
Rinkite-(Ce),Si,4
Rinkite-(Ce),Ti,1
Rinkite-(Y),Ca,4
Rinkite-(Y),F,3
Rinkite-(Y),Na,2
Rinkite-(Y),O,15
Rinkite-(Y),Si,4
Rinkite-(Y),Ti,1
Rinkite-(Y),Y,1
Rinneite,Cl,6
Rinneite,Fe,1
Rinneite,K,3
Rinneite,Na,1
Riomarinaite,Bi,1
Riomarinaite,H,3
Riomarinaite,O,6
Riomarinaite,S,1
Riosecoite,As,3
Riosecoite,Ca,2
Riosecoite,H,7
Riosecoite,Mg,1
Riosecoite,O,14
Riotintoite,Al,1
Riotintoite,H,7
Riotintoite,O,8
Riotintoite,S,1
Rittmannite,Al,1
Rittmannite,Ca,0.5
Rittmannite,Fe,1.666666666666666
Rittmannite,H,18
Rittmannite,Mg,0.666666666666666
Rittmannite,Mn,2.166666666666666
Rittmannite,O,26
Rittmannite,P,4
Riversideite,Ca,5
Riversideite,H,6
Riversideite,O,20
Riversideite,Si,6
Roaldite,Fe,2
Roaldite,N,1
Roaldite,Ni,2
Robertsite,Ca,2
Robertsite,H,6
Robertsite,Mn,3
Robertsite,O,17
Robertsite,P,3
Robinsonite,Pb,4
Robinsonite,S,13
Robinsonite,Sb,6
Rockbridgeite,Fe,5
Rockbridgeite,H,5
Rockbridgeite,O,17
Rockbridgeite,P,3
Rodalquilarite,Cl,1
Rodalquilarite,Fe,2
Rodalquilarite,H,3
Rodalquilarite,O,12
Rodalquilarite,Te,4
Roeblingite,Ca,6
Roeblingite,H,10
Roeblingite,Mn,1
Roeblingite,O,32
Roeblingite,Pb,2
Roeblingite,S,2
Roeblingite,Si,6
Roedderite,K,1
Roedderite,Mg,5
Roedderite,Na,1
Roedderite,O,30
Roedderite,Si,12
Rogermitchellite,B,4
Rogermitchellite,Ba,2
Rogermitchellite,H,46
Rogermitchellite,Na,6
Rogermitchellite,O,149
Rogermitchellite,Si,39
Rogermitchellite,Sr,12
Rogermitchellite,Zr,13
Rohaite,Cu,8.7
Rohaite,K,0.666666666666666
Rohaite,Pb,0.666666666666666
Rohaite,S,4
Rohaite,Sb,2
Rohaite,Tl,0.666666666666666
Rokuhnite,Cl,2
Rokuhnite,Fe,1
Rokuhnite,H,4
Rokuhnite,O,2
Rollandite,As,2
Rollandite,Cu,3
Rollandite,H,8
Rollandite,O,12
Romanechite,Ba,1
Romanechite,H,0.666666666666668
Romanechite,Mn,5
Romanechite,O,10.333333333333334
Romanorlovite,Cl,25
Romanorlovite,Cu,9
Romanorlovite,H,8
Romanorlovite,K,11
Romanorlovite,O,6
Romarchite,O,1
Romarchite,Sn,1
Romerite,Fe,3
Romerite,H,28
Romerite,O,30
Romerite,S,4
Rondorfite,Ca,8
Rondorfite,Cl,2
Rondorfite,Mg,1
Rondorfite,O,16
Rondorfite,Si,4
Rontgenite-(Ce),C,5
Rontgenite-(Ce),Ca,2
Rontgenite-(Ce),Ce,3
Rontgenite-(Ce),F,3
Rontgenite-(Ce),O,15
Rooseveltite,As,1
Rooseveltite,Bi,1
Rooseveltite,O,4
Roquesite,Cu,1
Roquesite,In,1
Roquesite,S,2
Rorisite,Ca,1
Rorisite,Cl,1
Rorisite,F,1
Rosasite,C,1
Rosasite,Cu,1
Rosasite,H,2
Rosasite,O,5
Rosasite,Zn,1
Roscherite,Be,4
Roscherite,Ca,2
Roscherite,H,16
Roscherite,Mn,5
Roscherite,O,34
Roscherite,P,6
Roscoelite,Al,1
Roscoelite,H,2
Roscoelite,K,1
Roscoelite,O,12
Roscoelite,Si,3
Roscoelite,V,2
Roselite,As,2
Roselite,Ca,2
Roselite,Co,1
Roselite,H,4
Roselite,O,10
Roselite-beta,As,2
Roselite-beta,Ca,2
Roselite-beta,Co,1
Roselite-beta,H,4
Roselite-beta,O,10
Rosemaryite,Al,1
Rosemaryite,Fe,1
Rosemaryite,Mn,1
Rosemaryite,Na,1
Rosemaryite,O,12
Rosemaryite,P,3
Rosenbergite,Al,1
Rosenbergite,F,3
Rosenbergite,H,2
Rosenbergite,O,1
Rosenbuschite,Ca,6
Rosenbuschite,F,6
Rosenbuschite,Na,6
Rosenbuschite,O,30
Rosenbuschite,Si,8
Rosenbuschite,Ti,1
Rosenbuschite,Zr,3
Rosiaite,O,6
Rosiaite,Pb,1
Rosiaite,Sb,2
Rosickyite,S,1
Rossite,Ca,1
Rossite,H,8
Rossite,O,10
Rossite,V,2
Rosslerite,As,1
Rosslerite,H,15
Rosslerite,Mg,1
Rosslerite,O,11
Rossmanite,Al,8
Rossmanite,B,3
Rossmanite,H,4
Rossmanite,Li,1
Rossmanite,O,31
Rossmanite,Si,6
Rostite,Al,1
Rostite,H,11
Rostite,O,10
Rostite,S,1
Rouaite,Cu,2
Rouaite,H,3
Rouaite,N,1
Rouaite,O,6
Roubaultite,C,2
Roubaultite,Cu,2
Roubaultite,H,10
Roubaultite,O,20
Roubaultite,U,3
Rouseite,As,2
Rouseite,H,4
Rouseite,Mn,1
Rouseite,O,8
Rouseite,Pb,2
Routhierite,As,2
Routhierite,Cu,1
Routhierite,Hg,2
Routhierite,S,6
Routhierite,Tl,1
Rouvilleite,C,3
Rouvilleite,Ca,1
Rouvilleite,F,1
Rouvilleite,Mn,1
Rouvilleite,Na,3
Rouvilleite,O,9
Rouxelite,Cu,2
Rouxelite,Hg,1
Rouxelite,O,1
Rouxelite,Pb,22
Rouxelite,S,65
Rouxelite,Sb,28
Roweite,B,4
Roweite,Ca,2
Roweite,H,6
Roweite,Mn,2
Roweite,O,13
Rowlandite-(Y),F,2
Rowlandite-(Y),Fe,1
Rowlandite-(Y),O,14
Rowlandite-(Y),Si,4
Rowlandite-(Y),Y,4
Roxbyite,Cu,9
Roxbyite,S,5
Roymillerite,B,1
Roymillerite,C,10
Roymillerite,H,13
Roymillerite,Mg,9
Roymillerite,O,83
Roymillerite,Pb,24
Roymillerite,Si,11
Rozenite,Fe,1
Rozenite,H,8
Rozenite,O,8
Rozenite,S,1
Rozhdestvenskayaite,Ag,10
Rozhdestvenskayaite,S,13
Rozhdestvenskayaite,Sb,4
Rozhdestvenskayaite,Zn,2
Ruarsite,As,1
Ruarsite,Ru,1
Ruarsite,S,1
Rubicline,Al,1
Rubicline,O,8
Rubicline,Rb,1
Rubicline,Si,3
Rucklidgeite,Bi,2
Rucklidgeite,Pb,1
Rucklidgeite,Te,4
Rudabanyaite,Ag,2
Rudabanyaite,As,1
Rudabanyaite,Cl,1
Rudabanyaite,Hg,2
Rudabanyaite,O,4
Ruifrancoite,Be,4
Ruifrancoite,Ca,2
Ruifrancoite,Fe,1.33333333333333
Ruifrancoite,H,14
Ruifrancoite,Mg,1.33333333333333
Ruifrancoite,Mn,3.33333333333333
Ruifrancoite,O,34
Ruifrancoite,P,6
Ruitenbergite,B,26
Ruitenbergite,Ca,9
Ruitenbergite,Cl,4
Ruitenbergite,H,50
Ruitenbergite,O,71
Ruizite,Ca,2
Ruizite,H,8
Ruizite,Mn,2
Ruizite,O,17
Ruizite,Si,4
Rumseyite,Cl,1
Rumseyite,F,1
Rumseyite,O,1
Rumseyite,Pb,2
Rusinovite,Ca,10
Rusinovite,Cl,2
Rusinovite,O,21
Rusinovite,Si,6
Russellite,Bi,2
Russellite,O,6
Russellite,W,1
Rustenburgite,Pt,3
Rustenburgite,Sn,1
Rustumite,Ca,10
Rustumite,Cl,2
Rustumite,H,2
Rustumite,O,20
Rustumite,Si,5
Ruthenarsenite,As,1
Ruthenarsenite,Ni,0.5
Ruthenarsenite,Ru,0.5
Rutheniridosmine,Ir,0.333333333333333
Rutheniridosmine,Os,0.333333333333333
Rutheniridosmine,Ru,0.333333333333333
Ruthenium,Ru,1
Rutherfordine,C,1
Rutherfordine,O,5
Rutherfordine,U,1
Rutile,O,2
Rutile,Ti,1
Rynersonite,Ca,1
Rynersonite,O,6
Rynersonite,Ta,2
Saamite,Ba,1
Saamite,H,6
Saamite,Na,3
Saamite,Nb,1
Saamite,O,20
Saamite,Si,4
Saamite,Ti,2
Sabatierite,Cu,6
Sabatierite,Se,4
Sabatierite,Tl,1
Sabieite,Fe,1
Sabieite,H,4
Sabieite,N,1
Sabieite,O,8
Sabieite,S,2
Sabinaite,C,4
Sabinaite,Na,4
Sabinaite,O,16
Sabinaite,Ti,1
Sabinaite,Zr,2
Sabugalite,Al,1
Sabugalite,H,33
Sabugalite,O,40
Sabugalite,P,4
Sabugalite,U,4
Sacrofanite,Al,84
Sacrofanite,Ca,32
Sacrofanite,Cl,2
Sacrofanite,F,6
Sacrofanite,H,4
Sacrofanite,K,19
Sacrofanite,Na,61
Sacrofanite,O,442
Sacrofanite,S,26
Sacrofanite,Si,84
Sadanagaite,Al,5
Sadanagaite,Ca,2
Sadanagaite,H,2
Sadanagaite,Mg,3
Sadanagaite,Na,1
Sadanagaite,O,24
Sadanagaite,Si,5
Saddlebackite,Bi,2
Saddlebackite,Pb,2
Saddlebackite,S,3
Saddlebackite,Te,2
Safflorite,As,2
Safflorite,Co,1
Sahamalite-(Ce),C,4
Sahamalite-(Ce),Ce,2
Sahamalite-(Ce),Mg,1
Sahamalite-(Ce),O,12
Sahlinite,As,2
Sahlinite,Cl,4
Sahlinite,O,17
Sahlinite,Pb,14
Sailaufite,As,2
Sailaufite,C,1
Sailaufite,Ca,1
Sailaufite,H,6
Sailaufite,Mn,3
Sailaufite,Na,1
Sailaufite,O,16
Sainfeldite,As,4
Sainfeldite,Ca,5
Sainfeldite,H,10
Sainfeldite,O,20
Sakhaite,Al,1
Sakhaite,B,28
Sakhaite,C,16
Sakhaite,Ca,48
Sakhaite,Cl,3
Sakhaite,H,9
Sakhaite,Mg,16
Sakhaite,O,149
Sakhaite,Si,4
Sakuraiite,Cu,0.999999999999999
Sakuraiite,Fe,0.999999999999999
Sakuraiite,In,0.5
Sakuraiite,S,4
Sakuraiite,Sn,0.5
Sakuraiite,Zn,0.999999999999999
Salammoniac,Cl,1
Salammoniac,H,4
Salammoniac,N,1
Saleeite,H,20
Saleeite,Mg,1
Saleeite,O,22
Saleeite,P,2
Saleeite,U,2
Salesite,Cu,1
Salesite,H,1
Salesite,I,1
Salesite,O,4
Saliotite,Al,4
Saliotite,H,5
Saliotite,Li,0.5
Saliotite,Na,0.5
Saliotite,O,15
Saliotite,Si,3
Saltonseaite,Cl,6
Saltonseaite,K,3
Saltonseaite,Mn,1
Saltonseaite,Na,1
Salzburgite,Bi,6.4
Salzburgite,Cu,1.6
Salzburgite,Pb,1.6
Salzburgite,S,12
Samarskite-(Y),Fe,1
Samarskite-(Y),Nb,2
Samarskite-(Y),O,8
Samarskite-(Y),Y,1
Samarskite-(Yb),Nb,1
Samarskite-(Yb),O,4
Samarskite-(Yb),Yb,1
Samfowlerite,Be,8
Samfowlerite,Ca,14
Samfowlerite,H,6
Samfowlerite,Mn,3
Samfowlerite,O,58
Samfowlerite,Si,14
Samfowlerite,Zn,2
Sampleite,Ca,1
Sampleite,Cl,1
Sampleite,Cu,5
Sampleite,H,10
Sampleite,Na,1
Sampleite,O,21
Sampleite,P,4
Samsonite,Ag,4
Samsonite,Mn,1
Samsonite,S,6
Samsonite,Sb,2
Samuelsonite,Al,2
Samuelsonite,Ca,9
Samuelsonite,H,2
Samuelsonite,Mn,4
Samuelsonite,O,42
Samuelsonite,P,10
Sanbornite,Ba,1
Sanbornite,O,5
Sanbornite,Si,2
Sanderite,H,4
Sanderite,Mg,1
Sanderite,O,6
Sanderite,S,1
Saneroite,H,2
Saneroite,Mn,5
Saneroite,Na,1
Saneroite,O,19
Saneroite,Si,5
Saneroite,V,1
Sanguite,Cl,3
Sanguite,Cu,1
Sanguite,K,1
Sanidine,Al,1
Sanidine,K,1
Sanidine,O,8
Sanidine,Si,3
Sanromanite,C,5
Sanromanite,Ca,1
Sanromanite,Na,2
Sanromanite,O,15
Sanromanite,Pb,3
Santabarbaraite,Fe,3
Santabarbaraite,H,13
Santabarbaraite,O,16
Santabarbaraite,P,2
Santafeite,Ca,0.999999999999999
Santafeite,Fe,1
Santafeite,H,5.25
Santafeite,Mn,3
Santafeite,Na,0.999999999999999
Santafeite,O,21.75
Santafeite,Sr,0.999999999999999
Santafeite,V,4
Santanaite,Cr,1
Santanaite,O,16
Santanaite,Pb,11
Santarosaite,B,2
Santarosaite,Cu,1
Santarosaite,O,4
Santite,B,5
Santite,H,8
Santite,K,1
Santite,O,12
Saponite,Al,2
Saponite,Fe,1.5
Saponite,H,10
Saponite,Mg,1.5
Saponite,O,16
Saponite,Si,2
Sapphirine,Al,18
Sapphirine,Mg,7
Sapphirine,O,40
Sapphirine,Si,3
Saranchinaite,Cu,1
Saranchinaite,Na,2
Saranchinaite,O,8
Saranchinaite,S,2
Sarcolite,Al,8
Sarcolite,C,0.125
Sarcolite,Ca,12
Sarcolite,Cl,0.5
Sarcolite,H,2.33333333333334
Sarcolite,Na,4
Sarcolite,O,48.84166666666667
Sarcolite,P,0.1
Sarcolite,Si,12.1
Sarcopside,Fe,3
Sarcopside,O,8
Sarcopside,P,2
Sardignaite,Bi,1
Sardignaite,H,5
Sardignaite,Mo,2
Sardignaite,O,10
Sarkinite,As,1
Sarkinite,H,1
Sarkinite,Mn,2
Sarkinite,O,5
Sarmientite,As,1
Sarmientite,Fe,2
Sarmientite,H,11
Sarmientite,O,14
Sarmientite,S,1
Sartorite,As,2
Sartorite,Pb,1
Sartorite,S,4
Sasaite,Al,6
Sasaite,H,75
Sasaite,O,59
Sasaite,P,5
Sassolite,B,1
Sassolite,H,3
Sassolite,O,3
Satimolite,Al,5
Satimolite,B,12
Satimolite,Cl,4
Satimolite,H,26
Satimolite,K,1
Satimolite,Mg,2
Satimolite,Na,2
Satimolite,O,40
Sauconite,Al,2
Sauconite,H,10
Sauconite,Na,0.3
Sauconite,O,16
Sauconite,Si,2
Sauconite,Zn,3
Sayrite,H,10
Sayrite,O,22
Sayrite,Pb,2
Sayrite,U,5
Sazhinite-(Ce),Ce,1
Sazhinite-(Ce),H,4
Sazhinite-(Ce),Na,3
Sazhinite-(Ce),O,17
Sazhinite-(Ce),Si,6
Sazhinite-(La),H,4
Sazhinite-(La),La,1
Sazhinite-(La),Na,3
Sazhinite-(La),O,17
Sazhinite-(La),Si,6
Sazykinaite-(Y),H,12
Sazykinaite-(Y),Na,5
Sazykinaite-(Y),O,24
Sazykinaite-(Y),Si,6
Sazykinaite-(Y),Y,1
Sazykinaite-(Y),Zr,1
Sborgite,B,5
Sborgite,H,10
Sborgite,Na,1
Sborgite,O,13
Scainiite,O,5
Scainiite,Pb,14
Scainiite,S,54
Scainiite,Sb,30
Scandiobabingtonite,Ca,1
Scandiobabingtonite,Fe,1
Scandiobabingtonite,H,1
Scandiobabingtonite,Mn,0.5
Scandiobabingtonite,Na,1
Scandiobabingtonite,O,15
Scandiobabingtonite,Sc,0.5
Scandiobabingtonite,Si,5
Scarbroite,Al,5
Scarbroite,C,1
Scarbroite,H,23
Scarbroite,O,21
Scawtite,C,1
Scawtite,Ca,7
Scawtite,H,4
Scawtite,O,23
Scawtite,Si,6
Schachnerite,Ag,1.1
Schachnerite,Hg,0.9
Schafarzikite,Fe,1
Schafarzikite,O,4
Schafarzikite,Sb,2
Schaferite,Ca,2
Schaferite,Mg,2
Schaferite,Na,1
Schaferite,O,12
Schaferite,V,3
Schairerite,Cl,1
Schairerite,F,6
Schairerite,Na,21
Schairerite,O,28
Schairerite,S,7
Schallerite,As,3
Schallerite,H,17
Schallerite,Mn,16
Schallerite,O,53
Schallerite,Si,12
Schapbachite,Ag,0.4
Schapbachite,Bi,0.4
Schapbachite,Pb,0.2
Schapbachite,S,1
Schaurteite,Ca,3
Schaurteite,Ge,1
Schaurteite,H,12
Schaurteite,O,17
Schaurteite,S,2
Scheelite,Ca,1
Scheelite,O,4
Scheelite,W,1
Schertelite,H,18
Schertelite,Mg,1
Schertelite,N,2
Schertelite,O,12
Schertelite,P,2
Scheuchzerite,H,4
Scheuchzerite,Mn,9
Scheuchzerite,Na,1
Scheuchzerite,O,32
Scheuchzerite,Si,9
Scheuchzerite,V,1
Schieffelinite,H,24
Schieffelinite,O,43
Schieffelinite,Pb,10
Schieffelinite,S,1
Schieffelinite,Te,6
Schindlerite,H,36
Schindlerite,N,4
Schindlerite,Na,2
Schindlerite,O,38
Schindlerite,V,10
Schizolite,Ca,1
Schizolite,H,1
Schizolite,Mn,1
Schizolite,Na,1
Schizolite,O,9
Schizolite,Si,3
Schlegelite,As,3
Schlegelite,Bi,7
Schlegelite,Mo,2
Schlegelite,O,24
Schlemaite,Bi,0.5
Schlemaite,Cu,6
Schlemaite,Pb,0.5
Schlemaite,Se,4
Schluterite-(Y),Al,1
Schluterite-(Y),F,1
Schluterite-(Y),H,2
Schluterite-(Y),O,9
Schluterite-(Y),REE,1
Schluterite-(Y),Si,2
Schluterite-(Y),Y,1
Schmidite,Fe,2
Schmidite,H,19
Schmidite,Mn,1
Schmidite,O,23
Schmidite,P,3
Schmidite,Zn,2
Schmiederite,Cu,2
Schmiederite,H,4
Schmiederite,O,11
Schmiederite,Pb,2
Schmiederite,Se,2
Schmitterite,O,5
Schmitterite,Te,1
Schmitterite,U,1
Schneebergite,As,2
Schneebergite,Bi,1
Schneebergite,Co,2
Schneebergite,H,3
Schneebergite,O,10
Schneiderhohnite,As,5
Schneiderhohnite,Fe,4
Schneiderhohnite,O,13
Schoderite,Al,2
Schoderite,H,16
Schoderite,O,16
Schoderite,P,1
Schoderite,V,1
Schoenfliesite,H,6
Schoenfliesite,Mg,1
Schoenfliesite,O,6
Schoenfliesite,Sn,1
Schoepite,H,18
Schoepite,O,21
Schoepite,U,4
Scholzite,Ca,1
Scholzite,H,4
Scholzite,O,10
Scholzite,P,2
Scholzite,Zn,2
Schoonerite,Fe,3
Schoonerite,H,20
Schoonerite,Mn,1
Schoonerite,O,23
Schoonerite,P,3
Schoonerite,Zn,1
Schorl,Al,6
Schorl,B,3
Schorl,Fe,3
Schorl,H,4
Schorl,Na,1
Schorl,O,31
Schorl,Si,6
Schorlomite,Ca,3
Schorlomite,Fe,2
Schorlomite,O,12
Schorlomite,Si,1
Schorlomite,Ti,2
Schreibersite,Fe,1.5
Schreibersite,Ni,1.5
Schreibersite,P,1
Schreyerite,O,9
Schreyerite,Ti,3
Schreyerite,V,2
Schrockingerite,C,3
Schrockingerite,Ca,3
Schrockingerite,F,1
Schrockingerite,H,20
Schrockingerite,Na,1
Schrockingerite,O,25
Schrockingerite,S,1
Schrockingerite,U,1
Schubnelite,Fe,1
Schubnelite,H,2
Schubnelite,O,5
Schubnelite,V,1
Schuetteite,Hg,3
Schuetteite,O,6
Schuetteite,S,1
Schuilingite-(Nd),C,3
Schuilingite-(Nd),Cu,1
Schuilingite-(Nd),H,4
Schuilingite-(Nd),Nd,1
Schuilingite-(Nd),O,11.5
Schuilingite-(Nd),Pb,1
Schulenbergite,Cu,3.5
Schulenbergite,H,16
Schulenbergite,O,21
Schulenbergite,S,2
Schulenbergite,Zn,3.5
Schullerite,Ba,2
Schullerite,F,2
Schullerite,Mg,2
Schullerite,Na,2
Schullerite,O,16
Schullerite,Si,4
Schullerite,Ti,2
Schultenite,As,1
Schultenite,H,1
Schultenite,O,4
Schultenite,Pb,1
Schumacherite,Bi,3
Schumacherite,H,1
Schumacherite,O,10
Schumacherite,V,2
Schwartzembergite,Cl,3
Schwartzembergite,H,2
Schwartzembergite,I,1
Schwartzembergite,O,6
Schwartzembergite,Pb,5
Schwertmannite,Fe,16
Schwertmannite,H,29.6
Schwertmannite,O,47.6
Schwertmannite,S,3
Sclarite,C,2
Sclarite,H,10
Sclarite,O,16
Sclarite,Zn,7
Scolecite,Al,2
Scolecite,Ca,1
Scolecite,H,6
Scolecite,O,13
Scolecite,Si,3
Scorodite,As,1
Scorodite,Fe,1
Scorodite,H,4
Scorodite,O,6
Scorzalite,Al,2
Scorzalite,Fe,1
Scorzalite,H,2
Scorzalite,O,10
Scorzalite,P,2
Scotlandite,O,3
Scotlandite,Pb,1
Scotlandite,S,1
Scottyite,Ba,1
Scottyite,Cu,2
Scottyite,O,7
Scottyite,Si,2
Scrutinyite,O,2
