mineral_name,rruff_chemistry,chemistry_elements
Parafransoletite,Ca_3_Be_2_(PO_4_)_2_(PO_3_OH)_2_·4H_2_O,H
Paragonite,NaAl_2_(Si_3_Al)O_10_(OH)_2_,Na
Paragonite,NaAl_2_(Si_3_Al)O_10_(OH)_2_,Al
Paragonite,NaAl_2_(Si_3_Al)O_10_(OH)_2_,Si
Paragonite,NaAl_2_(Si_3_Al)O_10_(OH)_2_,O
Paragonite,NaAl_2_(Si_3_Al)O_10_(OH)_2_,H
Paraguanajuatite,Bi_2_Se_3_,Bi
Paraguanajuatite,Bi_2_Se_3_,Se
Parahopeite,Zn^2+^_3_(P^5+^O_4_)_2_·4H_2_O,Zn
Parahopeite,Zn^2+^_3_(P^5+^O_4_)_2_·4H_2_O,P
Parahopeite,Zn^2+^_3_(P^5+^O_4_)_2_·4H_2_O,O
Parahopeite,Zn^2+^_3_(P^5+^O_4_)_2_·4H_2_O,H
Parakeldyshite,Na_2_Zr^4+^Si_2_O_7_,Na
Parakeldyshite,Na_2_Zr^4+^Si_2_O_7_,Zr
Parakeldyshite,Na_2_Zr^4+^Si_2_O_7_,Si
Parakeldyshite,Na_2_Zr^4+^Si_2_O_7_,O
Parakuzmenkoite-Fe,"(K,Ba)_8_Fe^2+^_4_Ti^4+^_16_(Si_4_O_12_)_8_(OH,O)_16_·20-28H_2_O",K
Parakuzmenkoite-Fe,"(K,Ba)_8_Fe^2+^_4_Ti^4+^_16_(Si_4_O_12_)_8_(OH,O)_16_·20-28H_2_O",Ba
Parakuzmenkoite-Fe,"(K,Ba)_8_Fe^2+^_4_Ti^4+^_16_(Si_4_O_12_)_8_(OH,O)_16_·20-28H_2_O",Fe
Parakuzmenkoite-Fe,"(K,Ba)_8_Fe^2+^_4_Ti^4+^_16_(Si_4_O_12_)_8_(OH,O)_16_·20-28H_2_O",Ti
Parakuzmenkoite-Fe,"(K,Ba)_8_Fe^2+^_4_Ti^4+^_16_(Si_4_O_12_)_8_(OH,O)_16_·20-28H_2_O",Si
Parakuzmenkoite-Fe,"(K,Ba)_8_Fe^2+^_4_Ti^4+^_16_(Si_4_O_12_)_8_(OH,O)_16_·20-28H_2_O",O
Parakuzmenkoite-Fe,"(K,Ba)_8_Fe^2+^_4_Ti^4+^_16_(Si_4_O_12_)_8_(OH,O)_16_·20-28H_2_O",H
Paralaurionite,PbCl(OH),Pb
Paralaurionite,PbCl(OH),Cl
Paralaurionite,PbCl(OH),O
Paralaurionite,PbCl(OH),H
Paralstonite,BaCa(CO_3_)_2_,Ba
Paralstonite,BaCa(CO_3_)_2_,Ca
Paralstonite,BaCa(CO_3_)_2_,C
Paralstonite,BaCa(CO_3_)_2_,O
Paramelaconite,Cu^1+^_2_Cu^2+^_2_O_3_,Cu
Paramelaconite,Cu^1+^_2_Cu^2+^_2_O_3_,O
Paramendozavilite,NaAl_4_Fe^3+^_7_(PO_4_)_5_(P^5+^Mo^6+^_12_O_40_)(OH)_16_·56H_2_O,Na
Paramendozavilite,NaAl_4_Fe^3+^_7_(PO_4_)_5_(P^5+^Mo^6+^_12_O_40_)(OH)_16_·56H_2_O,Al
Paramendozavilite,NaAl_4_Fe^3+^_7_(PO_4_)_5_(P^5+^Mo^6+^_12_O_40_)(OH)_16_·56H_2_O,Fe
Paramendozavilite,NaAl_4_Fe^3+^_7_(PO_4_)_5_(P^5+^Mo^6+^_12_O_40_)(OH)_16_·56H_2_O,P
Paramendozavilite,NaAl_4_Fe^3+^_7_(PO_4_)_5_(P^5+^Mo^6+^_12_O_40_)(OH)_16_·56H_2_O,O
Paramendozavilite,NaAl_4_Fe^3+^_7_(PO_4_)_5_(P^5+^Mo^6+^_12_O_40_)(OH)_16_·56H_2_O,Mo
Paramendozavilite,NaAl_4_Fe^3+^_7_(PO_4_)_5_(P^5+^Mo^6+^_12_O_40_)(OH)_16_·56H_2_O,H
Paramontroseite,V^4+^O_2_,V
Paramontroseite,V^4+^O_2_,O
Paranatisite,Na_2_Ti^4+^O(SiO_4_),Na
Paranatisite,Na_2_Ti^4+^O(SiO_4_),Ti
Paranatisite,Na_2_Ti^4+^O(SiO_4_),O
Paranatisite,Na_2_Ti^4+^O(SiO_4_),Si
Paranatrolite,Na_2_(Si_3_Al_2_)O_10_·3H_2_O,Na
Paranatrolite,Na_2_(Si_3_Al_2_)O_10_·3H_2_O,Si
Paranatrolite,Na_2_(Si_3_Al_2_)O_10_·3H_2_O,Al
Paranatrolite,Na_2_(Si_3_Al_2_)O_10_·3H_2_O,O
Paranatrolite,Na_2_(Si_3_Al_2_)O_10_·3H_2_O,H
Paraniite-(Y),"(Ca,Y,Dy)_2_Y(W^6+^O_4_)_2_As^5+^O_4_",Ca
Paraniite-(Y),"(Ca,Y,Dy)_2_Y(W^6+^O_4_)_2_As^5+^O_4_",Y
Paraniite-(Y),"(Ca,Y,Dy)_2_Y(W^6+^O_4_)_2_As^5+^O_4_",Dy
Paraniite-(Y),"(Ca,Y,Dy)_2_Y(W^6+^O_4_)_2_As^5+^O_4_",W
Paraniite-(Y),"(Ca,Y,Dy)_2_Y(W^6+^O_4_)_2_As^5+^O_4_",O
Paraniite-(Y),"(Ca,Y,Dy)_2_Y(W^6+^O_4_)_2_As^5+^O_4_",As
Paraotwayite,"Ni^2+^(OH)_2-x_(S^6+^O_4_,C^4+^O_3_)_0.5x_",Ni
Paraotwayite,"Ni^2+^(OH)_2-x_(S^6+^O_4_,C^4+^O_3_)_0.5x_",O
Paraotwayite,"Ni^2+^(OH)_2-x_(S^6+^O_4_,C^4+^O_3_)_0.5x_",H
Paraotwayite,"Ni^2+^(OH)_2-x_(S^6+^O_4_,C^4+^O_3_)_0.5x_",S
Paraotwayite,"Ni^2+^(OH)_2-x_(S^6+^O_4_,C^4+^O_3_)_0.5x_",C
Parapierrotite,TlSb_5_S_8_,Tl
Parapierrotite,TlSb_5_S_8_,Sb
Parapierrotite,TlSb_5_S_8_,S
Pararammelsbergite,NiAs_2_,Ni
Pararammelsbergite,NiAs_2_,As
Pararealgar,AsS,As
Pararealgar,AsS,S
Pararobertsite,Ca_2_Mn^3+^_3_O_2_(PO_4_)_3_·3H_2_O,Ca
Pararobertsite,Ca_2_Mn^3+^_3_O_2_(PO_4_)_3_·3H_2_O,Mn
Pararobertsite,Ca_2_Mn^3+^_3_O_2_(PO_4_)_3_·3H_2_O,O
Pararobertsite,Ca_2_Mn^3+^_3_O_2_(PO_4_)_3_·3H_2_O,P
Pararobertsite,Ca_2_Mn^3+^_3_O_2_(PO_4_)_3_·3H_2_O,H
Paraschachnerite,Ag_1.2_Hg_0.8_,Ag
Paraschachnerite,Ag_1.2_Hg_0.8_,Hg
Parascholzite,CaZn^2+^_2_(P^5+^O_4_)_2_·2H_2_O,Ca
Parascholzite,CaZn^2+^_2_(P^5+^O_4_)_2_·2H_2_O,Zn
Parascholzite,CaZn^2+^_2_(P^5+^O_4_)_2_·2H_2_O,P
Parascholzite,CaZn^2+^_2_(P^5+^O_4_)_2_·2H_2_O,O
Parascholzite,CaZn^2+^_2_(P^5+^O_4_)_2_·2H_2_O,H
Parascorodite,Fe^3+^As^5+^O_4_·2H_2_O,Fe
Parascorodite,Fe^3+^As^5+^O_4_·2H_2_O,As
Parascorodite,Fe^3+^As^5+^O_4_·2H_2_O,O
Parascorodite,Fe^3+^As^5+^O_4_·2H_2_O,H
Parasibirskite,CaHBO_3_,Ca
Parasibirskite,CaHBO_3_,H
Parasibirskite,CaHBO_3_,B
Parasibirskite,CaHBO_3_,O
Parasymplesite,Fe^2+^_3_(As^5+^O_4_)_2_·8H_2_O,Fe
Parasymplesite,Fe^2+^_3_(As^5+^O_4_)_2_·8H_2_O,As
Parasymplesite,Fe^2+^_3_(As^5+^O_4_)_2_·8H_2_O,O
Parasymplesite,Fe^2+^_3_(As^5+^O_4_)_2_·8H_2_O,H
Paratacamite,"Cu^2+^_3_(Cu^2+^,Zn^2+^)(OH)_6_Cl^1-^_2_",Cu
Paratacamite,"Cu^2+^_3_(Cu^2+^,Zn^2+^)(OH)_6_Cl^1-^_2_",Zn
Paratacamite,"Cu^2+^_3_(Cu^2+^,Zn^2+^)(OH)_6_Cl^1-^_2_",O
Paratacamite,"Cu^2+^_3_(Cu^2+^,Zn^2+^)(OH)_6_Cl^1-^_2_",H
Paratacamite,"Cu^2+^_3_(Cu^2+^,Zn^2+^)(OH)_6_Cl^1-^_2_",Cl
Paratellurite,Te^4+^O_2_,Te
Paratellurite,Te^4+^O_2_,O
Paraumbite,K_3_Zr^4+^_2_H(Si_3_O_9_)_2_·3H_2_O,K
Paraumbite,K_3_Zr^4+^_2_H(Si_3_O_9_)_2_·3H_2_O,Zr
Paraumbite,K_3_Zr^4+^_2_H(Si_3_O_9_)_2_·3H_2_O,H
Paraumbite,K_3_Zr^4+^_2_H(Si_3_O_9_)_2_·3H_2_O,Si
Paraumbite,K_3_Zr^4+^_2_H(Si_3_O_9_)_2_·3H_2_O,O
Paravauxite,Fe^2+^Al_2_(PO_4_)_2_(OH)_2_·8H_2_O,Fe
Paravauxite,Fe^2+^Al_2_(PO_4_)_2_(OH)_2_·8H_2_O,Al
Paravauxite,Fe^2+^Al_2_(PO_4_)_2_(OH)_2_·8H_2_O,P
Paravauxite,Fe^2+^Al_2_(PO_4_)_2_(OH)_2_·8H_2_O,O
Paravauxite,Fe^2+^Al_2_(PO_4_)_2_(OH)_2_·8H_2_O,H
Pargasite,NaCa_2_(Mg_4_Al)(Si_6_Al_2_)O_22_(OH)_2_,Na
Pargasite,NaCa_2_(Mg_4_Al)(Si_6_Al_2_)O_22_(OH)_2_,Ca
Pargasite,NaCa_2_(Mg_4_Al)(Si_6_Al_2_)O_22_(OH)_2_,Mg
Pargasite,NaCa_2_(Mg_4_Al)(Si_6_Al_2_)O_22_(OH)_2_,Al
Pargasite,NaCa_2_(Mg_4_Al)(Si_6_Al_2_)O_22_(OH)_2_,Si
Pargasite,NaCa_2_(Mg_4_Al)(Si_6_Al_2_)O_22_(OH)_2_,O
Pargasite,NaCa_2_(Mg_4_Al)(Si_6_Al_2_)O_22_(OH)_2_,H
Parisite-(Ce),CaCe_2_(CO_3_)_3_F_2_,Ca
Parisite-(Ce),CaCe_2_(CO_3_)_3_F_2_,Ce
Parisite-(Ce),CaCe_2_(CO_3_)_3_F_2_,C
Parisite-(Ce),CaCe_2_(CO_3_)_3_F_2_,O
Parisite-(Ce),CaCe_2_(CO_3_)_3_F_2_,F
Parkerite,"Ni_3_(Bi,Pb)_2_S_2_",Ni
Parkerite,"Ni_3_(Bi,Pb)_2_S_2_",Bi
Parkerite,"Ni_3_(Bi,Pb)_2_S_2_",Pb
Parkerite,"Ni_3_(Bi,Pb)_2_S_2_",S
Parkinsonite,Pb^2+^_7_Mo^6+^O_9_Cl_2_,Pb
Parkinsonite,Pb^2+^_7_Mo^6+^O_9_Cl_2_,Mo
Parkinsonite,Pb^2+^_7_Mo^6+^O_9_Cl_2_,O
Parkinsonite,Pb^2+^_7_Mo^6+^O_9_Cl_2_,Cl
Parsonsite,Pb_2_(UO_2_)(PO_4_)_2_·0-2H_2_O,Pb
Parsonsite,Pb_2_(UO_2_)(PO_4_)_2_·0-2H_2_O,U
Parsonsite,Pb_2_(UO_2_)(PO_4_)_2_·0-2H_2_O,O
Parsonsite,Pb_2_(UO_2_)(PO_4_)_2_·0-2H_2_O,P
Parsonsite,Pb_2_(UO_2_)(PO_4_)_2_·0-2H_2_O,H
Parwelite,Mn^2+^_10_Sb^5+^_2_As^5+^_2_Si_2_O_24_,Mn
Parwelite,Mn^2+^_10_Sb^5+^_2_As^5+^_2_Si_2_O_24_,Sb
Parwelite,Mn^2+^_10_Sb^5+^_2_As^5+^_2_Si_2_O_24_,As
Parwelite,Mn^2+^_10_Sb^5+^_2_As^5+^_2_Si_2_O_24_,Si
Parwelite,Mn^2+^_10_Sb^5+^_2_As^5+^_2_Si_2_O_24_,O
Pascoite,Ca_3_V^5+^_10_O_28_·17H_2_O,Ca
Pascoite,Ca_3_V^5+^_10_O_28_·17H_2_O,V
Pascoite,Ca_3_V^5+^_10_O_28_·17H_2_O,O
Pascoite,Ca_3_V^5+^_10_O_28_·17H_2_O,H
Patronite,VS_4_,V
Patronite,VS_4_,S
Paulingite-Ca,"(Ca,K,Na,Ba,[box])_10_(Si,Al)_42_O_84_·34H_2_O",Ca
Paulingite-Ca,"(Ca,K,Na,Ba,[box])_10_(Si,Al)_42_O_84_·34H_2_O",K
Paulingite-Ca,"(Ca,K,Na,Ba,[box])_10_(Si,Al)_42_O_84_·34H_2_O",Na
Paulingite-Ca,"(Ca,K,Na,Ba,[box])_10_(Si,Al)_42_O_84_·34H_2_O",Ba
Paulingite-Ca,"(Ca,K,Na,Ba,[box])_10_(Si,Al)_42_O_84_·34H_2_O",Si
Paulingite-Ca,"(Ca,K,Na,Ba,[box])_10_(Si,Al)_42_O_84_·34H_2_O",Al
Paulingite-Ca,"(Ca,K,Na,Ba,[box])_10_(Si,Al)_42_O_84_·34H_2_O",O
Paulingite-Ca,"(Ca,K,Na,Ba,[box])_10_(Si,Al)_42_O_84_·34H_2_O",H
Paulingite-K,"(K,Ca,Na,Ba,[box])_10_(Si,Al)_42_O_84_·34H_2_O",K
Paulingite-K,"(K,Ca,Na,Ba,[box])_10_(Si,Al)_42_O_84_·34H_2_O",Ca
Paulingite-K,"(K,Ca,Na,Ba,[box])_10_(Si,Al)_42_O_84_·34H_2_O",Na
Paulingite-K,"(K,Ca,Na,Ba,[box])_10_(Si,Al)_42_O_84_·34H_2_O",Ba
Paulingite-K,"(K,Ca,Na,Ba,[box])_10_(Si,Al)_42_O_84_·34H_2_O",Si
Paulingite-K,"(K,Ca,Na,Ba,[box])_10_(Si,Al)_42_O_84_·34H_2_O",Al
Paulingite-K,"(K,Ca,Na,Ba,[box])_10_(Si,Al)_42_O_84_·34H_2_O",O
Paulingite-K,"(K,Ca,Na,Ba,[box])_10_(Si,Al)_42_O_84_·34H_2_O",H
Paulkellerite,Bi^3+^_2_Fe^3+^O_2_(PO_4_)(OH)_2_,Bi
Paulkellerite,Bi^3+^_2_Fe^3+^O_2_(PO_4_)(OH)_2_,Fe
Paulkellerite,Bi^3+^_2_Fe^3+^O_2_(PO_4_)(OH)_2_,O
Paulkellerite,Bi^3+^_2_Fe^3+^O_2_(PO_4_)(OH)_2_,P
Paulkellerite,Bi^3+^_2_Fe^3+^O_2_(PO_4_)(OH)_2_,H
Paulkerrite,KMg_2_Ti^4+^Fe^3+^_2_(PO_4_)_4_(OH)_3_·15H_2_O,K
Paulkerrite,KMg_2_Ti^4+^Fe^3+^_2_(PO_4_)_4_(OH)_3_·15H_2_O,Mg
Paulkerrite,KMg_2_Ti^4+^Fe^3+^_2_(PO_4_)_4_(OH)_3_·15H_2_O,Ti
Paulkerrite,KMg_2_Ti^4+^Fe^3+^_2_(PO_4_)_4_(OH)_3_·15H_2_O,Fe
Paulkerrite,KMg_2_Ti^4+^Fe^3+^_2_(PO_4_)_4_(OH)_3_·15H_2_O,P
Paulkerrite,KMg_2_Ti^4+^Fe^3+^_2_(PO_4_)_4_(OH)_3_·15H_2_O,O
Paulkerrite,KMg_2_Ti^4+^Fe^3+^_2_(PO_4_)_4_(OH)_3_·15H_2_O,H
Paulmooreite,Pb^2+^_2_As^3+^_2_O_5_,Pb
Paulmooreite,Pb^2+^_2_As^3+^_2_O_5_,As
Paulmooreite,Pb^2+^_2_As^3+^_2_O_5_,O
Pavonite,AgBi_3_S_5_,Ag
Pavonite,AgBi_3_S_5_,Bi
Pavonite,AgBi_3_S_5_,S
Paxite,CuAs_2_,Cu
Paxite,CuAs_2_,As
Pearceite,"Cu(Ag,Cu)_6_Ag_9_As_2_S_11_",Ag
Pearceite,"Cu(Ag,Cu)_6_Ag_9_As_2_S_11_",Cu
Pearceite,"Cu(Ag,Cu)_6_Ag_9_As_2_S_11_",S
Pearceite,"Cu(Ag,Cu)_6_Ag_9_As_2_S_11_",As
Pearceite,"Cu(Ag,Cu)_6_Ag_9_As_2_S_11_",Sb
Pecoraite,Ni^2+^_3_Si_2_O_5_(OH)_4_,Ni
Pecoraite,Ni^2+^_3_Si_2_O_5_(OH)_4_,Si
Pecoraite,Ni^2+^_3_Si_2_O_5_(OH)_4_,O
Pecoraite,Ni^2+^_3_Si_2_O_5_(OH)_4_,H
Pectolite,NaCa_2_Si_3_O_8_(OH),Na
Pectolite,NaCa_2_Si_3_O_8_(OH),Ca
Pectolite,NaCa_2_Si_3_O_8_(OH),Si
Pectolite,NaCa_2_Si_3_O_8_(OH),O
Pectolite,NaCa_2_Si_3_O_8_(OH),H
Pekoite,CuPbBi_11_S_18_,Cu
Pekoite,CuPbBi_11_S_18_,Pb
Pekoite,CuPbBi_11_S_18_,Bi
Pekoite,CuPbBi_11_S_18_,S
Pellouxite,"(Cu,Ag)_2_Pb_21_Sb_23_S_55_ClO",Cu
Pellouxite,"(Cu,Ag)_2_Pb_21_Sb_23_S_55_ClO",Ag
Pellouxite,"(Cu,Ag)_2_Pb_21_Sb_23_S_55_ClO",Pb
Pellouxite,"(Cu,Ag)_2_Pb_21_Sb_23_S_55_ClO",Sb
Pellouxite,"(Cu,Ag)_2_Pb_21_Sb_23_S_55_ClO",S
Pellouxite,"(Cu,Ag)_2_Pb_21_Sb_23_S_55_ClO",Cl
Pellouxite,"(Cu,Ag)_2_Pb_21_Sb_23_S_55_ClO",O
Pellyite,Ba_2_CaFe^2+^_2_Si_6_O_17_,Ba
Pellyite,Ba_2_CaFe^2+^_2_Si_6_O_17_,Ca
Pellyite,Ba_2_CaFe^2+^_2_Si_6_O_17_,Fe
Pellyite,Ba_2_CaFe^2+^_2_Si_6_O_17_,Si
Pellyite,Ba_2_CaFe^2+^_2_Si_6_O_17_,O
Penfieldite,Pb_2_Cl_3_(OH),Pb
Penfieldite,Pb_2_Cl_3_(OH),Cl
Penfieldite,Pb_2_Cl_3_(OH),O
Penfieldite,Pb_2_Cl_3_(OH),H
Pennantite,"(Mn^2+^,Al)_6_(Si,Al)_4_O_10_(OH)_8_",Mn
Pennantite,"(Mn^2+^,Al)_6_(Si,Al)_4_O_10_(OH)_8_",Al
Pennantite,"(Mn^2+^,Al)_6_(Si,Al)_4_O_10_(OH)_8_",Si
Pennantite,"(Mn^2+^,Al)_6_(Si,Al)_4_O_10_(OH)_8_",O
Pennantite,"(Mn^2+^,Al)_6_(Si,Al)_4_O_10_(OH)_8_",H
Penobsquisite,Ca_2_Fe^2+^[B_9_O_13_(OH)_6_]Cl·4H_2_O,Ca
Penobsquisite,Ca_2_Fe^2+^[B_9_O_13_(OH)_6_]Cl·4H_2_O,Fe
Penobsquisite,Ca_2_Fe^2+^[B_9_O_13_(OH)_6_]Cl·4H_2_O,B
Penobsquisite,Ca_2_Fe^2+^[B_9_O_13_(OH)_6_]Cl·4H_2_O,O
Penobsquisite,Ca_2_Fe^2+^[B_9_O_13_(OH)_6_]Cl·4H_2_O,H
Penobsquisite,Ca_2_Fe^2+^[B_9_O_13_(OH)_6_]Cl·4H_2_O,Cl
Penroseite,Ni^2+^(Se_2_)^2-^,Ni
Penroseite,Ni^2+^(Se_2_)^2-^,Se
Pentahydrite,MgS^6+^O_4_·5H_2_O,Mg
Pentahydrite,MgS^6+^O_4_·5H_2_O,S
Pentahydrite,MgS^6+^O_4_·5H_2_O,O
Pentahydrite,MgS^6+^O_4_·5H_2_O,H
Pentahydroborite,CaB_2_O(OH)_6_·2H_2_O,Ca
Pentahydroborite,CaB_2_O(OH)_6_·2H_2_O,B
Pentahydroborite,CaB_2_O(OH)_6_·2H_2_O,O
Pentahydroborite,CaB_2_O(OH)_6_·2H_2_O,H
Pentlandite,"(Ni,Fe)_9_S_8_",Ni
Pentlandite,"(Ni,Fe)_9_S_8_",Fe
Pentlandite,"(Ni,Fe)_9_S_8_",S
Peprossiite-(Ce),"(Ce,La)Al_2_B_4_O_10.67_",Ce
Peprossiite-(Ce),"(Ce,La)Al_2_B_4_O_10.67_",La
Peprossiite-(Ce),"(Ce,La)Al_2_B_4_O_10.67_",Al
Peprossiite-(Ce),"(Ce,La)Al_2_B_4_O_10.67_",O
Peprossiite-(Ce),"(Ce,La)Al_2_B_4_O_10.67_",B
Peretaite,CaSb^3+^_4_O_4_(SO_4_)_2_(OH)_2_·2H_2_O,Ca
Peretaite,CaSb^3+^_4_O_4_(SO_4_)_2_(OH)_2_·2H_2_O,Sb
Peretaite,CaSb^3+^_4_O_4_(SO_4_)_2_(OH)_2_·2H_2_O,O
Peretaite,CaSb^3+^_4_O_4_(SO_4_)_2_(OH)_2_·2H_2_O,S
Peretaite,CaSb^3+^_4_O_4_(SO_4_)_2_(OH)_2_·2H_2_O,H
Perhamite,Ca_3_Al_7.7_Si_3_P_4_O_23.5_(OH)_14.1_·8H_2_O,Ca
Perhamite,Ca_3_Al_7.7_Si_3_P_4_O_23.5_(OH)_14.1_·8H_2_O,Al
Perhamite,Ca_3_Al_7.7_Si_3_P_4_O_23.5_(OH)_14.1_·8H_2_O,Si
Perhamite,Ca_3_Al_7.7_Si_3_P_4_O_23.5_(OH)_14.1_·8H_2_O,P
Perhamite,Ca_3_Al_7.7_Si_3_P_4_O_23.5_(OH)_14.1_·8H_2_O,O
Perhamite,Ca_3_Al_7.7_Si_3_P_4_O_23.5_(OH)_14.1_·8H_2_O,H
Periclase,MgO,Mg
Periclase,MgO,O
Perite,PbBiO_2_Cl,Pb
Perite,PbBiO_2_Cl,Bi
Perite,PbBiO_2_Cl,O
Perite,PbBiO_2_Cl,Cl
Perlialite,K_9_NaCa(Si_24_Al_12_)O_72_·15H_2_O,K
Perlialite,K_9_NaCa(Si_24_Al_12_)O_72_·15H_2_O,Na
Perlialite,K_9_NaCa(Si_24_Al_12_)O_72_·15H_2_O,Ca
Perlialite,K_9_NaCa(Si_24_Al_12_)O_72_·15H_2_O,Si
Perlialite,K_9_NaCa(Si_24_Al_12_)O_72_·15H_2_O,Al
Perlialite,K_9_NaCa(Si_24_Al_12_)O_72_·15H_2_O,O
Perlialite,K_9_NaCa(Si_24_Al_12_)O_72_·15H_2_O,H
Perloffite,BaMn^2+^_2_Fe^3+^_2_(PO_4_)_3_(OH)_3_,Ba
Perloffite,BaMn^2+^_2_Fe^3+^_2_(PO_4_)_3_(OH)_3_,Mn
Perloffite,BaMn^2+^_2_Fe^3+^_2_(PO_4_)_3_(OH)_3_,Fe
Perloffite,BaMn^2+^_2_Fe^3+^_2_(PO_4_)_3_(OH)_3_,P
Perloffite,BaMn^2+^_2_Fe^3+^_2_(PO_4_)_3_(OH)_3_,O
Perloffite,BaMn^2+^_2_Fe^3+^_2_(PO_4_)_3_(OH)_3_,H
Permingeatite,Cu_3_SbSe_4_,Cu
Permingeatite,Cu_3_SbSe_4_,Sb
Permingeatite,Cu_3_SbSe_4_,Se
Perovskite,CaTi^4+^O_3_,Ca
Perovskite,CaTi^4+^O_3_,Ti
Perovskite,CaTi^4+^O_3_,O
Perraultite,NaBaMn^2+^_4_Ti^4+^_2_(Si_2_O_7_)_2_O_2_(OH)_2_F,Na
Perraultite,NaBaMn^2+^_4_Ti^4+^_2_(Si_2_O_7_)_2_O_2_(OH)_2_F,Ba
Perraultite,NaBaMn^2+^_4_Ti^4+^_2_(Si_2_O_7_)_2_O_2_(OH)_2_F,Mn
Perraultite,NaBaMn^2+^_4_Ti^4+^_2_(Si_2_O_7_)_2_O_2_(OH)_2_F,Ti
Perraultite,NaBaMn^2+^_4_Ti^4+^_2_(Si_2_O_7_)_2_O_2_(OH)_2_F,Si
Perraultite,NaBaMn^2+^_4_Ti^4+^_2_(Si_2_O_7_)_2_O_2_(OH)_2_F,O
Perraultite,NaBaMn^2+^_4_Ti^4+^_2_(Si_2_O_7_)_2_O_2_(OH)_2_F,H
Perraultite,NaBaMn^2+^_4_Ti^4+^_2_(Si_2_O_7_)_2_O_2_(OH)_2_F,F
Perrierite-(Ce),Ce^3+^_4_MgFe^3+^_2_Ti^4+^_2_O_8_(Si_2_O_7_)_2_,Ce
Perrierite-(Ce),Ce^3+^_4_MgFe^3+^_2_Ti^4+^_2_O_8_(Si_2_O_7_)_2_,Mg
Perrierite-(Ce),Ce^3+^_4_MgFe^3+^_2_Ti^4+^_2_O_8_(Si_2_O_7_)_2_,Fe
Perrierite-(Ce),Ce^3+^_4_MgFe^3+^_2_Ti^4+^_2_O_8_(Si_2_O_7_)_2_,Ti
Perrierite-(Ce),Ce^3+^_4_MgFe^3+^_2_Ti^4+^_2_O_8_(Si_2_O_7_)_2_,O
Perrierite-(Ce),Ce^3+^_4_MgFe^3+^_2_Ti^4+^_2_O_8_(Si_2_O_7_)_2_,Si
Perroudite,"Ag^1+^_4_Hg^2+^_5_S^2-^_5_(I^1-^,Br^1-^)_2_Cl^1-^_2_",Ag
Perroudite,"Ag^1+^_4_Hg^2+^_5_S^2-^_5_(I^1-^,Br^1-^)_2_Cl^1-^_2_",Hg
Perroudite,"Ag^1+^_4_Hg^2+^_5_S^2-^_5_(I^1-^,Br^1-^)_2_Cl^1-^_2_",S
Perroudite,"Ag^1+^_4_Hg^2+^_5_S^2-^_5_(I^1-^,Br^1-^)_2_Cl^1-^_2_",I
Perroudite,"Ag^1+^_4_Hg^2+^_5_S^2-^_5_(I^1-^,Br^1-^)_2_Cl^1-^_2_",Br
Perroudite,"Ag^1+^_4_Hg^2+^_5_S^2-^_5_(I^1-^,Br^1-^)_2_Cl^1-^_2_",Cl
Petalite,LiAlSi_4_O_10_,Li
Petalite,LiAlSi_4_O_10_,Al
Petalite,LiAlSi_4_O_10_,Si
Petalite,LiAlSi_4_O_10_,O
Petarasite,"Na_5_Zr^4+^_2_Si_6_O_18_(Cl,OH)·2H_2_O",Na
Petarasite,"Na_5_Zr^4+^_2_Si_6_O_18_(Cl,OH)·2H_2_O",Zr
Petarasite,"Na_5_Zr^4+^_2_Si_6_O_18_(Cl,OH)·2H_2_O",Si
Petarasite,"Na_5_Zr^4+^_2_Si_6_O_18_(Cl,OH)·2H_2_O",O
Petarasite,"Na_5_Zr^4+^_2_Si_6_O_18_(Cl,OH)·2H_2_O",Cl
Petarasite,"Na_5_Zr^4+^_2_Si_6_O_18_(Cl,OH)·2H_2_O",H
Petedunnite,CaZn^2+^Si_2_O_6_,Ca
Petedunnite,CaZn^2+^Si_2_O_6_,Zn
Petedunnite,CaZn^2+^Si_2_O_6_,Si
Petedunnite,CaZn^2+^Si_2_O_6_,O
Peterbaylissite,Hg_3_CO_3_(OH)·2H_2_O,Hg
Peterbaylissite,Hg_3_CO_3_(OH)·2H_2_O,C
Peterbaylissite,Hg_3_CO_3_(OH)·2H_2_O,O
Peterbaylissite,Hg_3_CO_3_(OH)·2H_2_O,H
Petersenite-(Ce),Na_4_Ce_2_(CO_3_)_5_,Na
Petersenite-(Ce),Na_4_Ce_2_(CO_3_)_5_,Ce
Petersenite-(Ce),Na_4_Ce_2_(CO_3_)_5_,C
Petersenite-(Ce),Na_4_Ce_2_(CO_3_)_5_,O
Petersite-(Y),Cu^2+^_6_Y(PO_4_)_3_(OH)_6_·3H_2_O,Cu
Petersite-(Y),Cu^2+^_6_Y(PO_4_)_3_(OH)_6_·3H_2_O,Y
Petersite-(Y),Cu^2+^_6_Y(PO_4_)_3_(OH)_6_·3H_2_O,P
Petersite-(Y),Cu^2+^_6_Y(PO_4_)_3_(OH)_6_·3H_2_O,O
Petersite-(Y),Cu^2+^_6_Y(PO_4_)_3_(OH)_6_·3H_2_O,H
Petitjeanite,Bi_3_O(PO_4_)_2_(OH),Bi
Petitjeanite,Bi_3_O(PO_4_)_2_(OH),O
Petitjeanite,Bi_3_O(PO_4_)_2_(OH),P
Petitjeanite,Bi_3_O(PO_4_)_2_(OH),H
