mineral_name,rruff_chemistry,element,redox
Strontioginorite,SrCaB_14_O_20_(OH)_6_·5H_2_O,O,-2
Strontioginorite,SrCaB_14_O_20_(OH)_6_·5H_2_O,H,1
Strontiojoaquinite,"(Na,Fe^2+^)_2_Ba_2_Sr_2_Ti^4+^_2_(SiO_3_)_8_(O,OH)_2_·H_2_O",Na,0
Strontiojoaquinite,"(Na,Fe^2+^)_2_Ba_2_Sr_2_Ti^4+^_2_(SiO_3_)_8_(O,OH)_2_·H_2_O",Fe,2
Strontiojoaquinite,"(Na,Fe^2+^)_2_Ba_2_Sr_2_Ti^4+^_2_(SiO_3_)_8_(O,OH)_2_·H_2_O",Ba,0
Strontiojoaquinite,"(Na,Fe^2+^)_2_Ba_2_Sr_2_Ti^4+^_2_(SiO_3_)_8_(O,OH)_2_·H_2_O",Sr,0
Strontiojoaquinite,"(Na,Fe^2+^)_2_Ba_2_Sr_2_Ti^4+^_2_(SiO_3_)_8_(O,OH)_2_·H_2_O",Ti,4
Strontiojoaquinite,"(Na,Fe^2+^)_2_Ba_2_Sr_2_Ti^4+^_2_(SiO_3_)_8_(O,OH)_2_·H_2_O",Si,0
Strontiojoaquinite,"(Na,Fe^2+^)_2_Ba_2_Sr_2_Ti^4+^_2_(SiO_3_)_8_(O,OH)_2_·H_2_O",O,-2
Strontiojoaquinite,"(Na,Fe^2+^)_2_Ba_2_Sr_2_Ti^4+^_2_(SiO_3_)_8_(O,OH)_2_·H_2_O",H,1
Piemontite-(Sr),CaSrMn^3+^Al_2_(Si_2_O_7_)(SiO_4_)O(OH),Ca,0
Piemontite-(Sr),CaSrMn^3+^Al_2_(Si_2_O_7_)(SiO_4_)O(OH),Sr,0
Piemontite-(Sr),CaSrMn^3+^Al_2_(Si_2_O_7_)(SiO_4_)O(OH),Mn,3
Piemontite-(Sr),CaSrMn^3+^Al_2_(Si_2_O_7_)(SiO_4_)O(OH),Al,0
Piemontite-(Sr),CaSrMn^3+^Al_2_(Si_2_O_7_)(SiO_4_)O(OH),Si,0
Piemontite-(Sr),CaSrMn^3+^Al_2_(Si_2_O_7_)(SiO_4_)O(OH),O,-2
Piemontite-(Sr),CaSrMn^3+^Al_2_(Si_2_O_7_)(SiO_4_)O(OH),H,1
Strontiowhitlockite,Sr_9_Mg(PO_4_)_6_(PO_3_OH),Sr,0
Strontiowhitlockite,Sr_9_Mg(PO_4_)_6_(PO_3_OH),Mg,0
Strontiowhitlockite,Sr_9_Mg(PO_4_)_6_(PO_3_OH),P,0
Strontiowhitlockite,Sr_9_Mg(PO_4_)_6_(PO_3_OH),O,-2
Strontiowhitlockite,Sr_9_Mg(PO_4_)_6_(PO_3_OH),H,1
Fluorstrophite,SrCaSr_3_(PO_4_)_3_F,Sr,0
Fluorstrophite,SrCaSr_3_(PO_4_)_3_F,Ca,0
Fluorstrophite,SrCaSr_3_(PO_4_)_3_F,P,0
Fluorstrophite,SrCaSr_3_(PO_4_)_3_F,O,-2
Fluorstrophite,SrCaSr_3_(PO_4_)_3_F,F,0
Strunzite,Mn^2+^Fe^3+^_2_(P^5+^O_4_)_2_(OH)_2_·6H_2_O,Mn,2
Strunzite,Mn^2+^Fe^3+^_2_(P^5+^O_4_)_2_(OH)_2_·6H_2_O,Fe,3
Strunzite,Mn^2+^Fe^3+^_2_(P^5+^O_4_)_2_(OH)_2_·6H_2_O,P,5
Strunzite,Mn^2+^Fe^3+^_2_(P^5+^O_4_)_2_(OH)_2_·6H_2_O,O,-2
Strunzite,Mn^2+^Fe^3+^_2_(P^5+^O_4_)_2_(OH)_2_·6H_2_O,H,1
Struvite,(N^3-^H_4_)MgPO_4_·6H_2_O,N,-3
Struvite,(N^3-^H_4_)MgPO_4_·6H_2_O,H,1
Struvite,(N^3-^H_4_)MgPO_4_·6H_2_O,Mg,0
Struvite,(N^3-^H_4_)MgPO_4_·6H_2_O,P,0
Struvite,(N^3-^H_4_)MgPO_4_·6H_2_O,O,-2
Studtite,(UO_2_)O_2_(H_2_O)_2_·2H_2_O,U,0
Studtite,(UO_2_)O_2_(H_2_O)_2_·2H_2_O,O,-2
Studtite,(UO_2_)O_2_(H_2_O)_2_·2H_2_O,H,1
Stumpflite,PtSb,Pt,0
Stumpflite,PtSb,Sb,0
Sturmanite,Ca_6_Fe^3+^_2_(SO_4_)_2.5_[B(OH)_4_](OH)_12_·25H_2_O,Ca,0
Sturmanite,Ca_6_Fe^3+^_2_(SO_4_)_2.5_[B(OH)_4_](OH)_12_·25H_2_O,Fe,3
Sturmanite,Ca_6_Fe^3+^_2_(SO_4_)_2.5_[B(OH)_4_](OH)_12_·25H_2_O,S,0
Sturmanite,Ca_6_Fe^3+^_2_(SO_4_)_2.5_[B(OH)_4_](OH)_12_·25H_2_O,O,-2
Sturmanite,Ca_6_Fe^3+^_2_(SO_4_)_2.5_[B(OH)_4_](OH)_12_·25H_2_O,B,0
Sturmanite,Ca_6_Fe^3+^_2_(SO_4_)_2.5_[B(OH)_4_](OH)_12_·25H_2_O,H,1
Stutzite,Ag_4.64-4.76_Te_3_,Ag,0
Stutzite,Ag_4.64-4.76_Te_3_,Te,0
Suanite,Mg_2_B_2_O_5_,Mg,0
Suanite,Mg_2_B_2_O_5_,B,0
Suanite,Mg_2_B_2_O_5_,O,-2
Sudburyite,PdSb,Pd,0
Sudburyite,PdSb,Sb,0
Sudoite,Mg_2_Al_3_(Si_3_Al)O_10_(OH)_8_,Mg,0
Sudoite,Mg_2_Al_3_(Si_3_Al)O_10_(OH)_8_,Al,0
Sudoite,Mg_2_Al_3_(Si_3_Al)O_10_(OH)_8_,Si,0
Sudoite,Mg_2_Al_3_(Si_3_Al)O_10_(OH)_8_,O,-2
Sudoite,Mg_2_Al_3_(Si_3_Al)O_10_(OH)_8_,H,1
Sudovikovite,PtSe_2_,Pt,0
Sudovikovite,PtSe_2_,Se,0
Sugilite,KNa_2_Fe^3+^_2_(Li_3_Si_12_)O_30_,K,0
Sugilite,KNa_2_Fe^3+^_2_(Li_3_Si_12_)O_30_,Na,0
Sugilite,KNa_2_Fe^3+^_2_(Li_3_Si_12_)O_30_,Fe,3
Sugilite,KNa_2_Fe^3+^_2_(Li_3_Si_12_)O_30_,Li,0
Sugilite,KNa_2_Fe^3+^_2_(Li_3_Si_12_)O_30_,Si,0
Sugilite,KNa_2_Fe^3+^_2_(Li_3_Si_12_)O_30_,O,-2
Sulfoborite,"Mg_3_[B(OH)_4_]_2_(SO_4_)(OH,F)_2_",Mg,0
Sulfoborite,"Mg_3_[B(OH)_4_]_2_(SO_4_)(OH,F)_2_",B,0
Sulfoborite,"Mg_3_[B(OH)_4_]_2_(SO_4_)(OH,F)_2_",O,-2
Sulfoborite,"Mg_3_[B(OH)_4_]_2_(SO_4_)(OH,F)_2_",H,1
Sulfoborite,"Mg_3_[B(OH)_4_]_2_(SO_4_)(OH,F)_2_",S,0
Sulfoborite,"Mg_3_[B(OH)_4_]_2_(SO_4_)(OH,F)_2_",F,0
Sulphur,S,S,0
Sulphohalite,Na_6_(SO_4_)_2_ClF,Na,0
Sulphohalite,Na_6_(SO_4_)_2_ClF,S,0
Sulphohalite,Na_6_(SO_4_)_2_ClF,O,-2
Sulphohalite,Na_6_(SO_4_)_2_ClF,Cl,0
Sulphohalite,Na_6_(SO_4_)_2_ClF,F,0
Sulphotsumoite,Bi_3_Te_2_S,Bi,0
Sulphotsumoite,Bi_3_Te_2_S,Te,0
Sulphotsumoite,Bi_3_Te_2_S,S,0
Sulvanite,Cu^2+^_3_V^3+^S^2-^_4_,Cu,2
Sulvanite,Cu^2+^_3_V^3+^S^2-^_4_,V,3
Sulvanite,Cu^2+^_3_V^3+^S^2-^_4_,S,-2
Sundiusite,Pb_10_(SO_4_)O_8_Cl_2_,Pb,0
Sundiusite,Pb_10_(SO_4_)O_8_Cl_2_,S,0
Sundiusite,Pb_10_(SO_4_)O_8_Cl_2_,O,-2
Sundiusite,Pb_10_(SO_4_)O_8_Cl_2_,Cl,0
Surinamite,Mg_3_Al_3_O[Si_3_BeAlO_15_],Mg,0
Surinamite,Mg_3_Al_3_O[Si_3_BeAlO_15_],Al,0
Surinamite,Mg_3_Al_3_O[Si_3_BeAlO_15_],O,-2
Surinamite,Mg_3_Al_3_O[Si_3_BeAlO_15_],Si,0
Surinamite,Mg_3_Al_3_O[Si_3_BeAlO_15_],Be,0
Surite,"(Pb,Ca)_3_Al_2_(Si,Al)_4_O_10_(CO_3_)_2_(OH)_3_·0.3H_2_O",Pb,0
Surite,"(Pb,Ca)_3_Al_2_(Si,Al)_4_O_10_(CO_3_)_2_(OH)_3_·0.3H_2_O",Ca,0
Surite,"(Pb,Ca)_3_Al_2_(Si,Al)_4_O_10_(CO_3_)_2_(OH)_3_·0.3H_2_O",Al,0
Surite,"(Pb,Ca)_3_Al_2_(Si,Al)_4_O_10_(CO_3_)_2_(OH)_3_·0.3H_2_O",Si,0
Surite,"(Pb,Ca)_3_Al_2_(Si,Al)_4_O_10_(CO_3_)_2_(OH)_3_·0.3H_2_O",O,-2
Surite,"(Pb,Ca)_3_Al_2_(Si,Al)_4_O_10_(CO_3_)_2_(OH)_3_·0.3H_2_O",C,0
Surite,"(Pb,Ca)_3_Al_2_(Si,Al)_4_O_10_(CO_3_)_2_(OH)_3_·0.3H_2_O",H,1
Sursassite,Mn^2+^_2_Al_3_(SiO_4_)(Si_2_O_7_)(OH)_3_,Mn,2
Sursassite,Mn^2+^_2_Al_3_(SiO_4_)(Si_2_O_7_)(OH)_3_,Al,0
Sursassite,Mn^2+^_2_Al_3_(SiO_4_)(Si_2_O_7_)(OH)_3_,Si,0
Sursassite,Mn^2+^_2_Al_3_(SiO_4_)(Si_2_O_7_)(OH)_3_,O,-2
Sursassite,Mn^2+^_2_Al_3_(SiO_4_)(Si_2_O_7_)(OH)_3_,H,1
Susannite,Pb_4_(SO_4_)(CO_3_)_2_(OH)_2_,Pb,0
Susannite,Pb_4_(SO_4_)(CO_3_)_2_(OH)_2_,S,0
Susannite,Pb_4_(SO_4_)(CO_3_)_2_(OH)_2_,O,-2
Susannite,Pb_4_(SO_4_)(CO_3_)_2_(OH)_2_,C,0
Susannite,Pb_4_(SO_4_)(CO_3_)_2_(OH)_2_,H,1
Sussexite,Mn^2+^BO_2_(OH),Mn,2
Sussexite,Mn^2+^BO_2_(OH),B,0
Sussexite,Mn^2+^BO_2_(OH),O,-2
Sussexite,Mn^2+^BO_2_(OH),H,1
Suzukiite,BaV^4+^Si_2_O_7_,Ba,0
Suzukiite,BaV^4+^Si_2_O_7_,V,4
Suzukiite,BaV^4+^Si_2_O_7_,Si,0
Suzukiite,BaV^4+^Si_2_O_7_,O,-2
Svabite,Ca_5_(As^5+^O_4_)_3_F,Ca,0
Svabite,Ca_5_(As^5+^O_4_)_3_F,As,5
Svabite,Ca_5_(As^5+^O_4_)_3_F,O,-2
Svabite,Ca_5_(As^5+^O_4_)_3_F,F,0
Svanbergite,SrAl_3_(SO_4_)(PO_4_)(OH)_6_,Sr,0
Svanbergite,SrAl_3_(SO_4_)(PO_4_)(OH)_6_,Al,0
Svanbergite,SrAl_3_(SO_4_)(PO_4_)(OH)_6_,S,0
Svanbergite,SrAl_3_(SO_4_)(PO_4_)(OH)_6_,O,-2
Svanbergite,SrAl_3_(SO_4_)(PO_4_)(OH)_6_,P,0
Svanbergite,SrAl_3_(SO_4_)(PO_4_)(OH)_6_,H,1
Svenekite,Ca(As^5+^O_2_(OH)_2_)_2_,Ca,0
Svenekite,Ca(As^5+^O_2_(OH)_2_)_2_,As,5
Svenekite,Ca(As^5+^O_2_(OH)_2_)_2_,O,-2
Svenekite,Ca(As^5+^O_2_(OH)_2_)_2_,H,1
Sverigeite,NaBe_2_Mn^2+^_2_SnSi_3_O_12_(OH),Na,0
Sverigeite,NaBe_2_Mn^2+^_2_SnSi_3_O_12_(OH),Be,0
Sverigeite,NaBe_2_Mn^2+^_2_SnSi_3_O_12_(OH),Mn,2
Sverigeite,NaBe_2_Mn^2+^_2_SnSi_3_O_12_(OH),Sn,0
Sverigeite,NaBe_2_Mn^2+^_2_SnSi_3_O_12_(OH),Si,0
Sverigeite,NaBe_2_Mn^2+^_2_SnSi_3_O_12_(OH),O,-2
Sverigeite,NaBe_2_Mn^2+^_2_SnSi_3_O_12_(OH),H,1
Svyatoslavite,CaAl_2_Si_2_O_8_,Ca,0
Svyatoslavite,CaAl_2_Si_2_O_8_,Al,0
Svyatoslavite,CaAl_2_Si_2_O_8_,Si,0
Svyatoslavite,CaAl_2_Si_2_O_8_,O,-2
Swamboite-(Nd),Nd^3+^_0.333_[(U^6+^O_2_)(SiO_3_OH)](H_2_O)_~2.5_,Nd,3
Swamboite-(Nd),Nd^3+^_0.333_[(U^6+^O_2_)(SiO_3_OH)](H_2_O)_~2.5_,U,6
Swamboite-(Nd),Nd^3+^_0.333_[(U^6+^O_2_)(SiO_3_OH)](H_2_O)_~2.5_,O,-2
Swamboite-(Nd),Nd^3+^_0.333_[(U^6+^O_2_)(SiO_3_OH)](H_2_O)_~2.5_,Si,0
Swamboite-(Nd),Nd^3+^_0.333_[(U^6+^O_2_)(SiO_3_OH)](H_2_O)_~2.5_,H,1
Swartzite,CaMg(UO_2_)(CO_3_)_3_·12H_2_O,Ca,0
Swartzite,CaMg(UO_2_)(CO_3_)_3_·12H_2_O,Mg,0
Swartzite,CaMg(UO_2_)(CO_3_)_3_·12H_2_O,U,0
Swartzite,CaMg(UO_2_)(CO_3_)_3_·12H_2_O,O,-2
Swartzite,CaMg(UO_2_)(CO_3_)_3_·12H_2_O,C,0
Swartzite,CaMg(UO_2_)(CO_3_)_3_·12H_2_O,H,1
Swedenborgite,NaBe_4_Sb^5+^O_7_,Na,0
Swedenborgite,NaBe_4_Sb^5+^O_7_,Be,0
Swedenborgite,NaBe_4_Sb^5+^O_7_,Sb,5
Swedenborgite,NaBe_4_Sb^5+^O_7_,O,-2
Sweetite,Zn^2+^(OH)_2_,Zn,2
Sweetite,Zn^2+^(OH)_2_,O,-2
Sweetite,Zn^2+^(OH)_2_,H,1
Swinefordite,"Ca_0.2_(Li,Al,Mg,Fe^3+^,Fe^2+^)_3_(Si,Al)_4_O_10_(OH,F)_2_·nH_2_O",Ca,0
Swinefordite,"Ca_0.2_(Li,Al,Mg,Fe^3+^,Fe^2+^)_3_(Si,Al)_4_O_10_(OH,F)_2_·nH_2_O",Li,0
Swinefordite,"Ca_0.2_(Li,Al,Mg,Fe^3+^,Fe^2+^)_3_(Si,Al)_4_O_10_(OH,F)_2_·nH_2_O",Al,0
Swinefordite,"Ca_0.2_(Li,Al,Mg,Fe^3+^,Fe^2+^)_3_(Si,Al)_4_O_10_(OH,F)_2_·nH_2_O",Mg,0
Swinefordite,"Ca_0.2_(Li,Al,Mg,Fe^3+^,Fe^2+^)_3_(Si,Al)_4_O_10_(OH,F)_2_·nH_2_O",Fe,3
Swinefordite,"Ca_0.2_(Li,Al,Mg,Fe^3+^,Fe^2+^)_3_(Si,Al)_4_O_10_(OH,F)_2_·nH_2_O",Fe,2
Swinefordite,"Ca_0.2_(Li,Al,Mg,Fe^3+^,Fe^2+^)_3_(Si,Al)_4_O_10_(OH,F)_2_·nH_2_O",Si,0
Swinefordite,"Ca_0.2_(Li,Al,Mg,Fe^3+^,Fe^2+^)_3_(Si,Al)_4_O_10_(OH,F)_2_·nH_2_O",O,-2
Swinefordite,"Ca_0.2_(Li,Al,Mg,Fe^3+^,Fe^2+^)_3_(Si,Al)_4_O_10_(OH,F)_2_·nH_2_O",H,1
Swinefordite,"Ca_0.2_(Li,Al,Mg,Fe^3+^,Fe^2+^)_3_(Si,Al)_4_O_10_(OH,F)_2_·nH_2_O",F,0
Switzerite,Mn^2+^_3_(PO_4_)_2_·7H_2_O,Mn,2
Switzerite,Mn^2+^_3_(PO_4_)_2_·7H_2_O,P,0
Switzerite,Mn^2+^_3_(PO_4_)_2_·7H_2_O,O,-2
Switzerite,Mn^2+^_3_(PO_4_)_2_·7H_2_O,H,1
Sylvanite,AgAuTe_4_,Ag,0
Sylvanite,AgAuTe_4_,Au,0
Sylvanite,AgAuTe_4_,Te,0
Sylvite,KCl,K,0
Sylvite,KCl,Cl,0
Symesite,Pb_10_SO_4_O_7_Cl_4_·H_2_O,Pb,0
Symesite,Pb_10_SO_4_O_7_Cl_4_·H_2_O,S,0
Symesite,Pb_10_SO_4_O_7_Cl_4_·H_2_O,O,-2
Symesite,Pb_10_SO_4_O_7_Cl_4_·H_2_O,Cl,0
Symesite,Pb_10_SO_4_O_7_Cl_4_·H_2_O,H,1
Symplesite,Fe^2+^_3_(As^5+^O_4_)_2_·8H_2_O,Fe,2
Symplesite,Fe^2+^_3_(As^5+^O_4_)_2_·8H_2_O,As,5
Symplesite,Fe^2+^_3_(As^5+^O_4_)_2_·8H_2_O,O,-2
Symplesite,Fe^2+^_3_(As^5+^O_4_)_2_·8H_2_O,H,1
Synchysite-(Ce),CaCe(CO_3_)_2_F,Ca,0
Synchysite-(Ce),CaCe(CO_3_)_2_F,Ce,0
Synchysite-(Ce),CaCe(CO_3_)_2_F,C,0
Synchysite-(Ce),CaCe(CO_3_)_2_F,O,-2
Synchysite-(Ce),CaCe(CO_3_)_2_F,F,0
Synchysite-(Nd),CaNd(CO_3_)_2_F,Ca,0
Synchysite-(Nd),CaNd(CO_3_)_2_F,Nd,0
Synchysite-(Nd),CaNd(CO_3_)_2_F,C,0
Synchysite-(Nd),CaNd(CO_3_)_2_F,O,-2
Synchysite-(Nd),CaNd(CO_3_)_2_F,F,0
Synchysite-(Y),CaY(CO_3_)_2_F,Ca,0
Synchysite-(Y),CaY(CO_3_)_2_F,Y,0
Synchysite-(Y),CaY(CO_3_)_2_F,C,0
Synchysite-(Y),CaY(CO_3_)_2_F,O,-2
Synchysite-(Y),CaY(CO_3_)_2_F,F,0
Syngenite,K_2_Ca(SO_4_)_2_·H_2_O,K,0
Syngenite,K_2_Ca(SO_4_)_2_·H_2_O,Ca,0
Syngenite,K_2_Ca(SO_4_)_2_·H_2_O,S,0
Syngenite,K_2_Ca(SO_4_)_2_·H_2_O,O,-2
Syngenite,K_2_Ca(SO_4_)_2_·H_2_O,H,1
Szaibelyite,MgBO_2_(OH),Mg,0
Szaibelyite,MgBO_2_(OH),B,0
Szaibelyite,MgBO_2_(OH),O,-2
Szaibelyite,MgBO_2_(OH),H,1
Szenicsite,Cu^2+^_3_Mo^6+^O_4_(OH)_4_,Cu,2
Szenicsite,Cu^2+^_3_Mo^6+^O_4_(OH)_4_,Mo,6
Szenicsite,Cu^2+^_3_Mo^6+^O_4_(OH)_4_,O,-2
Szenicsite,Cu^2+^_3_Mo^6+^O_4_(OH)_4_,H,1
Szmikite,Mn^2+^SO_4_·H_2_O,Mn,2
Szmikite,Mn^2+^SO_4_·H_2_O,S,0
Szmikite,Mn^2+^SO_4_·H_2_O,O,-2
Szmikite,Mn^2+^SO_4_·H_2_O,H,1
Szomolnokite,Fe^2+^S^6+^O_4_·H_2_O,Fe,2
Szomolnokite,Fe^2+^S^6+^O_4_·H_2_O,S,6
Szomolnokite,Fe^2+^S^6+^O_4_·H_2_O,O,-2
Szomolnokite,Fe^2+^S^6+^O_4_·H_2_O,H,1
Szymanskiite,Hg^1+^_16_Ni^2+^_6_(C^4+^O_3_)_12_(OH)_12_(H_3_O)_8_·3H_2_O,Hg,1
Szymanskiite,Hg^1+^_16_Ni^2+^_6_(C^4+^O_3_)_12_(OH)_12_(H_3_O)_8_·3H_2_O,Ni,2
Szymanskiite,Hg^1+^_16_Ni^2+^_6_(C^4+^O_3_)_12_(OH)_12_(H_3_O)_8_·3H_2_O,C,4
Szymanskiite,Hg^1+^_16_Ni^2+^_6_(C^4+^O_3_)_12_(OH)_12_(H_3_O)_8_·3H_2_O,O,-2
Szymanskiite,Hg^1+^_16_Ni^2+^_6_(C^4+^O_3_)_12_(OH)_12_(H_3_O)_8_·3H_2_O,H,1
Tacharanite,Ca_12_Al_2_Si_18_O_33_(OH)_36_,Ca,0
Tacharanite,Ca_12_Al_2_Si_18_O_33_(OH)_36_,Al,0
Tacharanite,Ca_12_Al_2_Si_18_O_33_(OH)_36_,Si,0
Tacharanite,Ca_12_Al_2_Si_18_O_33_(OH)_36_,O,-2
Tacharanite,Ca_12_Al_2_Si_18_O_33_(OH)_36_,H,1
Tachyhydrite,CaMg_2_Cl_6_·12H_2_O,Ca,0
Tachyhydrite,CaMg_2_Cl_6_·12H_2_O,Mg,0
Tachyhydrite,CaMg_2_Cl_6_·12H_2_O,Cl,0
Tachyhydrite,CaMg_2_Cl_6_·12H_2_O,H,1
Tachyhydrite,CaMg_2_Cl_6_·12H_2_O,O,-2
Tadzhikite-(Ce),Ca_4_Ce^3+^_2_Ti^4+^[box](B_4_Si_4_O_22_)(OH)_2_,Ca,0
Tadzhikite-(Ce),Ca_4_Ce^3+^_2_Ti^4+^[box](B_4_Si_4_O_22_)(OH)_2_,Ce,3
Tadzhikite-(Ce),Ca_4_Ce^3+^_2_Ti^4+^[box](B_4_Si_4_O_22_)(OH)_2_,Ti,4
Tadzhikite-(Ce),Ca_4_Ce^3+^_2_Ti^4+^[box](B_4_Si_4_O_22_)(OH)_2_,B,0
Tadzhikite-(Ce),Ca_4_Ce^3+^_2_Ti^4+^[box](B_4_Si_4_O_22_)(OH)_2_,Si,0
Tadzhikite-(Ce),Ca_4_Ce^3+^_2_Ti^4+^[box](B_4_Si_4_O_22_)(OH)_2_,O,-2
Tadzhikite-(Ce),Ca_4_Ce^3+^_2_Ti^4+^[box](B_4_Si_4_O_22_)(OH)_2_,H,1
Taenite,"(Fe,Ni)",Fe,0
Taenite,"(Fe,Ni)",Ni,0
Taikanite,BaSr_2_Mn^3+^_2_O_2_(Si_4_O_12_),Ba,0
Taikanite,BaSr_2_Mn^3+^_2_O_2_(Si_4_O_12_),Sr,0
Taikanite,BaSr_2_Mn^3+^_2_O_2_(Si_4_O_12_),Mn,3
Taikanite,BaSr_2_Mn^3+^_2_O_2_(Si_4_O_12_),O,-2
Taikanite,BaSr_2_Mn^3+^_2_O_2_(Si_4_O_12_),Si,0
Taimyrite-I,"(Pd,Cu,Pt)_3_Sn",Pd,0
Taimyrite-I,"(Pd,Cu,Pt)_3_Sn",Cu,0
Taimyrite-I,"(Pd,Cu,Pt)_3_Sn",Pt,0
Taimyrite-I,"(Pd,Cu,Pt)_3_Sn",Sn,0
Tainiolite,KLiMg_2_Si_4_O_10_F_2_,K,0
Tainiolite,KLiMg_2_Si_4_O_10_F_2_,Li,0
Tainiolite,KLiMg_2_Si_4_O_10_F_2_,Mg,0
Tainiolite,KLiMg_2_Si_4_O_10_F_2_,Si,0
Tainiolite,KLiMg_2_Si_4_O_10_F_2_,O,-2
Tainiolite,KLiMg_2_Si_4_O_10_F_2_,F,0
Takanelite,"(Mn^2+^,Ca)_2x_Mn^4+^_1-x_O_2_·0.7H_2_O",Mn,2
Takanelite,"(Mn^2+^,Ca)_2x_Mn^4+^_1-x_O_2_·0.7H_2_O",Mn,4
Takanelite,"(Mn^2+^,Ca)_2x_Mn^4+^_1-x_O_2_·0.7H_2_O",Ca,0
Takanelite,"(Mn^2+^,Ca)_2x_Mn^4+^_1-x_O_2_·0.7H_2_O",O,-2
Takanelite,"(Mn^2+^,Ca)_2x_Mn^4+^_1-x_O_2_·0.7H_2_O",H,1
Takedaite,Ca_3_B_2_O_6_,Ca,0
Takedaite,Ca_3_B_2_O_6_,B,0
Takedaite,Ca_3_B_2_O_6_,O,-2
Takeuchiite,Mg_2_Mn^3+^O_2_BO_3_,Mg,0
Takeuchiite,Mg_2_Mn^3+^O_2_BO_3_,Mn,3
Takeuchiite,Mg_2_Mn^3+^O_2_BO_3_,O,-2
Takeuchiite,Mg_2_Mn^3+^O_2_BO_3_,B,0
Takovite,Ni^2+^_6_Al_2_C^4+^O_3_(OH)_16_·4H_2_O,Ni,2
Takovite,Ni^2+^_6_Al_2_C^4+^O_3_(OH)_16_·4H_2_O,Al,0
Takovite,Ni^2+^_6_Al_2_C^4+^O_3_(OH)_16_·4H_2_O,C,4
Takovite,Ni^2+^_6_Al_2_C^4+^O_3_(OH)_16_·4H_2_O,O,-2
Takovite,Ni^2+^_6_Al_2_C^4+^O_3_(OH)_16_·4H_2_O,H,1
Talc,Mg_3_Si_4_O_10_(OH)_2_,Mg,0
Talc,Mg_3_Si_4_O_10_(OH)_2_,Si,0
Talc,Mg_3_Si_4_O_10_(OH)_2_,O,-2
Talc,Mg_3_Si_4_O_10_(OH)_2_,H,1
Talmessite,Ca_2_Mg(As^5+^O_4_)_2_·2H_2_O,Ca,0
Talmessite,Ca_2_Mg(As^5+^O_4_)_2_·2H_2_O,Mg,0
Talmessite,Ca_2_Mg(As^5+^O_4_)_2_·2H_2_O,As,5
Talmessite,Ca_2_Mg(As^5+^O_4_)_2_·2H_2_O,O,-2
Talmessite,Ca_2_Mg(As^5+^O_4_)_2_·2H_2_O,H,1
Talnakhite,Cu_9_Fe_8_S_16_,Cu,0
Talnakhite,Cu_9_Fe_8_S_16_,Fe,0
Talnakhite,Cu_9_Fe_8_S_16_,S,0
Tamaite,"(Ca,K,Na)_x_Mn^2+^_6_(Si,Al)_10_O_24_(OH)_4_·nH_2_O (x = 1-2; n = 7-11)",Ca,0
Tamaite,"(Ca,K,Na)_x_Mn^2+^_6_(Si,Al)_10_O_24_(OH)_4_·nH_2_O (x = 1-2; n = 7-11)",K,0
Tamaite,"(Ca,K,Na)_x_Mn^2+^_6_(Si,Al)_10_O_24_(OH)_4_·nH_2_O (x = 1-2; n = 7-11)",Na,0
Tamaite,"(Ca,K,Na)_x_Mn^2+^_6_(Si,Al)_10_O_24_(OH)_4_·nH_2_O (x = 1-2; n = 7-11)",Mn,2
Tamaite,"(Ca,K,Na)_x_Mn^2+^_6_(Si,Al)_10_O_24_(OH)_4_·nH_2_O (x = 1-2; n = 7-11)",Si,0
Tamaite,"(Ca,K,Na)_x_Mn^2+^_6_(Si,Al)_10_O_24_(OH)_4_·nH_2_O (x = 1-2; n = 7-11)",Al,0
Tamaite,"(Ca,K,Na)_x_Mn^2+^_6_(Si,Al)_10_O_24_(OH)_4_·nH_2_O (x = 1-2; n = 7-11)",O,-2
Tamaite,"(Ca,K,Na)_x_Mn^2+^_6_(Si,Al)_10_O_24_(OH)_4_·nH_2_O (x = 1-2; n = 7-11)",H,1
Tamarugite,NaAl(SO_4_)_2_·6H_2_O,Na,0
Tamarugite,NaAl(SO_4_)_2_·6H_2_O,Al,0
Tamarugite,NaAl(SO_4_)_2_·6H_2_O,S,0
Tamarugite,NaAl(SO_4_)_2_·6H_2_O,O,-2
Tamarugite,NaAl(SO_4_)_2_·6H_2_O,H,1
Tancoite,HLiNa_2_[Al(PO_4_)_2_(OH)],H,1
Tancoite,HLiNa_2_[Al(PO_4_)_2_(OH)],Li,0
Tancoite,HLiNa_2_[Al(PO_4_)_2_(OH)],Na,0
Tancoite,HLiNa_2_[Al(PO_4_)_2_(OH)],Al,0
Tancoite,HLiNa_2_[Al(PO_4_)_2_(OH)],P,0
Tancoite,HLiNa_2_[Al(PO_4_)_2_(OH)],O,-2
Tangeite,CaCu^2+^V^5+^O_4_(OH),Ca,0
Tangeite,CaCu^2+^V^5+^O_4_(OH),Cu,2
Tangeite,CaCu^2+^V^5+^O_4_(OH),V,5
Tangeite,CaCu^2+^V^5+^O_4_(OH),O,-2
Tangeite,CaCu^2+^V^5+^O_4_(OH),H,1
Tantalaeschynite-(Y),"Y^3+^(Ta^5+^,Ti^4+^,Nb^5+^)_2_O_6_",Y,3
Tantalaeschynite-(Y),"Y^3+^(Ta^5+^,Ti^4+^,Nb^5+^)_2_O_6_",Ta,5
