mineral_name,chemistry_elements
Kazakovite,Si
Kazakovite,O
Keckite,Ca
Keckite,Mn
Keckite,Fe
Keckite,P
Keckite,O
Keckite,H
Kegelite,Pb
Kegelite,Al
Kegelite,Si
Kegelite,O
Kegelite,S
Kegelite,C
Kegelite,H
Keithconnite,Pd
Keithconnite,Te
Keiviite-(Y),Y
Keiviite-(Y),Si
Keiviite-(Y),O
Keiviite-(Yb),Yb
Keiviite-(Yb),Si
Keiviite-(Yb),O
Keldyshite,Na
Keldyshite,Zr
Keldyshite,Si
Keldyshite,O
Kellyite,Mn
Kellyite,Mg
Kellyite,Al
Kellyite,Si
Kellyite,O
Kellyite,H
Kelyanite,Hg
Kelyanite,Sb
Kelyanite,O
Kelyanite,Br
Kelyanite,Cl
Kemmlitzite,Sr
Kemmlitzite,Al
Kemmlitzite,As
Kemmlitzite,O
Kemmlitzite,S
Kemmlitzite,H
Kempite,Mn
Kempite,Cl
Kempite,O
Kempite,H
Kenhsuite,Hg
Kenhsuite,S
Kenhsuite,Cl
Kentbrooksite,Na
Kentbrooksite,REE
Kentbrooksite,Ca
Kentbrooksite,Mn
Kentbrooksite,Zr
Kentbrooksite,Nb
Kentbrooksite,Si
Kentbrooksite,O
Kentbrooksite,H
Kentbrooksite,F
Kentbrooksite,Cl
Kentrolite,Pb
Kentrolite,Mn
Kentrolite,O
Kentrolite,Si
Kenyaite,Na
Kenyaite,Si
Kenyaite,O
Kenyaite,H
Kermesite,Sb
Kermesite,O
Kermesite,S
Kernite,Na
Kernite,B
Kernite,O
Kernite,H
Kesterite,Cu
Kesterite,Zn
Kesterite,Sn
Kesterite,S
Kettnerite,Ca
Kettnerite,Bi
Kettnerite,O
Kettnerite,C
Kettnerite,F
Keyite,Cu
Keyite,Zn
Keyite,Cd
Keyite,As
Keyite,O
Keyite,H
Keystoneite,Mg
Keystoneite,Ni
Keystoneite,Fe
Keystoneite,Te
Keystoneite,O
Keystoneite,H
Khademite,Al
Khademite,S
Khademite,O
Khademite,F
Khademite,H
Khaidarkanite,Cu
Khaidarkanite,Al
Khaidarkanite,O
Khaidarkanite,H
Khaidarkanite,F
Khamrabaevite,Ti
Khamrabaevite,C
Khanneshite,Na
Khanneshite,Ca
Khanneshite,Ba
Khanneshite,Sr
Khanneshite,Ce
Khanneshite,C
Khanneshite,O
Kharaelakhite,Cu
Kharaelakhite,Pt
Kharaelakhite,Pb
Kharaelakhite,Fe
Kharaelakhite,Ni
Kharaelakhite,S
Khibinskite,K
Khibinskite,Zr
Khibinskite,Si
Khibinskite,O
Khinite,Cu
Khinite,Pb
Khinite,Te
Khinite,O
Khinite,H
Khmaralite,Mg
Khmaralite,Al
Khmaralite,O
Khmaralite,Si
Khmaralite,Be
Khomyakovite,Na
Khomyakovite,Sr
Khomyakovite,Ca
Khomyakovite,Fe
Khomyakovite,Zr
Khomyakovite,W
Khomyakovite,Si
Khomyakovite,O
Khomyakovite,H
Khomyakovite,Cl
Khristovite-(Ce),Ca
Khristovite-(Ce),Ce
Khristovite-(Ce),Mg
Khristovite-(Ce),Al
Khristovite-(Ce),Mn
Khristovite-(Ce),Si
Khristovite-(Ce),O
Khristovite-(Ce),F
Khristovite-(Ce),H
Kiddcreekite,Cu
Kiddcreekite,W
Kiddcreekite,Sn
Kiddcreekite,S
Kidwellite,Na
Kidwellite,Fe
Kidwellite,P
Kidwellite,O
Kidwellite,H
Kieftite,Co
Kieftite,Sb
Kieserite,Mg
Kieserite,S
Kieserite,O
Kieserite,H
Kilchoanite,Ca
Kilchoanite,Si
Kilchoanite,O
Killalaite,Ca
Killalaite,H
Killalaite,Si
Killalaite,O
Kimrobinsonite,Ta
Kimrobinsonite,O
Kimrobinsonite,H
Kimrobinsonite,C
Kimuraite-(Y),Ca
Kimuraite-(Y),Y
Kimuraite-(Y),C
Kimuraite-(Y),O
Kimuraite-(Y),H
Kimzeyite,Ca
Kimzeyite,Zr
Kimzeyite,Si
Kimzeyite,Al
Kimzeyite,O
Kingite,Al
Kingite,P
Kingite,O
Kingite,F
Kingite,H
Kingsmountite,Ca
Kingsmountite,Fe
Kingsmountite,Al
Kingsmountite,P
Kingsmountite,O
Kingsmountite,H
Kinichilite,Mg
Kinichilite,Mn
Kinichilite,Fe
Kinichilite,Te
Kinichilite,O
Kinichilite,H
Kinoite,Ca
Kinoite,Cu
Kinoite,Si
Kinoite,O
Kinoite,H
Kinoshitalite,Ba
Kinoshitalite,Mg
Kinoshitalite,Si
Kinoshitalite,Al
Kinoshitalite,O
Kinoshitalite,H
Kintoreite,Pb
Kintoreite,Fe
Kintoreite,P
Kintoreite,O
Kintoreite,H
Kipushite,Cu
Kipushite,P
Kipushite,O
Kipushite,H
Kirschsteinite,Ca
Kirschsteinite,Fe
Kirschsteinite,Si
Kirschsteinite,O
Kitkaite,Ni
Kitkaite,Te
Kitkaite,Se
Kittatinnyite,Ca
Kittatinnyite,Mn
Kittatinnyite,Si
Kittatinnyite,O
Kittatinnyite,H
Kladnoite,C
Kladnoite,H
Kladnoite,O
Kladnoite,N
Klebelsbergite,Sb
Klebelsbergite,O
Klebelsbergite,S
Klebelsbergite,H
Kleemanite,Zn
Kleemanite,Al
Kleemanite,P
Kleemanite,O
Kleemanite,H
Kleinite,Hg
Kleinite,N
Kleinite,Cl
Kleinite,S
Kleinite,O
Kleinite,H
Klockmannite,Cu
Klockmannite,Se
Klyuchevskite,K
Klyuchevskite,Cu
Klyuchevskite,Fe
Klyuchevskite,O
Klyuchevskite,S
Knorringite,Mg
Knorringite,Cr
Knorringite,Si
Knorringite,O
Koashvite,Na
Koashvite,Ca
Koashvite,Ti
Koashvite,Si
Koashvite,O
Kobellite,Pb
Kobellite,Cu
Kobellite,Fe
Kobellite,Bi
Kobellite,Sb
Kobellite,S
Kochkarite,Pb
Kochkarite,Bi
Kochkarite,Te
Koechlinite,Bi
Koechlinite,Mo
Koechlinite,O
Kogarkoite,Na
Kogarkoite,S
Kogarkoite,O
Kogarkoite,F
Kolarite,Pb
Kolarite,Te
Kolarite,Cl
Kolbeckite,Sc
Kolbeckite,P
Kolbeckite,O
Kolbeckite,H
Kolfanite,Ca
Kolfanite,Fe
Kolfanite,O
Kolfanite,As
Kolfanite,H
Kolicite,Zn
Kolicite,Mn
Kolicite,As
Kolicite,O
Kolicite,Si
Kolicite,H
Kolovratite,Ni
Kolovratite,Zn
Kolovratite,V
Kolovratite,O
Kolovratite,H
Kolwezite,Cu
Kolwezite,Co
Kolwezite,C
Kolwezite,O
Kolwezite,H
Kolymite,Cu
Kolymite,Hg
Komarovite,Ca
Komarovite,Sr
Komarovite,Na
Komarovite,Nb
Komarovite,Ti
Komarovite,Si
Komarovite,O
Komarovite,H
Komarovite,F
Kombatite,Pb
Kombatite,O
Kombatite,V
Kombatite,Cl
Komkovite,Ba
Komkovite,Zr
Komkovite,Si
Komkovite,O
Komkovite,H
Konyaite,Na
Konyaite,Mg
Konyaite,S
Konyaite,O
Konyaite,H
Koritnigite,Zn
Koritnigite,As
Koritnigite,O
Koritnigite,H
Kornelite,Fe
Kornelite,S
Kornelite,O
Kornelite,H
Kornerupine,Mg
Kornerupine,Fe
Kornerupine,Al
Kornerupine,Si
Kornerupine,B
Kornerupine,O
Kornerupine,H
Kornerupine,F
Potassic-mangani-leakeite,K
Potassic-mangani-leakeite,Na
Potassic-mangani-leakeite,Mg
Potassic-mangani-leakeite,Mn
Potassic-mangani-leakeite,Li
Potassic-mangani-leakeite,Si
Potassic-mangani-leakeite,O
Potassic-mangani-leakeite,H
Korobitsynite,Na
Korobitsynite,Ti
Korobitsynite,Si
Korobitsynite,O
Korobitsynite,H
Korshunovskite,Mg
Korshunovskite,Cl
Korshunovskite,O
Korshunovskite,H
Kosmochlor,Na
Kosmochlor,Cr
Kosmochlor,Si
Kosmochlor,O
Kosnarite,K
Kosnarite,Zr
Kosnarite,P
Kosnarite,O
Kostovite,Au
Kostovite,Cu
Kostovite,Te
Kostylevite,K
Kostylevite,Zr
Kostylevite,Si
Kostylevite,O
Kostylevite,H
Kotoite,Mg
Kotoite,B
Kotoite,O
Kotulskite,Pd
Kotulskite,Te
Kotulskite,Bi
Koutekite,Cu
Koutekite,As
Kovdorskite,Mg
Kovdorskite,P
Kovdorskite,O
Kovdorskite,H
Kozoite-(Nd),Nd
Kozoite-(Nd),C
Kozoite-(Nd),O
Kozoite-(Nd),H
Mangano-ferri-eckermannite,Na
Mangano-ferri-eckermannite,Mn
Mangano-ferri-eckermannite,Fe
Mangano-ferri-eckermannite,Si
Mangano-ferri-eckermannite,O
Mangano-ferri-eckermannite,H
Kraisslite,Zn
Kraisslite,Mn
Kraisslite,Mg
Kraisslite,Fe
Kraisslite,Al
Kraisslite,As
Kraisslite,O
Kraisslite,Si
Kraisslite,H
Krasnovite,Ba
Krasnovite,Al
Krasnovite,Mg
Krasnovite,P
Krasnovite,O
Krasnovite,C
Krasnovite,H
Kratochvilite,C
Kratochvilite,H
Krausite,K
Krausite,Fe
Krausite,S
Krausite,O
Krausite,H
Krauskopfite,Ba
Krauskopfite,Si
Krauskopfite,O
Krauskopfite,H
Krautite,Mn
Krautite,As
Krautite,O
Krautite,H
Krennerite,Au
Krennerite,Ag
Krennerite,Te
Kribergite,Al
Kribergite,P
Kribergite,O
Kribergite,S
Kribergite,H
Krinovite,Na
Krinovite,Mg
Krinovite,Cr
Krinovite,O
Krinovite,Si
Kristiansenite,Ca
Kristiansenite,Sc
Kristiansenite,Sn
Kristiansenite,Si
Kristiansenite,O
Kristiansenite,H
Krupkaite,Pb
Krupkaite,Cu
Krupkaite,Bi
Krupkaite,S
Krutaite,Cu
Krutaite,Se
Krutovite,Ni
Krutovite,As
Kryzhanovskite,Fe
Kryzhanovskite,Mn
Kryzhanovskite,P
Kryzhanovskite,O
Kryzhanovskite,H
Ktenasite,Cu
Ktenasite,Zn
Ktenasite,S
Ktenasite,O
Ktenasite,H
Kukharenkoite-(Ce),Ba
Kukharenkoite-(Ce),Ce
Kukharenkoite-(Ce),C
Kukharenkoite-(Ce),O
Kukharenkoite-(Ce),F
Kukisvumite,Na
Kukisvumite,Zn
Kukisvumite,Ti
Kukisvumite,O
Kukisvumite,Si
Kukisvumite,H
Kuksite,Pb
Kuksite,Zn
Kuksite,Te
Kuksite,O
Kuksite,P
Kulanite,Ba
Kulanite,Fe
Kulanite,Al
Kulanite,P
Kulanite,O
Kulanite,H
Kuliokite-(Y),Y
Kuliokite-(Y),Al
Kuliokite-(Y),Si
Kuliokite-(Y),O
Kuliokite-(Y),H
Kuliokite-(Y),F
Kulkeite,Na
Kulkeite,Mg
Kulkeite,Al
Kulkeite,Si
Kulkeite,O
Kulkeite,H
Kullerudite,Ni
Kullerudite,Se
Kupletskite,K
Kupletskite,Na
Kupletskite,Mn
Kupletskite,Ti
Kupletskite,Si
Kupletskite,O
Kupletskite,H
Kupletskite,F
Kuramite,Cu
Kuramite,Sn
Kuramite,S
Kuranakhite,Pb
Kuranakhite,Mn
Kuranakhite,Te
Kuranakhite,O
Kurchatovite,Ca
Kurchatovite,Mg
Kurchatovite,B
Kurchatovite,O
Kurgantaite,Ca
Kurgantaite,Sr
Kurgantaite,B
Kurgantaite,O
Kurgantaite,Cl
Kurgantaite,H
Kurnakovite,Mg
Kurnakovite,B
Kurnakovite,O
Kurnakovite,H
Kusachiite,Cu
Kusachiite,Bi
Kusachiite,O
Kutinaite,Ag
Kutinaite,Cu
Kutinaite,As
Kutnohorite,Ca
Kutnohorite,Mn
Kutnohorite,C
Kutnohorite,O
Kuzelite,Ca
Kuzelite,Al
Kuzelite,O
Kuzelite,H
Kuzelite,S
Kuzmenkoite-Mn,K
Kuzmenkoite-Mn,Mn
Kuzmenkoite-Mn,Ti
Kuzmenkoite-Mn,Si
Kuzmenkoite-Mn,O
Kuzmenkoite-Mn,H
Kuzmenkoite-Zn,K
Kuzmenkoite-Zn,Zn
Kuzmenkoite-Zn,Ti
Kuzmenkoite-Zn,Si
Kuzmenkoite-Zn,O
Kuzmenkoite-Zn,H
Kuzminite,Hg
Kuzminite,Br
Kuznetsovite,Hg
Kuznetsovite,As
Kuznetsovite,O
Kuznetsovite,Cl
Kvanefjeldite,Na
Kvanefjeldite,Ca
Kvanefjeldite,Si
Kvanefjeldite,O
Kvanefjeldite,H
Kyanite,Al
Kyanite,O
Kyanite,Si
Kyzylkumite,Ti
Kyzylkumite,V
Kyzylkumite,O
Kyzylkumite,H
Labuntsovite-Fe,Na
Labuntsovite-Fe,K
Labuntsovite-Fe,Fe
Labuntsovite-Fe,Ti
Labuntsovite-Fe,Si
Labuntsovite-Fe,O
Labuntsovite-Fe,H
Labuntsovite-Mg,Na
Labuntsovite-Mg,K
Labuntsovite-Mg,Mg
Labuntsovite-Mg,Ti
Labuntsovite-Mg,O
Labuntsovite-Mg,Si
Labuntsovite-Mg,H
Labuntsovite-Mn,Na
Labuntsovite-Mn,K
Labuntsovite-Mn,Mn
Labuntsovite-Mn,Ti
Labuntsovite-Mn,O
Labuntsovite-Mn,Si
Labuntsovite-Mn,H
Labyrinthite,Na
Labyrinthite,K
Labyrinthite,Sr
Labyrinthite,Ca
Labyrinthite,Fe
Labyrinthite,Zr
Labyrinthite,Ti
Labyrinthite,Si
Labyrinthite,O
Labyrinthite,H
Labyrinthite,Cl
Lacroixite,Na
Lacroixite,Al
Lacroixite,P
Lacroixite,O
Lacroixite,F
Laffittite,Ag
Laffittite,Hg
Laffittite,As
Laffittite,S
Laflammeite,Pd
Laflammeite,Pb
Laflammeite,S
Laihunite,Fe
Laihunite,Si
Laihunite,O
Laitakarite,Bi
Laitakarite,Se
Lalondeite,Na
Lalondeite,Ca
Lalondeite,Si
Lalondeite,O
Lalondeite,F
Lalondeite,H
Lammerite,Cu
Lammerite,As
Lammerite,O
Lamprophyllite,Sr
Lamprophyllite,Na
Lamprophyllite,Ti
Lamprophyllite,Si
Lamprophyllite,O
Lamprophyllite,H
Lanarkite,Pb
Lanarkite,O
Lanarkite,S
Landauite,Na
Landauite,Pb
Landauite,Mn
Landauite,Y
Landauite,Zn
Landauite,Fe
Landauite,Ti
Landauite,Nb
Landauite,O
Landauite,H
Landauite,F
Landesite,Mn
Landesite,Fe
Landesite,P
Landesite,O
Landesite,H
Langbanite,Mn
Langbanite,Sb
Langbanite,O
Langbanite,Si
Langbeinite,K
Langbeinite,Mg
Langbeinite,S
Langbeinite,O
Langisite,Co
Langisite,As
Langite,Cu
Langite,S
Langite,O
Langite,H
Lanmuchangite,Tl
Lanmuchangite,Al
Lanmuchangite,S
Lanmuchangite,O
Lanmuchangite,H
Lannonite,H
Lannonite,Ca
Lannonite,Mg
Lannonite,Al
Lannonite,S
Lannonite,O
Lannonite,F
Lansfordite,Mg
Lansfordite,C
Lansfordite,O
Lansfordite,H
Lanthanite-(Ce),Ce
Lanthanite-(Ce),C
Lanthanite-(Ce),O
Lanthanite-(Ce),H
Lanthanite-(La),La
Lanthanite-(La),C
Lanthanite-(La),O
Lanthanite-(La),H
Lanthanite-(Nd),Nd
Lanthanite-(Nd),C
Lanthanite-(Nd),O
Lanthanite-(Nd),H
Laphamite,As
Laphamite,Se
Lapieite,Cu
Lapieite,Ni
Lapieite,Sb
Lapieite,S
Laplandite-(Ce),Na
Laplandite-(Ce),Ce
Laplandite-(Ce),Ti
Laplandite-(Ce),P
Laplandite-(Ce),Si
Laplandite-(Ce),O
Laplandite-(Ce),H
Larderellite,N
Larderellite,H
Larderellite,B
Larderellite,O
Larnite,Ca
Larnite,Si
Larnite,O
Larosite,Cu
Larosite,Ag
Larosite,Pb
Larosite,Bi
Larosite,S
Larsenite,Pb
Larsenite,Zn
Larsenite,Si
Larsenite,O
Latiumite,Ca
Latiumite,K
Latiumite,Si
Latiumite,Al
Latiumite,O
Latiumite,S
Latiumite,C
Latrappite,Ca
Latrappite,Nb
Latrappite,Fe
Latrappite,O
Laueite,Mn
Laueite,Fe
Laueite,P
Laueite,O
Laueite,H
Laumontite,Ca
Laumontite,Si
Laumontite,Al
Laumontite,O
Laumontite,H
Launayite,Cu
Launayite,Pb
Launayite,Sb
Launayite,As
Launayite,S
Laurelite,Pb
Laurelite,F
Laurelite,Cl
Laurionite,Pb
Laurionite,Cl
Laurionite,O
Laurionite,H
Laurite,Ru
Laurite,S
Lausenite,Fe
Lausenite,S
Lausenite,O
Lausenite,H
Lautenthalite,Pb
Lautenthalite,Cu
Lautenthalite,S
Lautenthalite,O
Lautenthalite,H
Lautite,Cu
Lautite,As
Lautite,S
Lavendulan,Na
Lavendulan,Ca
Lavendulan,Cu
Lavendulan,As
Lavendulan,O
Lavendulan,Cl
Lavendulan,H
Lavenite,Na
Lavenite,Ca
Lavenite,Mn
Lavenite,Fe
Lavenite,Zr
Lavenite,Ti
Lavenite,Nb
Lavenite,Si
Lavenite,O
Lavenite,F
Lavrentievite,Hg
Lavrentievite,S
Lavrentievite,Cl
Lawrencite,Fe
Lawrencite,Cl
Lawsonbauerite,Mn
Lawsonbauerite,Zn
Lawsonbauerite,S
Lawsonbauerite,O
Lawsonbauerite,H
Lawsonite,Ca
Lawsonite,Al
Lawsonite,Si
Lawsonite,O
Lawsonite,H
Lazarenkoite,Ca
Lazarenkoite,Fe
Lazarenkoite,As
Lazarenkoite,O
Lazarenkoite,H
Lazulite,Mg
Lazulite,Al
Lazulite,P
Lazulite,O
Lazulite,H
Lazurite,Na
Lazurite,Ca
Lazurite,Si
Lazurite,Al
Lazurite,O
Lazurite,S
Lead,Pb
Leadamalgam,Hg
Leadamalgam,Pb
Leadhillite,Pb
Leadhillite,S
Leadhillite,O
Leadhillite,C
Leadhillite,H
Ferri-leakeite,Na
Ferri-leakeite,Mg
Ferri-leakeite,Fe
Ferri-leakeite,Li
Ferri-leakeite,Si
Ferri-leakeite,O
Ferri-leakeite,H
Legrandite,Zn
Legrandite,As
Legrandite,O
Legrandite,H
Leifite,Na
Leifite,Be
Leifite,Si
Leifite,Al
Leifite,O
Leifite,F
Leifite,H
Leightonite,K
Leightonite,Ca
Leightonite,Cu
Leightonite,S
Leightonite,O
Leightonite,H
Leisingite,Cu
Leisingite,Mg
Leisingite,Te
Leisingite,O
Leisingite,H
Leiteite,Zn
Leiteite,As
Leiteite,O
Lemanskiite,Na
Lemanskiite,Ca
Lemanskiite,Cu
Lemanskiite,As
Lemanskiite,O
Lemanskiite,Cl
Lemanskiite,H
Lemmleinite-Ba,Na
Lemmleinite-Ba,K
Lemmleinite-Ba,Ba
Lemmleinite-Ba,Ti
Lemmleinite-Ba,Si
Lemmleinite-Ba,O
Lemmleinite-Ba,H
Lemmleinite-K,Na
Lemmleinite-K,K
Lemmleinite-K,Ti
Lemmleinite-K,Si
Lemmleinite-K,O
Lemmleinite-K,H
Lemoynite,Na
Lemoynite,Ca
Lemoynite,Zr
Lemoynite,Si
Lemoynite,O
Lemoynite,H
Lenaite,Ag
Lenaite,Fe
Lenaite,S
Lengenbachite,Ag
Lengenbachite,Cu
Lengenbachite,Pb
Lengenbachite,As
Lengenbachite,S
Leningradite,Pb
Leningradite,Cu
Leningradite,V
Leningradite,O
Leningradite,Cl
Lennilenapeite,K
Lennilenapeite,Mg
Lennilenapeite,Mn
Lennilenapeite,Fe
Lennilenapeite,Zn
Lennilenapeite,Si
Lennilenapeite,Al
Lennilenapeite,O
Lennilenapeite,H
Lenoblite,V
Lenoblite,O
Lenoblite,H
Leonite,K
Leonite,Mg
Leonite,S
Leonite,O
Leonite,H
Lepersonnite-(Gd),Ca
Lepersonnite-(Gd),Gd
Lepersonnite-(Gd),U
Lepersonnite-(Gd),O
Lepersonnite-(Gd),C
Lepersonnite-(Gd),Si
Lepersonnite-(Gd),H
Lepidocrocite,Fe
Lepidocrocite,O
Lepidocrocite,H
Lesukite,Al
Lesukite,O
Lesukite,H
Lesukite,Cl
Letovicite,N
Letovicite,H
Letovicite,S
Letovicite,O
Leucite,K
Leucite,Si
Leucite,Al
Leucite,O
Leucophanite,Na
Leucophanite,Ca
Leucophanite,Be
Leucophanite,Si
Leucophanite,O
Leucophanite,F
Leucophoenicite,Mn
Leucophoenicite,Si
Leucophoenicite,O
Leucophoenicite,H
Leucophosphite,K
Leucophosphite,Fe
Leucophosphite,P
Leucophosphite,O
Leucophosphite,H
Leucosphenite,Na
Leucosphenite,Ba
Leucosphenite,Ti
Leucosphenite,B
Leucosphenite,Si
Leucosphenite,O
Levinsonite-(Y),Y
Levinsonite-(Y),Al
Levinsonite-(Y),S
Levinsonite-(Y),O
Levinsonite-(Y),C
Levinsonite-(Y),H
Levyne-Ca,Ca
Levyne-Ca,Si
Levyne-Ca,Al
Levyne-Ca,O
Levyne-Ca,H
Liandratite,U
Liandratite,Nb
Liandratite,O
Liberite,Li
Liberite,Be
Liberite,Si
Liberite,O
Libethenite,Cu
Libethenite,P
Libethenite,O
Libethenite,H
Fluor-liddicoatite,Ca
Fluor-liddicoatite,Li
Fluor-liddicoatite,Al
Fluor-liddicoatite,Si
Fluor-liddicoatite,O
Fluor-liddicoatite,B
Fluor-liddicoatite,H
Fluor-liddicoatite,F
Liebauite,Ca
Liebauite,Cu
Liebauite,Si
Liebauite,O
Liebenbergite,Ni
Liebenbergite,Si
Liebenbergite,O
Liebigite,Ca
Liebigite,U
Liebigite,O
Liebigite,C
Liebigite,H
Likasite,Cu
Likasite,N
Likasite,O
Likasite,H
Lillianite,Pb
Lillianite,Ag
Lillianite,Bi
Lillianite,S
Lime,Ca
Lime,O
Linarite,Pb
Linarite,Cu
Linarite,S
Linarite,O
Linarite,H
Lindackerite,Cu
Lindackerite,As
Lindackerite,O
Lindackerite,H
Lindgrenite,Cu
Lindgrenite,Mo
Lindgrenite,O
Lindgrenite,H
Lindqvistite,Pb
Lindqvistite,Mn
Lindqvistite,Fe
Lindqvistite,O
Lindsleyite,Ba
Lindsleyite,Sr
Lindsleyite,Zr
Lindsleyite,Ca
Lindsleyite,Fe
Lindsleyite,Mg
Lindsleyite,Ti
Lindsleyite,Cr
Lindsleyite,O
Lindstromite,Pb
Lindstromite,Cu
Lindstromite,Bi
Lindstromite,S
Linnaeite,Co
Linnaeite,S
Lintisite,Na
Lintisite,Li
Lintisite,Ti
Lintisite,O
Lintisite,Si
Lintisite,H
Liottite,Na
Liottite,Ca
Liottite,Si
Liottite,Al
Liottite,O
Liottite,S
Liottite,Cl
Lipscombite,Fe
Lipscombite,P
Lipscombite,O
Lipscombite,H
Liroconite,Cu
Liroconite,Al
Liroconite,As
Liroconite,O
Liroconite,H
Lishizhenite,Zn
Lishizhenite,Fe
Lishizhenite,S
Lishizhenite,O
Lishizhenite,H
Lisitsynite,K
Lisitsynite,B
Lisitsynite,Si
Lisitsynite,O
Liskeardite,Al
Liskeardite,Fe
Liskeardite,As
Liskeardite,O
Liskeardite,H
Litharge,Pb
Litharge,O
Lithiomarsturite,Li
Lithiomarsturite,Ca
Lithiomarsturite,Mn
Lithiomarsturite,Si
Lithiomarsturite,O
Lithiomarsturite,H
Lithiophilite,Li
Lithiophilite,Mn
Lithiophilite,P
Lithiophilite,O
Lithiophorite,Al
Lithiophorite,Li
Lithiophorite,Mn
Lithiophorite,O
Lithiophorite,H
Lithiophosphate,Li
Lithiophosphate,P
Lithiophosphate,O
Lithiotantite,Li
Lithiotantite,Ta
Lithiotantite,O
Lithiowodginite,Li
Lithiowodginite,Ta
Lithiowodginite,O
Lithosite,K
Lithosite,Al
Lithosite,Si
Lithosite,O
Lithosite,H
Litvinskite,Na
Litvinskite,Zr
Litvinskite,Si
Litvinskite,O
Litvinskite,H
Liveingite,Pb
Liveingite,As
Liveingite,S
Livingstonite,Hg
Livingstonite,Sb
Livingstonite,S
Lizardite,Mg
Lizardite,Si
Lizardite,O
Lizardite,H
Lokkaite-(Y),Ca
Lokkaite-(Y),Y
Lokkaite-(Y),C
Lokkaite-(Y),O
Lokkaite-(Y),H
Lollingite,Fe
Lollingite,As
Lomonosovite,Na
Lomonosovite,Ti
Lomonosovite,Si
Lomonosovite,O
Lomonosovite,P
Londonite,Cs
Londonite,Be
Londonite,Al
Londonite,B
Londonite,O
Lonecreekite,N
Lonecreekite,H
Lonecreekite,Fe
Lonecreekite,S
Lonecreekite,O
Lonsdaleite,C
Loparite-(Ce),Na
Loparite-(Ce),Ce
Loparite-(Ce),Sr
Loparite-(Ce),Th
Loparite-(Ce),Ti
Loparite-(Ce),Nb
Loparite-(Ce),O
Lopezite,K
Lopezite,Cr
Lopezite,O
Lorandite,Tl
Lorandite,As
Lorandite,S
Lorenzenite,Na
Lorenzenite,Ti
Lorenzenite,O
Lorenzenite,Si
Loseyite,Mn
Loseyite,Zn
Loseyite,C
Loseyite,O
Loseyite,H
Lotharmeyerite,Ca
Lotharmeyerite,Zn
Lotharmeyerite,As
Lotharmeyerite,O
Lotharmeyerite,H
Loughlinite,Na
Loughlinite,Mg
Loughlinite,Si
Loughlinite,O
Loughlinite,H
Lourenswalsite,K
Lourenswalsite,Ba
Lourenswalsite,Ti
Lourenswalsite,Si
Lourenswalsite,Al
Lourenswalsite,O
Lourenswalsite,H
Lovdarite,K
Lovdarite,Na
Lovdarite,Be
Lovdarite,Si
Lovdarite,O
Lovdarite,H
Loveringite,Ca
Loveringite,Ce
Loveringite,La
Loveringite,Zr
Loveringite,Fe
Loveringite,Mg
Loveringite,Ti
Loveringite,Cr
Loveringite,Al
Loveringite,O
Lovozerite,Na
Lovozerite,Ca
Lovozerite,Zr
Lovozerite,Si
Lovozerite,O
Lovozerite,H
Loweite,Na
Loweite,Mg
Loweite,S
Loweite,O
Loweite,H
Luanheite,Ag
Luanheite,Hg
Lucasite-(Ce),Ce
Lucasite-(Ce),Ti
Lucasite-(Ce),O
Lucasite-(Ce),H
Ludjibaite,Cu
Ludjibaite,P
Ludjibaite,O
Ludjibaite,H
Ludlamite,Fe
Ludlamite,P
Ludlamite,O
Ludlamite,H
Ludlockite,Pb
Ludlockite,Fe
Ludlockite,As
Ludlockite,O
Ludwigite,Mg
Ludwigite,Fe
Ludwigite,O
Ludwigite,B
Lueshite,Na
Lueshite,Nb
Lueshite,O
Luetheite,Cu
Luetheite,Al
Luetheite,As
Luetheite,O
Luetheite,H
Lukechangite-(Ce),Na
Lukechangite-(Ce),Ce
Lukechangite-(Ce),C
Lukechangite-(Ce),O
Lukechangite-(Ce),F
Lukrahnite,Ca
Lukrahnite,Cu
Lukrahnite,Zn
Lukrahnite,Fe
Lukrahnite,As
Lukrahnite,O
Lukrahnite,H
Luneburgite,Mg
Luneburgite,B
Luneburgite,O
Luneburgite,H
Luneburgite,P
Lunijianlaite,Li
Lunijianlaite,Al
Lunijianlaite,Si
Lunijianlaite,O
Lunijianlaite,H
Lunokite,Mg
Lunokite,Mn
Lunokite,Al
Lunokite,P
Lunokite,O
Lunokite,H
Luzonite,Cu
Luzonite,As
Luzonite,S
Lyonsite,Cu
Lyonsite,Fe
Lyonsite,V
Lyonsite,O
Macdonaldite,Ba
Macdonaldite,Ca
Macdonaldite,Si
Macdonaldite,O
Macdonaldite,H
Macedonite,Pb
Macedonite,Ti
Macedonite,O
Macfallite,Ca
Macfallite,Mn
Macfallite,Si
Macfallite,O
Macfallite,H
Machatschkiite,Ca
Machatschkiite,As
Machatschkiite,O
Machatschkiite,H
Machatschkiite,P
Mackayite,Fe
Mackayite,Te
Mackayite,O
Mackayite,H
Mackinawite,Fe
Mackinawite,Ni
Mackinawite,S
Macphersonite,Pb
Macphersonite,S
Macphersonite,O
Macphersonite,C
Macphersonite,H
Macquartite,Cu
Macquartite,Pb
Macquartite,Cr
Macquartite,O
Macquartite,Si
Macquartite,H
Madocite,Pb
Madocite,Sb
Madocite,As
Madocite,S
Magadiite,Na
Magadiite,Si
Magadiite,O
Magadiite,H
Magbasite,K
Magbasite,Ba
