mineral_name,mineral_id,ima_chemistry,rruff_chemistry
Ferri-kaersutite,6348,NaCa<sub>2</sub>(Mg<sub>3</sub>Fe^3+^Ti)(Si<sub>6</sub>Al<sub>2</sub>)O<sub>22</sub>O<sub>2</sub>,NaCa_2_(Mg_3_Fe^3+^Ti^4+^)(Si_6_Al_2_)O_22_O_2_
Bobshannonite,6349,"KBaNa<sub>2</sub>(Mn,Na)<sub>8</sub>(Nb,Ti)<sub>4</sub>(Si<sub>2</sub>O<sub>7</sub>)<sub>4</sub>O<sub>4</sub>(OH)<sub>4</sub>(O,F)<sub>2</sub>","KBaNa_2_(Mn^2+^,Na)_8_(Nb^5+^,Ti^4+^)_4_(Si_2_O_7_)_4_O_4_(OH)_4_(O,F)_2_"
Shuvalovite,6354,K<sub>2</sub>(Ca<sub>2</sub>Na)(SO<sub>4</sub>)<sub>3</sub>F,K_2_(Ca_2_Na)(S^6+^O_4_)_3_F
Cryobostryxite,6355,KZnCl<sub>3</sub>·2H<sub>2</sub>O,KZn^2+^Cl^1-^_3_·2H_2_O
Packratite,6356,Ca<sub>11</sub>(As^3+^V^5+^<sub>10</sub>V^4+^<sub>2</sub>As^5+^<sub>6</sub>O<sub>51</sub>)<sub>2</sub>·83H<sub>2</sub>O,Ca_11_(As^3+^V^5+^_10_V^4+^_2_As^5+^_6_O_51_)_2_·83H_2_O
Bussyite-(Y),6357,"(Y,REE,Ca)<sub>3</sub>(Na,Ca)<sub>6</sub>MnSi<sub>9</sub>Be<sub>5</sub>(O,F,OH)<sub>34</sub>","(Y,REE,Ca)_3_(Na,Ca)_6_Mn^2+^Si_9_Be_5_(O,F,OH)_34_"
Clino-ferri-holmquistite,6358,[box]Li<sub>2</sub>(Mg<sub>3</sub>Fe^3+^<sub>2</sub>)Si<sub>8</sub>O<sub>22</sub>(OH)<sub>2</sub>,[box]Li_2_(Mg_3_Fe^3+^_2_)Si_8_O_22_(OH)_2_
Eckerite,6362,Ag<sub>2</sub>CuAsS<sub>3</sub>,Ag_2_CuAsS_3_
Esquireite,6365,BaSi<sub>6</sub>O<sub>13</sub>·7H<sub>2</sub>O,BaSi_6_O_13_·7H_2_O
Fermiite,6367,Na<sub>4</sub>(UO<sub>2</sub>)(SO<sub>4</sub>)<sub>3</sub>·3H<sub>2</sub>O,Na_4_(UO_2_)(SO_4_)_3_·3H_2_O
Mianningite,6370,"([box],Pb,Ce,Na)(U^4+^,Mn,U^6+^)Fe^3+^<sub>2</sub>(Ti,Fe^3+^)<sub>18</sub>O<sub>38</sub>","([box],Pb^2+^,Ce^3+^,Na)(U^4+^,Mn^2+^,U^6+^)Fe^3+^_2_(Ti^4+^,Fe^3+^)_18_O_38_"
Oppenheimerite,6371,Na<sub>2</sub>(UO<sub>2</sub>)(SO<sub>4</sub>)<sub>2</sub>·3H<sub>2</sub>O,Na_2_(U^6+^O_2_)(S^6+^O_4_)_2_·3H_2_O
Bettertonite,6372,Al<sub>6</sub>(AsO<sub>4</sub>)<sub>3</sub>(OH)<sub>9</sub>(H<sub>2</sub>O)<sub>5</sub>·11H<sub>2</sub>O,Al_6_(As^5+^O_4_)_3_(OH)_9_·16H_2_O
Vanderheydenite,6374,Zn<sub>6</sub>(PO<sub>4</sub>)<sub>2</sub>(SO<sub>4</sub>)(OH)<sub>4</sub>·7H<sub>2</sub>O,Zn^2+^_6_(P^5+^O_4_)_2_(S^6+^O_4_)(OH)_4_·7H_2_O
Ralphcannonite,6375,AgZn<sub>2</sub>TlAs<sub>2</sub>S<sub>6</sub>,Ag^1+^Zn^2+^_2_Tl^1+^As^3+^_2_S^2-^_6_
Svornostite,6376,K<sub>2</sub>Mg[(UO<sub>2</sub>)(SO<sub>4</sub>)<sub>2</sub>]<sub>2</sub>·8H<sub>2</sub>O,K_2_Mg(UO_2_)_2_(SO_4_)_4_·8H_2_O
Jezekite,6377,Na<sub>8</sub>[(UO<sub>2</sub>)(CO<sub>3</sub>)<sub>3</sub>](SO<sub>4</sub>)<sub>2</sub>·3H<sub>2</sub>O,Na_8_(U^6+^O_2_)(C^4+^O_3_)_3_(S^6+^O_4_)_2_·3H_2_O
Arsmirandite,6379,Na<sub>18</sub>Cu<sub>12</sub>Fe^3+^O<sub>8</sub>(AsO<sub>4</sub>)<sub>8</sub>Cl<sub>5</sub>,Na_18_Cu^2+^_12_Fe^3+^O_8_(As^5+^O_4_)_8_Cl_5_
Tvrdyite,6380,Fe^2+^Fe^3+^<sub>2</sub>Al<sub>3</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>5</sub>(H<sub>2</sub>O)<sub>4</sub>·2H<sub>2</sub>O,Fe^2+^Fe^3+^_2_Al_3_(PO_4_)_4_(OH)_5_·6H_2_O
Agmantinite,6381,Ag<sub>2</sub>MnSnS<sub>4</sub>,Ag^1+^_2_Mn^2+^Sn^4+^S^2-^_4_
Taniajacoite,6383,SrCaMn^3+^<sub>2</sub>Si<sub>4</sub>O<sub>11</sub>(OH)<sub>4</sub>·2H<sub>2</sub>O,SrCaMn^3+^_2_Si_4_O_11_(OH)_4_·2H_2_O
Meieranite,6384,Na<sub>2</sub>Sr<sub>3</sub>MgSi<sub>6</sub>O<sub>17</sub>,Na_2_Sr_3_MgSi_6_O_17_
Nolzeite,6385,"Na(Mn,[box])<sub>2</sub>[Si<sub>3</sub>(B,Si)O<sub>9</sub>(OH)<sub>2</sub>]·2H<sub>2</sub>O","Na(Mn^2+^,[box])_2_[Si_3_(B,Si)O_9_(OH)_2_]·2H_2_O"
Morrisonite,6386,Ca<sub>11</sub>(As^3+^V^4+^<sub>2</sub>V^5+^<sub>10</sub>As^5+^<sub>6</sub>O<sub>51</sub>)<sub>2</sub>·78H<sub>2</sub>O,Ca_11_(As^3+^V^4+^_2_V^5+^_10_As^5+^_6_O_51_)_2_·78H_2_O
Suseinargiuite,6387,(Na<sub>0.5</sub>Bi<sub>0.5</sub>)(MoO<sub>4</sub>),(Na_0.5_Bi^3+^_0.5_)Mo^6+^O_4_
Ferrostalderite,6388,CuFe<sub>2</sub>TlAs<sub>2</sub>S<sub>6</sub>,Cu^1+^Fe^2+^_2_Tl^1+^As^3+^_2_S^2-^_6_
Bosiite,6392,NaFe^3+^<sub>3</sub>(Al<sub>4</sub>Mg<sub>2</sub>)(Si<sub>6</sub>O<sub>18</sub>)(BO<sub>3</sub>)<sub>3</sub>(OH)<sub>3</sub>O,NaFe^3+^_3_(Al_4_Mg_2_)(Si_6_O_18_)(BO_3_)_3_(OH)_3_O
Gatewayite,6394,Ca<sub>6</sub>(As^3+^V^4+^<sub>3</sub>V^5+^<sub>9</sub>As^5+^<sub>6</sub>O<sub>51</sub>)·31H<sub>2</sub>O,Ca_6_(As^3+^V^4+^_3_V^5+^_9_As^5+^_6_O_51_)·31H_2_O
Tavagnascoite,6397,Bi<sub>4</sub>O<sub>4</sub>(SO<sub>4</sub>)(OH)<sub>2</sub>,Bi^3+^_4_O_4_(S^6+^O_4_)(OH)_2_
Arsenowagnerite,6398,Mg<sub>2</sub>(AsO<sub>4</sub>)F,Mg_2_As^5+^O_4_F
Mohnite,6399,(NH<sub>4</sub>)K<sub>2</sub>Na(SO<sub>4</sub>)<sub>2</sub>,(N^3-^H_4_)K_2_Na(S^6+^O_4_)_2_
Betalomonosovite,6400,"Na_5+x_Ti<sub>4</sub>(Si<sub>2</sub>O<sub>7</sub>)<sub>2</sub>[PO<sub>3</sub>(OH)]_2-y_[PO<sub>2</sub>(OH)<sub>2</sub>]_y_O<sub>2</sub>[(OH,F)_2-x_O_z_], [0<x<2, 0<y<1, 0<z<1]","Na_5+x_Ti^4+^_4_(Si_2_O_7_)_2_[PO_3_(OH)]_2-y_[PO_2_(OH)_2_]_y_O_2_[(OH,F)_2-x_O_z_], [0<x<2, 0<y<1, 0<z<1]"
Melcherite,6401,Ba<sub>2</sub>Na<sub>2</sub>Mg[Nb<sub>6</sub>O<sub>19</sub>]·6H<sub>2</sub>O,Ba_2_Na_2_Mg[Nb^5+^_6_O_19_]·6H_2_O
Calciomurmanite,6402,"(Na,[box])<sub>2</sub>Ca(Ti,Mg,Nb)<sub>4</sub>[Si<sub>2</sub>O<sub>7</sub>]<sub>2</sub>O<sub>2</sub>(OH,O)<sub>2</sub>(H<sub>2</sub>O)<sub>4</sub>","(Na,[box])_2_Ca(Ti^4+^,Mg,Nb^5+^)_4_[Si_2_O_7_]_2_O_2_(OH,O)_2_(H_2_O)_4_"
Dravertite,6403,CuMg(SO<sub>4</sub>)<sub>2</sub>,Cu^2+^Mg(S^6+^O_4_)_2_
Honzaite,6404,Ni<sub>2</sub>[AsO<sub>3</sub>(OH)]<sub>2</sub>(H<sub>2</sub>O)<sub>5</sub>,Ni^2+^_2_[As^5+^O_3_(OH)]_2_(H_2_O)_5_
Cryptochalcite,6405,K<sub>2</sub>Cu<sub>5</sub>O(SO<sub>4</sub>)<sub>5</sub>,K_2_Cu^2+^_5_O(S^6+^O_4_)_5_
Bubnovaite,6406,K<sub>2</sub>Na<sub>8</sub>Ca(SO<sub>4</sub>)<sub>6</sub>,K_2_Na_8_Ca(S^6+^O_4_)_6_
Beckettite,6407,Ca<sub>2</sub>V<sub>6</sub>Al<sub>6</sub>O<sub>20</sub>,Ca_2_V^3+^_6_Al_6_O_20_
Apexite,6408,NaMg(PO<sub>4</sub>)·9H<sub>2</sub>O,NaMg(P^5+^O_4_)·9H_2_O
Eleonorite,6409,Fe^3+^<sub>6</sub>(PO<sub>4</sub>)<sub>4</sub>O(OH)<sub>4</sub>·6H<sub>2</sub>O,Fe^3+^_6_(P^5+^O_4_)_4_O(OH)_4_·6H_2_O
Norilskite,6415,"(Pd,Ag)<sub>7</sub>Pb<sub>4</sub>","(Pd,Ag)_7_Pb_4_"
Sulfhydrylbystrite,6416,Na<sub>5</sub>K<sub>2</sub>Ca[Al<sub>6</sub>Si<sub>6</sub>O<sub>24</sub>](S<sub>5</sub>)^2-^(SH)^-^,Na_5_K_2_Ca[Al_6_Si_6_O_24_](S_5_)^2-^(SH)^1-^
Alexkhomyakovite,6418,K<sub>6</sub>(Ca<sub>2</sub>Na)(CO<sub>3</sub>)<sub>5</sub>Cl·6H<sub>2</sub>O,K_6_(Ca_2_Na)(CO_3_)_5_Cl^1-^·6H_2_O
Puninite,6421,Na<sub>2</sub>Cu<sub>3</sub>O(SO<sub>4</sub>)<sub>3</sub>,Na_2_Cu^2+^_3_O(S^6+^O_4_)_3_
Batievaite-(Y),6422,Ca<sub>2</sub>Y<sub>2</sub>[(H<sub>2</sub>O)<sub>2</sub>[box]]Ti(Si<sub>2</sub>O<sub>7</sub>)<sub>2</sub>(OH)<sub>2</sub>(H<sub>2</sub>O)<sub>2</sub>,Ca_2_Y^3+^_2_[(H_2_O)_2_[box]]Ti^4+^(Si_2_O_7_)_2_(OH)_2_(H_2_O)_2_
Saranchinaite,6423,Na<sub>2</sub>Cu(SO<sub>4</sub>)<sub>2</sub>,Na_2_Cu^2+^(S^6+^O_4_)_2_
Jorgkellerite,6424,Na<sub>3</sub>Mn^3+^<sub>3</sub>(PO<sub>4</sub>)<sub>2</sub>(CO<sub>3</sub>)O<sub>2</sub>·5H<sub>2</sub>O,"(Na,[box])_3_Mn^3+^_3_(P^5+^O_4_)_2_(C^4+^O_3_)(O,OH)_2_·5H_2_O"
Andychristyite,6425,PbCu^2+^Te^6+^O<sub>5</sub>(H<sub>2</sub>O),Pb^2+^Cu^2+^Te^6+^O_5_(H_2_O)
Penberthycroftite,6426,[Al<sub>6</sub>(AsO<sub>4</sub>)<sub>3</sub>(OH)<sub>9</sub>(H<sub>2</sub>O)<sub>5</sub>]·8H<sub>2</sub>O,[Al_6_(As^5+^O_4_)_3_(OH)_9_(H_2_O)_5_]·8H_2_O
Alfredopetrovite,6427,Al<sub>2</sub>(Se^4+^O<sub>3</sub>)<sub>3</sub>·6H<sub>2</sub>O,Al_2_(Se^4+^O_3_)_3_·6H_2_O
Garronite-Na,6429,Na<sub>6</sub>(Al<sub>6</sub>Si<sub>10</sub>O<sub>32</sub>)·8.5H<sub>2</sub>O,Na_6_(Al_6_Si_10_O_32_)·8.5H_2_O
Odigitriaite,6431,CsNa<sub>5</sub>Ca<sub>5</sub>[Si<sub>14</sub>B<sub>2</sub>O<sub>38</sub>]F<sub>2</sub>,CsNa_5_Ca_5_[Si_14_B_2_O_38_]F_2_
Kayrobertsonite,6432,MnAl<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>·6H<sub>2</sub>O,Mn^2+^Al_2_(P^5+^O_4_)_2_(OH)_2_·6H_2_O
Mendeleevite-(Nd),6434,"Cs<sub>6</sub>(Nd,REE,Ca)<sub>30</sub>(Si<sub>70</sub>O<sub>175</sub>)(OH,F,H<sub>2</sub>O)<sub>35</sub>","Cs^1+^_6_(Nd^3+^,Ca)_30_(Si_70_O_175_)(OH,F,H_2_O)_35_"
Oxo-mangani-leakeite,6436,NaNa<sub>2</sub>(Mn^3+^<sub>4</sub>Li)Si<sub>8</sub>O<sub>22</sub>O<sub>2</sub>,NaNa_2_(Mn^3+^_4_Li)Si_8_O_22_O_2_
Gazeevite,6438,BaCa<sub>6</sub>(SiO<sub>4</sub>)<sub>2</sub>(SO<sub>4</sub>)<sub>2</sub>O,BaCa_6_(SiO_4_)_2_(S^6+^O_4_)_2_O
Grundmannite,6439,CuBiSe<sub>2</sub>,Cu^1+^Bi^3+^Se^2-^_2_
Chongite,6440,Ca<sub>3</sub>Mg<sub>2</sub>(AsO<sub>4</sub>)<sub>2</sub>(AsO<sub>3</sub>OH)<sub>2</sub>·4H<sub>2</sub>O,Ca_3_Mg_2_(As^5+^O_4_)_2_(As^5+^O_3_OH)_2_·4H_2_O
Gajardoite,6441,KCa<sub>0.5</sub>As^3+^<sub>4</sub>O<sub>6</sub>Cl<sub>2</sub>·5H<sub>2</sub>O,KCa_0.5_As^3+^_4_O_6_Cl_2_·5H_2_O
Wilancookite,6442,"(Ba,K,Na)<sub>8</sub>(Ba,Li,[box])<sub>6</sub>Be<sub>24</sub>P<sub>24</sub>O<sub>96</sub>·32H<sub>2</sub>O",Ba_8_(Ba_3_Li_2_[box])Be_24_P_24_O_96_·32H_2_O
Hydroterskite,6444,Na<sub>2</sub>ZrSi<sub>6</sub>O<sub>12</sub>(OH)<sub>6</sub>,Na_2_Zr^4+^Si_6_O_12_(OH)_6_
Hexacelsian,6446,Ba(Al<sub>2</sub>Si<sub>2</sub>O<sub>8</sub>),BaAl_2_Si_2_O_8_
Itelmenite,6448,Na<sub>2</sub>CuMg<sub>2</sub>(SO<sub>4</sub>)<sub>4</sub>,Na_2_Cu^2+^Mg_2_(S^6+^O_4_)_4_
Hermannjahnite,6450,CuZn(SO<sub>4</sub>)<sub>2</sub>,Cu^2+^Zn^2+^(S^6+^O_4_)_2_
Grootfonteinite,6451,Pb<sub>3</sub>O(CO<sub>3</sub>)<sub>2</sub>,Pb^2+^_3_O(CO_3_)_2_
Manganiceladonite,6452,KMgMn^3+^Si<sub>4</sub>O<sub>10</sub>(OH)<sub>2</sub>,KMgMn^3+^Si_4_O_10_(OH)_2_
Kainotropite,6453,Cu<sub>4</sub>Fe^3+^O<sub>2</sub>(V<sub>2</sub>O<sub>7</sub>)(VO<sub>4</sub>),Cu^2+^_4_Fe^3+^O_2_(V^5+^_2_O_7_)(V^5+^O_4_)
Ferro-ferri-hornblende,6454,[box]Ca<sub>2</sub>(Fe^2+^<sub>4</sub>Fe^3+^)(Si<sub>7</sub>Al)O<sub>22</sub>(OH)<sub>2</sub>,[box]Ca_2_(Fe^2+^_4_Fe^3+^)(Si_7_Al)O_22_(OH)_2_
Maneckiite,6456,(Na[box])Ca<sub>2</sub>Fe^2+^<sub>2</sub>(Fe^3+^Mg)Mn<sub>2</sub>(PO<sub>4</sub>)<sub>6</sub>·2H<sub>2</sub>O,(Na[box])Ca_2_Fe^2+^_2_(Fe^3+^Mg)Mn^2+^_2_(P^5+^O_4_)_6_·2H_2_O
Wiklundite,6457,"Pb<sub>2</sub>(Mn^2+^,Zn)<sub>3</sub>(Fe^3+^,Mn^2+^)<sub>2</sub>(Mn^2+^,Mg)<sub>19</sub>(As^3+^O<sub>3</sub>)<sub>2</sub>[(Si,As^5+^)O<sub>4</sub>]<sub>6</sub>(OH)<sub>18</sub>Cl<sub>6</sub>","Pb^2+^_2_(Mn^2+^,Zn^2+^)_3_(Fe^3+^,Mn^2+^)_2_(Mn^2+^,Mg)_19_(As^3+^O_3_)_2_(Si,As^5+^O_4_)_6_(OH)_18_Cl_6_"
Shumwayite,6458,[(UO<sub>2</sub>)(SO<sub>4</sub>)(H<sub>2</sub>O)<sub>2</sub>]<sub>2</sub>·H<sub>2</sub>O,(U^6+^O_2_)_2_(S^6+^O_4_)_2_·5H_2_O
Cyprine,6459,"Ca<sub>19</sub>Cu^2+^(Al,Mg)<sub>12</sub>Si<sub>18</sub>O<sub>69</sub>(OH)<sub>9</sub>",Ca_19_Cu^2+^(Al_10_Mg_2_)Si_18_O_69_(OH)_9_
Charleshatchettite,6460,CaNb<sub>4</sub>O<sub>10</sub>(OH)<sub>2</sub>·8H<sub>2</sub>O,CaNb^5+^_4_O_10_(OH)_2_·8H_2_O
Honeaite,6462,Au<sub>3</sub>TlTe<sub>2</sub>,Au_3_TlTe_2_
Wampenite,6463,C<sub>18</sub>H<sub>16</sub>,C_18_H_16_
Lislkirchnerite,6465,Pb<sub>6</sub>Al(OH)<sub>8</sub>Cl<sub>2</sub>(NO<sub>3</sub>)<sub>5</sub>·2H<sub>2</sub>O,Pb^2+^_6_Al(OH)_8_Cl_2_(N^5+^O_3_)_5_·2H_2_O
Feodosiyite,6466,Cu<sub>11</sub>Mg<sub>2</sub>Cl<sub>18</sub>(OH)<sub>8</sub>·16H<sub>2</sub>O,Cu^2+^_11_Mg_2_Cl_18_(OH)_8_·16H_2_O
Ilyukhinite,6467,"(H<sub>3</sub>O,Na)<sub>14</sub>Ca<sub>6</sub>Mn<sub>2</sub>Zr<sub>3</sub>Si<sub>26</sub>O<sub>72</sub>(OH)<sub>2</sub>·3H<sub>2</sub>O","(H_3_O,Na)_14_Ca_6_Mn^2+^_2_Zr^4+^_3_Si_26_O_72_(OH)_2_·3H_2_O"
Hansesmarkite,6468,Ca<sub>2</sub>Mn<sub>2</sub>Nb<sub>6</sub>O<sub>19</sub>·20H<sub>2</sub>O,Ca_2_Mn^2+^_2_Nb^5+^_6_O_19_·20H_2_O
Dargaite,6469,BaCa<sub>12</sub>(SiO<sub>4</sub>)<sub>4</sub>(SO<sub>4</sub>)<sub>2</sub>O<sub>3</sub>,BaCa_12_(SiO_4_)_4_(S^6+^O_4_)_2_O_3_
Mesaite,6470,CaMn^2+^<sub>5</sub>(V<sub>2</sub>O<sub>7</sub>)<sub>3</sub>·12H<sub>2</sub>O,CaMn^2+^_5_(V^5+^_2_O_7_)_3_·12H_2_O
Heptasartorite,6471,Tl<sub>7</sub>Pb<sub>22</sub>As<sub>55</sub>S<sub>108</sub>,Tl_7_Pb_22_As_55_S_108_
Enneasartorite,6472,Tl<sub>6</sub>Pb<sub>32</sub>As<sub>70</sub>S<sub>140</sub>,Tl_6_Pb_32_As_70_S_140_
Hendekasartorite,6473,Tl<sub>2</sub>Pb<sub>48</sub>As<sub>82</sub>S<sub>172</sub>,Tl_2_Pb_48_As_82_S_172_
Ferraioloite,6474,MgMn^2+^<sub>4</sub>(Fe^2+^<sub>0.5</sub>Al<sub>0.5</sub>)<sub>4</sub>Zn<sub>4</sub>(PO<sub>4</sub>)<sub>8</sub>(OH)<sub>4</sub>(H<sub>2</sub>O)<sub>20</sub>,MgMn^2+^_4_(Fe^2+^_0.5_Al_0.5_)_4_Zn^2+^_4_(PO_4_)_8_(OH)_4_·20H_2_O
Fluorwavellite,6476,Al<sub>3</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>F·5H<sub>2</sub>O,Al_3_(PO_4_)_2_(OH)_2_F·5H_2_O
Kyawthuite,6477,Bi^3+^Sb^5+^O<sub>4</sub>,Bi^3+^Sb^5+^O_4_
Ferri-obertiite,6478,NaNa<sub>2</sub>(Mg<sub>3</sub>Fe^3+^Ti)Si<sub>8</sub>O<sub>22</sub>O<sub>2</sub>,NaNa_2_(Mg_3_Fe^3+^Ti^4+^)Si_8_O_22_O_2_
Juansilvaite,6479,Na<sub>5</sub>Al<sub>3</sub>[AsO<sub>3</sub>(OH)]<sub>4</sub>[AsO<sub>2</sub>(OH)<sub>2</sub>]<sub>2</sub>(SO<sub>4</sub>)<sub>2</sub>·4H<sub>2</sub>O,Na_5_Al_3_[As^5+^O_3_(OH)]_4_[As^5+^O_2_(OH)_2_]_2_(S^6+^O_4_)_2_·4H_2_O
Steinmetzite,6480,Zn<sub>2</sub>Fe^3+^(PO<sub>4</sub>)<sub>2</sub>(OH)·3H<sub>2</sub>O,Zn^2+^_2_Fe^3+^(P^5+^O_4_)_2_(OH)·3H_2_O
Vasilseverginite,6481,Cu<sub>9</sub>O<sub>4</sub>(AsO<sub>4</sub>)<sub>2</sub>(SO<sub>4</sub>)<sub>2</sub>,Cu^2+^_9_O_4_(As^5+^O_4_)_2_(S^6+^O_4_)_2_
Abellaite,6482,NaPb<sub>2</sub>(CO<sub>3</sub>)<sub>2</sub>(OH),NaPb^2+^_2_(CO_3_)_2_(OH)
Riotintoite,6485,Al(SO<sub>4</sub>)(OH)·3H<sub>2</sub>O,Al(S^6+^O_4_)(OH)·3H_2_O
Klaprothite,6487,Na<sub>6</sub>(UO<sub>2</sub>)(SO<sub>4</sub>)<sub>4</sub>(H<sub>2</sub>O)<sub>4</sub>,Na_6_(U^6+^O_2_)(S^6+^O_4_)_4_·4H_2_O
Peligotite,6488,Na<sub>6</sub>(UO<sub>2</sub>)(SO<sub>4</sub>)<sub>4</sub>(H<sub>2</sub>O)<sub>4</sub>,Na_6_(U^6+^O_2_)(S^6+^O_4_)_4_·4H_2_O
Tinnunculite,6489,C<sub>5</sub>H<sub>4</sub>N<sub>4</sub>O<sub>3</sub>·2H<sub>2</sub>O,C_5_H_4_N_4_O_3_·2H_2_O
Whiteite-(MnMnMg),6491,Mn^2+^Mn^2+^Mg<sub>2</sub>Al<sub>2</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>2</sub>·8H<sub>2</sub>O,Mn^2+^Mn^2+^Mg_2_Al_2_(PO_4_)_4_(OH)_2_·8H_2_O
Zincobriartite,6493,"Cu<sub>2</sub>(Zn,Fe)(Ge,Ga)S<sub>4</sub>","(Cu^1+^,Cu^2+^)_2_(Zn^2+^,Fe^2+^)(Ge^4+^,Ga^3+^)S^2-^_4_"
Alwilkinsite-(Y),6495,Y(UO<sub>2</sub>)<sub>3</sub>(SO<sub>4</sub>)<sub>2</sub>O(OH)<sub>3</sub>(H<sub>2</sub>O)<sub>7</sub>·7H<sub>2</sub>O,Y^3+^(U^6+^O_2_)_3_(S^6+^O_4_)_2_O(OH)_3_(H_2_O)_7_·7H_2_O
Ottohahnite,6496,Na<sub>6</sub>(UO<sub>2</sub>)<sub>2</sub>(SO<sub>4</sub>)<sub>5</sub>(H<sub>2</sub>O)<sub>7</sub>·1.5H<sub>2</sub>O,Na_6_(U^6+^O_2_)_2_(S^6+^O_4_)_5_(H_2_O)_7_·1.5H_2_O
Ecrinsite,6497,AgTl<sub>3</sub>Pb<sub>4</sub>As<sub>11</sub>Sb<sub>9</sub>S<sub>36</sub>,AgTl_3_Pb_4_As_11_Sb_9_S_36_
Marklite,6498,Cu<sub>5</sub>(CO<sub>3</sub>)<sub>2</sub>(OH)<sub>6</sub>·6H<sub>2</sub>O,Cu^2+^_5_(CO_3_)_2_(OH)_6_·6H_2_O
Kenotobermorite,6499,Ca<sub>4</sub>Si<sub>6</sub>O<sub>15</sub>(OH)<sub>2</sub>(H<sub>2</sub>O)<sub>2</sub>·3H<sub>2</sub>O,Ca_4_Si_6_O_15_(OH)_2_·5H_2_O
Metathenardite,6502,Na<sub>2</sub>(SO<sub>4</sub>),Na_2_S^6+^O_4_
Hansblockite,6503,"(Cu,Hg)(Bi,Pb)Se<sub>2</sub>","(Cu,Hg)(Bi,Pb)Se_2_"
Magnesiovesuvianite,6504,Ca<sub>19</sub>Mg(Al<sub>11</sub>Mg)Si<sub>18</sub>O<sub>69</sub>(OH)<sub>9</sub>,Ca_19_Mg(Al_11_Mg)Si_18_O_69_(OH)_9_
Dioskouriite,6506,CaCu<sub>4</sub>Cl<sub>6</sub>(OH)<sub>4</sub>·4H<sub>2</sub>O,CaCu^2+^_4_Cl_6_(OH)_4_·4H_2_O
Philoxenite,6507,"(K,Na,Pb)<sub>4</sub>(Na,Ca)<sub>2</sub>(Mg,Cu)<sub>3</sub>(Fe^3+^<sub>0.5</sub>Al<sub>0.5</sub>)(SO<sub>4</sub>)<sub>8</sub>","(K,Na,Pb)_4_(Na,Ca)_2_(Mg,Cu)_3_(Fe^3+^_0.5_Al_0.5_)(SO_4_)_8_"
Petricekite,6509,CuSe<sub>2</sub>,CuSe_2_
Hodgesmithite,6510,"(Cu,Zn)<sub>6</sub>Zn(SO<sub>4</sub>)<sub>2</sub>(OH)<sub>10</sub>·3H<sub>2</sub>O","(Cu^2+^,Zn^2+^)_6_Zn^2+^(S^6+^O_4_)_2_(OH)_10_·3H_2_O"
Borisenkoite,6511,"Cu<sub>3</sub>[(V,As)O<sub>4</sub>]<sub>2</sub>","Cu^2+^_3_[(V^5+^,As^5+^)O_4_]_2_"
Kegginite,6512,Pb<sub>3</sub>Ca<sub>3</sub>[AsV<sub>12</sub>O<sub>40</sub>(VO)]·20H<sub>2</sub>O,Pb^2+^_3_Ca_3_[As^5+^V^5+^_12_O_40_(V^5+^O)]·20H_2_O
Middlebackite,6513,Cu<sub>2</sub>C<sub>2</sub>O<sub>4</sub>(OH)<sub>2</sub>,Cu^2+^_2_(C_2_)^6+^O_4_(OH)_2_
Spryite,6514,Ag<sub>8</sub>(As^3+^<sub>0.5</sub>As^5+^<sub>0.5</sub>)S<sub>6</sub>,Ag^1+^_8_(As^3+^_0.5_As^5+^_0.5_)S^2-^_6_
Eleomelanite,6517,(K<sub>2</sub>Pb)Cu<sub>4</sub>O<sub>2</sub>(SO<sub>4</sub>)<sub>4</sub>,(K_2_Pb^2+^)Cu^2+^_4_O_2_(S^6+^O_4_)_4_
Kalgoorlieite,6518,As<sub>2</sub>Te<sub>3</sub>,As_2_Te_3_
Wrightite,6521,K<sub>2</sub>Al<sub>2</sub>O(AsO<sub>4</sub>)<sub>2</sub>,K_2_Al_2_O(As^5+^O_4_)_2_
Huenite,6523,Cu<sub>4</sub>(MoO<sub>4</sub>)<sub>3</sub>(OH)<sub>2</sub>,Cu^2+^_4_(Mo^6+^O_4_)_3_(OH)_2_
Braunerite,6524,K<sub>2</sub>Ca(UO<sub>2</sub>)(CO<sub>3</sub>)<sub>3</sub>·6H<sub>2</sub>O,K_2_Ca(U^6+^O_2_)(C^4+^O_3_)_3_·6H_2_O
Wayneburnhamite,6525,Pb<sub>9</sub>Ca<sub>6</sub>(Si<sub>2</sub>O<sub>7</sub>)<sub>3</sub>(SiO<sub>4</sub>)<sub>3</sub>,Pb^2+^_9_Ca_6_(Si_2_O_7_)_3_(SiO_4_)_3_
Cardite,6526,Zn<sub>5.5</sub>(AsO<sub>4</sub>)<sub>2</sub>(AsO<sub>3</sub>OH)(OH)<sub>3</sub>·3H<sub>2</sub>O,Zn^2+^_5.5_(As^5+^O_4_)_2_(As^5+^O_3_OH)(OH)_3_·3H_2_O
